,index,Epl.,Kap.,Tit.,Ist 2012,Zweckbestimmung,2012 id,id_nlp_help,id_nlp,2012 Zweck,id
35,3074,11,13,63622,2908908552.21,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636221113,6362211132908909,sechsdreisechszweizweieinseinseinsdreizweineunnullachtneunnullneun  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636121102.0
36,4195,14,68,43353,2714969755.79,Versorgungsbezüge,433531468,4335314682714970,vierdreidreifünfdreieinsviersechsachtzweisiebeneinsvierneunsiebennull  Versorgungsbezüge,Versorgungsbezüge,432570431.0
38,4024,14,4,42801,2683181795.55,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011404,4280114042683182,vierzweiachtnulleinseinsviernullvierzweisechsachtdreieinsachtzwei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010813.0
40,3752,12,22,89111,2500000000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111222,8911112222500000,achtneuneinseinseinseinszweizweizweizweifünfnullnullnullnullnull  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111202.0
41,2469,10,2,63651,2194217695.08,Zuschüsse zur Alterssicherung der Landwirte,636511002,6365110022194218,sechsdreisechsfünfeinseinsnullnullzweizweieinsneunvierzweieinsacht  Zuschüsse zur Alterssicherung der Landwirte,Zuschüsse zur Alterssicherung der Landwirte,636011001.0
43,4107,14,12,51802,1923802347.41,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021412,5180214121923802,fünfeinsachtnullzweieinsviereinszweieinsneunzweidreiachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021223.0
45,3065,11,13,63201,1850003200.56,Beteiligung des Bundes an der Grundsicherung im Alter und bei Erwerbsminderung,632011113,6320111131850003,sechsdreizweinulleinseinseinseinsdreieinsachtfünfnullnullnulldrei  Beteiligung des Bundes an der Grundsicherung im Alter und bei Erwerbsminderung,Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,632011102.0
46,3064,11,13,23201,1668880672.81,Erstattungen für Aufwendungen aufgrund der Überführung von Zusatzversorgungssystemen in die Rentenversicherung,232011113,2320111131668881,zweidreizweinulleinseinseinseinsdreieinssechssechsachtachtachteins  Erstattungen für Aufwendungen aufgrund der Überführung von Zusatzversorgungssystemen in die Rentenversicherung,,
47,5095,23,2,86601,1665523078.87,Bilaterale Finanzielle Zusammenarbeit,866012302,8660123021665523,achtsechssechsnulleinszweidreinullzweieinssechssechsfünffünfzweidrei  Bilaterale Finanzielle Zusammenarbeit,Bilaterale Finanzielle Zusammenarbeit - Darlehen,866112301.0
48,5338,60,2,83621,1617003000.0,Erhöhung des Kapitalanteils an der Europäischen Investitionsbank,836216002,8362160021617003,achtdreisechszweieinssechsnullnullzweieinssechseinssiebennullnulldrei  Erhöhung des Kapitalanteils an der Europäischen Investitionsbank,,
50,5293,60,1,4101,1576983778.75,Kernbrennstoffsteuer,41016001,0410160011576984,nullviereinsnulleinssechsnullnulleinseinsfünfsiebensechsneunachtvier  Kernbrennstoffsteuer,,
51,5187,30,3,68505,1459959000.0,Hochschulpakt 2020,685053003,6850530031459959,sechsachtfünfnullfünfdreinullnulldreieinsvierfünfneunneunfünfneun  Hochschulpakt 2020,,
53,4141,14,16,55417,1389930117.85,Beschaffung des Waffensystems Eurofighter,554171416,5541714161389930,fünffünfviereinssiebeneinsviereinssechseinsdreiachtneunneundreinull  Beschaffung des Waffensystems Eurofighter,Beschaffung des Waffensystems Eurofighter,554171405.0
55,3685,12,18,88203,1335500000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,882031218,8820312181335500,achtachtzweinulldreieinszweieinsachteinsdreidreifünffünfnullnull  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,,
56,5098,23,2,89603,1315979663.24,Bilaterale Technische Zusammenarbeit,896032302,8960323021315980,achtneunsechsnulldreizweidreinullzweieinsdreieinsfünfneunachtnull  Bilaterale Technische Zusammenarbeit,Bilaterale Technische Zusammenarbeit,896032301.0
58,5264,32,5,57508,1283413162.94,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205,5750832051283413,fünfsiebenfünfnullachtdreizweinullfünfeinszweiachtdreiviereinsdrei  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205.0
59,5261,32,5,57505,1239720375.88,Zinsen für Bundesschatzanweisungen,575053205,5750532051239720,fünfsiebenfünfnullfünfdreizweinullfünfeinszweidreineunsiebenzweinull  Zinsen für Bundesschatzanweisungen,Zinsen für Bundesschatzanweisungen,575053205.0
60,3745,12,22,89101,1237300000.0,Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,891011222,8910112221237300,achtneuneinsnulleinseinszweizweizweieinszweidreisiebendreinullnull  Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen,891511210.0
61,4093,14,9,55311,1234553703.54,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111409,5531114091234554,"fünffünfdreieinseinseinsviernullneuneinszweidreivierfünffünfvier  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111406.0
62,2472,10,2,63655,1225748058.32,Zuschüsse an die Träger der Krankenversicherung der Landwirte,636551002,6365510021225748,sechsdreisechsfünffünfeinsnullnullzweieinszweizweifünfsiebenvieracht  Zuschüsse an die Träger der Krankenversicherung der Landwirte,,
63,3405,12,9,74132,1207243990.53,Erhaltung (Bundesautobahnen),741321209,7413212091207244,siebenviereinsdreizweieinszweinullneuneinszweinullsiebenzweiviervier  Erhaltung (Bundesautobahnen),,
64,1803,8,4,42201,1207189555.78,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010804,4220108041207190,vierzweizweinulleinsnullachtnullviereinszweinullsiebeneinsneunnull  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010712.0
65,2050,9,3,68311,1181750619.32,"Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",683110903,6831109031181751,"sechsachtdreieinseinsnullneunnulldreieinseinsachteinssiebenfünfeins  Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",,
67,3082,11,13,63685,1115260346.38,Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,636851113,6368511131115260,sechsdreisechsachtfünfeinseinseinsdreieinseinseinsfünfzweisechsnull  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102.0
72,4020,14,4,42201,1005107716.2,"Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten",422011404,4220114041005108,"vierzweizweinulleinseinsviernullviereinsnullnullfünfeinsnullacht  Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten","Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Beamtinnen und Beamten",422010715.0
74,3033,11,10,68101,963050005.99,Versorgungsbezüge für Beschädigte und Hinterbliebene,681011110,681011110963050,sechsachteinsnulleinseinseinseinsnullneunsechsdreinullfünfnull  Versorgungsbezüge für Beschädigte und Hinterbliebene,,
80,3774,12,25,66107,750392167.34,"Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2- Gebäudesanierungsprogramm"" der KfW-Bankengruppe - Abwicklung",661071225,661071225750392,"sechssechseinsnullsiebeneinszweizweifünfsiebenfünfnulldreineunzwei  Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2- Gebäudesanierungsprogramm"" der KfW-Bankengruppe - Abwicklung",,
81,5089,23,2,68752,736938068.45,Zahlungen an Einrichtungen der Weltbankgruppe,687522302,687522302736938,sechsachtsiebenfünfzweizweidreinullzweisiebendreisechsneundreiacht  Zahlungen an Einrichtungen der Weltbankgruppe,Zahlungen an Einrichtungen der Weltbankgruppe,687012304.0
82,4196,14,68,43354,727232747.95,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541468,433541468727233,"vierdreidreifünfviereinsviersechsachtsiebenzweisiebenzweidreidrei  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403.0
83,3402,12,9,74111,725096035.55,Bedarfsplanmaßnahmen (Bundesautobahnen),741111209,741111209725096,siebenviereinseinseinseinszweinullneunsiebenzweifünfnullneunsechs  Bedarfsplanmaßnahmen (Bundesautobahnen),,
84,4136,14,16,55412,706530349.28,"Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",554121416,554121416706530,"fünffünfviereinszweieinsviereinssechssiebennullsechsfünfdreinull  Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät","Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",554121405.0
85,4186,14,67,43257,703111462.06,Versorgungsbezüge,432571467,432571467703111,vierdreizweifünfsiebeneinsviersechssiebensiebennulldreieinseinseins  Versorgungsbezüge,Versorgungsbezüge,432570451.0
86,1976,8,67,43257,695646399.71,Versorgungsbezüge,432570867,432570867695646,vierdreizweifünfsiebennullachtsechssiebensechsneunfünfsechsviersechs  Versorgungsbezüge,Versorgungsbezüge,432570811.0
87,5183,30,2,88260,695300000.0,Kompensationsmittel für die Abschaffung der GA Hochschulbau,882603002,882603002695300,achtachtzweisechsnulldreinullnullzweisechsneunfünfdreinullnull  Kompensationsmittel für die Abschaffung der GA Hochschulbau,,
88,5306,60,2,12104,642567037.29,Anteil des Bundes am Reingewinn der Deutschen Bundesbank,121046002,121046002642567,einszweieinsnullviersechsnullnullzweisechsvierzweifünfsechssieben  Anteil des Bundes am Reingewinn der Deutschen Bundesbank,,
89,2086,9,5,89631,636453616.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310905,896310905636454,achtneunsechsdreieinsnullneunnullfünfsechsdreisechsvierfünfvier  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901.0
90,4083,14,7,53256,635000000.0,Ausgaben für Aufträge und Dienstleistungen,532561407,532561407635000,fünfdreizweifünfsechseinsviernullsiebensechsdreifünfnullnullnull  Ausgaben für Aufträge und Dienstleistungen,,
92,4142,14,16,55418,619981558.73,Beschaffung des Großraumtransportflugzeuges A400M,554181416,554181416619982,fünffünfviereinsachteinsviereinssechssechseinsneunneunachtzwei  Beschaffung des Großraumtransportflugzeuges A400M,Beschaffung des Großraumtransportflugzeuges A400M,554181405.0
94,5097,23,2,89602,598408040.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom  und Cotonou)",896022302,896022302598408,"achtneunsechsnullzweizweidreinullzweifünfneunachtviernullacht  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom  und Cotonou)","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303.0
95,3770,12,25,63201,591654493.0,Wohngeld nach dem Wohngeldgesetz,632011225,632011225591654,sechsdreizweinulleinseinszweizweifünffünfneuneinssechsfünfvier  Wohngeld nach dem Wohngeldgesetz,Wohngeld nach dem Wohngeldgesetz,632012501.0
96,4787,17,2,88401,580500000.0,"Zuweisungen für Investitionen an das Sondervermögen Kinderbetreuungsausbau für die ""Kinderbetreuungsfinanzierung 2013-2014""",884011702,884011702580500,"achtachtviernulleinseinssiebennullzweifünfachtnullfünfnullnull  Zuweisungen für Investitionen an das Sondervermögen Kinderbetreuungsausbau für die ""Kinderbetreuungsfinanzierung 2013-2014""",,
98,3447,12,10,74142,569591733.42,Erhaltung (Bundesstraßen),741421210,741421210569592,siebenviereinsvierzweieinszweieinsnullfünfsechsneunfünfneunzwei  Erhaltung (Bundesstraßen),Erhaltung (Bundesstraßen),741421201.0
102,3785,12,25,88202,518200000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,882021225,882021225518200,achtachtzweinullzweieinszweizweifünffünfeinsachtzweinullnull  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,,
104,3435,12,10,52111,490255230.9,Betriebsdienst (Bundesautobahnen),521111210,521111210490255,fünfzweieinseinseinseinszweieinsnullvierneunnullzweifünffünf  Betriebsdienst (Bundesautobahnen),,
105,3386,12,9,53201,488872333.53,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private,532011209,532011209488872,fünfdreizweinulleinseinszweinullneunvierachtachtachtsiebenzwei  Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private,,
106,2836,11,2,27202,479953830.08,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,272021102,272021102479954,zweisiebenzweinullzweieinseinsnullzweiviersiebenneunneunfünfvier  Einnahmen aus Zuschüssen des Europäischen Sozialfonds,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,272021106.0
107,309,4,4,54101,479778051.6,Zuschuss an den Bundesnachrichtendienst,541010404,541010404479778,fünfviereinsnulleinsnullviernullvierviersiebenneunsiebensiebenacht  Zuschuss an den Bundesnachrichtendienst,Zuschuss an den Bundesnachrichtendienst,541010414.0
108,2062,9,5,68301,470568397.89,"Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)",683010905,683010905470568,"sechsachtdreinulleinsnullneunnullfünfviersiebennullfünfsechsacht  Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)",,
109,4012,14,3,54781,464218518.64,Nicht aufteilbare sächliche Verwaltungsausgaben,547811403,547811403464219,fünfviersiebenachteinseinsviernulldreiviersechsvierzweieinsneun  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547811401.0
110,4199,14,68,44653,457616978.81,Beihilfen aufgrund der Beihilfevorschriften,446531468,446531468457617,vierviersechsfünfdreieinsviersechsachtvierfünfsiebensechseinssieben  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446572311.0
111,3254,12,3,78012,450296808.7,"Um-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780121203,780121203450297,"siebenachtnulleinszweieinszweinulldreivierfünfnullzweineunsieben  Um-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen","Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203.0
113,5068,23,2,18601,443385384.05,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,186012302,186012302443385,einsachtsechsnulleinszweidreinullzweiviervierdreidreiachtfünf  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen,166012301.0
115,3172,12,2,79101,432469953.0,Infrastrukturbeschleunigungsprogramm,791011202,791011202432470,siebenneuneinsnulleinseinszweinullzweivierdreizweiviersiebennull  Infrastrukturbeschleunigungsprogramm,,
116,4119,14,12,55811,427876538.74,"Große Neu-, Um- und Erweiterungsbauten",558111412,558111412427877,"fünffünfachteinseinseinsviereinszweivierzweisiebenachtsiebensieben  Große Neu-, Um- und Erweiterungsbauten","Große Neu-, Um- und Erweiterungsbauten",558111408.0
118,3235,12,3,42811,414428039.33,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428111203,428111203414428,vierzweiachteinseinseinszweinulldreiviereinsviervierzweiacht  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428110614.0
120,604,5,2,68760,404393535.63,Beitrag an die Vereinten Nationen,687600502,687600502404394,sechsachtsiebensechsnullnullfünfnullzweiviernullvierdreineunvier  Beitrag an die Vereinten Nationen,Beitrag an die Vereinten Nationen,687100501.0
121,3436,12,10,52121,400856228.98,Betriebsdienst (Bundesstraßen),521211210,521211210400856,fünfzweieinszweieinseinszweieinsnullviernullnullachtfünfsechs  Betriebsdienst (Bundesstraßen),Betriebsdienst (Bundesstraßen),521211201.0
123,3789,12,25,89301,385560180.81,Prämien nach dem Wohnungsbau-Prämiengesetz,893011225,893011225385560,achtneundreinulleinseinszweizweifünfdreiachtfünffünfsechsnull  Prämien nach dem Wohnungsbau-Prämiengesetz,Prämien nach dem Wohnungsbau-Prämiengesetz,893012501.0
124,3403,12,9,74122,382637884.41,Bedarfsplanmaßnahmen (Bundesstraßen),741221209,741221209382638,siebenviereinszweizweieinszweinullneundreiachtzweisechsdreiacht  Bedarfsplanmaßnahmen (Bundesstraßen),Bedarfsplanmaßnahmen (Bundesstraßen),741221201.0
125,5262,32,5,57506,376429590.95,Diskont für Unverzinsliche Schatzanweisungen,575063205,575063205376430,fünfsiebenfünfnullsechsdreizweinullfünfdreisiebensechsvierdreinull  Diskont für Unverzinsliche Schatzanweisungen,,
126,4132,14,16,55407,375000000.0,Beschaffung von Kampffahrzeugen,554071416,554071416375000,fünffünfviernullsiebeneinsviereinssechsdreisiebenfünfnullnullnull  Beschaffung von Kampffahrzeugen,Beschaffung von Kampffahrzeugen,554071405.0
127,5271,32,8,87201,373709448.44,"Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",872013208,872013208373709,"achtsiebenzweinulleinsdreizweinullachtdreisiebendreisiebennullneun  Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden","Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",876013208.0
128,4909,17,10,68113,371501625.67,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131710,681131710371502,sechsachteinseinsdreieinssiebeneinsnulldreisiebeneinsfünfnullzwei  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701.0
129,3760,12,25,17212,363068119.84,Tilgungsbeträge von Ländern,172121225,172121225363068,einssiebenzweieinszweieinszweizweifünfdreisechsdreinullsechsacht  Tilgungsbeträge von Ländern,Tilgungsbeträge von Ländern,172122501.0
130,4567,16,2,68624,360577354.87,Förderung von Einzelmaßnahmen zur Nutzung erneuerbarer Energien,686241602,686241602360577,sechsachtsechszweiviereinssechsnullzweidreisechsnullfünfsiebensieben  Förderung von Einzelmaßnahmen zur Nutzung erneuerbarer Energien,,
131,3406,12,9,74142,356002063.1,Erhaltung (Bundesstraßen),741421209,741421209356002,siebenviereinsvierzweieinszweinullneundreifünfsechsnullnullzwei  Erhaltung (Bundesstraßen),,
132,4013,14,3,55381,353697265.1,Erhaltung von Wehrmaterial,553811403,553811403353697,fünffünfdreiachteinseinsviernulldreidreifünfdreisechsneunsieben  Erhaltung von Wehrmaterial,Erhaltung von Wehrmaterial,553811401.0
