,index,Epl.,Kap.,Tit.,Ist 2014,Zweckbestimmung,2014 id,id_nlp_help,id_nlp,2014 Zweck,id
73,3019,12,10,74142,751583506.92,Erhaltung (Bundesstraßen) ,741421210,741421210751584,siebenviereinsvierzweieinszweieinsnullsiebenfünfeinsfünfachtvier  Erhaltung (Bundesstraßen) ,Erhaltung (Bundesstraßen),741421201.0
74,3600,14,16,55418,750326976.81,Beschaffung des Großraumtransportflugzeuges A400M ,554181416,554181416750327,fünffünfviereinsachteinsviereinssechssiebenfünfnulldreizweisieben  Beschaffung des Großraumtransportflugzeuges A400M ,Beschaffung des Großraumtransportflugzeuges A400M,554181405.0
75,1534,8,11,43257,728405737.32,Versorgungsbezüge ,432570811,432570811728406,vierdreizweifünfsiebennullachteinseinssiebenzweiachtviernullsechs  Versorgungsbezüge ,Versorgungsbezüge,432570611.0
76,2379,11,3,68111,727518924.02,Versorgungsbezüge ,681111103,681111103727519,sechsachteinseinseinseinseinsnulldreisiebenzweisiebenfünfeinsneun  Versorgungsbezüge ,,
77,4787,60,1,4101,707983120.0,Kernbrennstoffsteuer ,41016001,041016001707983,nullviereinsnulleinssechsnullnulleinssiebennullsiebenneunachtdrei  Kernbrennstoffsteuer ,,
78,3654,14,68,43354,703505590.91,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge ",433541468,433541468703506,"vierdreidreifünfviereinsviersechsachtsiebennulldreifünfnullsechs  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge ","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403.0
79,4635,30,2,88260,695300000.0,Kompensationsmittel für die Abschaffung der GA Hochschulbau ,882603002,882603002695300,achtachtzweisechsnulldreinullnullzweisechsneunfünfdreinullnull  Kompensationsmittel für die Abschaffung der GA Hochschulbau ,,
80,4548,23,3,89602,669272768.98,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom  und Cotonou) ",896022303,896022303669273,"achtneunsechsnullzweizweidreinulldreisechssechsneunzweisiebendrei  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom  und Cotonou) ","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303.0
81,4758,32,5,57508,644705905.55,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG) ,575083205,575083205644706,fünfsiebenfünfnullachtdreizweinullfünfsechsvierviersiebennullsechs  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG) ,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205.0
82,3542,14,7,53256,640684072.19,Ausgaben für Aufträge und Dienstleistungen ,532561407,532561407640684,fünfdreizweifünfsechseinsviernullsiebensechsviernullsechsachtvier  Ausgaben für Aufträge und Dienstleistungen ,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010614.0
83,1691,9,1,89631,634250000.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris ,896310901,896310901634250,achtneunsechsdreieinsnullneunnulleinssechsdreivierzweifünfnull  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris ,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901.0
84,4765,32,8,87201,622250900.14,"Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden ",872013208,872013208622251,"achtsiebenzweinulleinsdreizweinullachtsechszweizweizweifünfeins  Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden ","Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",876013208.0
86,4552,23,4,68701,616143709.11,Zahlungen an Einrichtungen der Weltbankgruppe ,687012304,687012304616144,sechsachtsiebennulleinszweidreinullviersechseinssechseinsviervier  Zahlungen an Einrichtungen der Weltbankgruppe ,Zahlungen an Einrichtungen der Weltbankgruppe,687012304.0
89,1720,9,3,66122,600816519.94,"Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung ",661220903,661220903600817,"sechssechseinszweizweinullneunnulldreisechsnullnullachteinssieben  Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung ",,
92,2973,12,9,74111,565256365.86,Bedarfsplanmaßnahmen (Bundesautobahnen) ,741111209,741111209565256,siebenviereinseinseinseinszweinullneunfünfsechsfünfzweifünfsechs  Bedarfsplanmaßnahmen (Bundesautobahnen) ,,
93,4519,23,1,18601,554926659.58,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen ,186012301,186012301554927,einsachtsechsnulleinszweidreinulleinsfünffünfvierneunzweisieben  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen ,Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen,166012301.0
96,286,4,4,54101,535672589.93,Zuschuss an den Bundesnachrichtendienst ,541010404,541010404535673,fünfviereinsnulleinsnullviernullvierfünfdreifünfsechssiebendrei  Zuschuss an den Bundesnachrichtendienst ,Zuschuss an den Bundesnachrichtendienst,541010414.0
98,4828,60,2,68702,532000000.0,Zahlung an die Hellenische Republik ,687026002,687026002532000,sechsachtsiebennullzweisechsnullnullzweifünfdreizweinullnullnull  Zahlung an die Hellenische Republik ,,
100,3006,12,10,52111,528149558.32,Betriebsdienst (Bundesautobahnen) ,521111210,521111210528150,fünfzweieinseinseinseinszweieinsnullfünfzweiachteinsfünfnull  Betriebsdienst (Bundesautobahnen) ,,
101,1670,9,1,68301,526559237.55,"Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM) ",683010901,683010901526559,"sechsachtdreinulleinsnullneunnulleinsfünfzweisechsfünffünfneun  Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM) ",,
102,3657,14,68,44653,522699326.64,Beihilfen aufgrund der Beihilfevorschriften ,446531468,446531468522699,vierviersechsfünfdreieinsviersechsachtfünfzweizweisechsneunneun  Beihilfen aufgrund der Beihilfevorschriften ,Beihilfen aufgrund der Beihilfevorschriften,446572311.0
103,2959,12,9,53201,521056055.62,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private ,532011209,532011209521056,fünfdreizweinulleinseinszweinullneunfünfzweieinsnullfünfsechs  Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private ,,
104,4037,16,6,88202,518200000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung ,882021606,882021606518200,achtachtzweinullzweieinssechsnullsechsfünfeinsachtzweinullnull  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung ,,
105,3594,14,16,55412,506666626.11,"Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät ",554121416,554121416506667,"fünffünfviereinszweieinsviereinssechsfünfnullsechssechssechssieben  Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät ","Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",554121405.0
106,4819,60,2,62401,506293167.77,"Zuführungen an das Sondervermögen ""Investitions- und Tilgungsfonds"" ",624016002,624016002506293,"sechszweiviernulleinssechsnullnullzweifünfnullsechszweineundrei  Zuführungen an das Sondervermögen ""Investitions- und Tilgungsfonds"" ",,
107,510,5,1,68710,502285116.47,Beitrag an die Vereinten Nationen ,687100501,687100501502285,sechsachtsiebeneinsnullnullfünfnulleinsfünfnullzweizweiachtfünf  Beitrag an die Vereinten Nationen ,Beitrag an die Vereinten Nationen,687100501.0
108,4818,60,2,61401,498941769.4,Zuweisung an den Energie- und Klimafonds ,614016002,614016002498942,sechseinsviernulleinssechsnullnullzweivierneunachtneunvierzwei  Zuweisung an den Energie- und Klimafonds ,,
110,1480,8,1,69931,463911837.31,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen ,699310801,699310801463912,sechsneunneundreieinsnullachtnulleinsviersechsdreineuneinszwei  Abschließende Leistung zur Abgeltung von Härten in Einzelfällen ,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801.0
111,3599,14,16,55417,463398629.86,Beschaffung des Waffensystems Eurofighter ,554171416,554171416463399,fünffünfviereinssiebeneinsviereinssechsviersechsdreidreineunneun  Beschaffung des Waffensystems Eurofighter ,Beschaffung des Waffensystems Eurofighter,554171405.0
112,2409,11,6,27202,436207546.42,Einnahmen aus Zuschüssen des Europäischen Sozialfonds ,272021106,272021106436208,zweisiebenzweinullzweieinseinsnullsechsvierdreisechszweinullacht  Einnahmen aus Zuschüssen des Europäischen Sozialfonds ,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,272021106.0
114,4027,16,6,63201,422332248.21,Wohngeld nach dem Wohngeldgesetz ,632011606,632011606422332,sechsdreizweinulleinseinssechsnullsechsvierzweizweidreidreizwei  Wohngeld nach dem Wohngeldgesetz ,Wohngeld nach dem Wohngeldgesetz,632012501.0
115,2785,12,3,42811,421058314.96,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,428111203,428111203421058,vierzweiachteinseinseinszweinulldreivierzweieinsnullfünfacht  Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428711513.0
116,3007,12,10,52121,417762769.07,Betriebsdienst (Bundesstraßen) ,521211210,521211210417763,fünfzweieinszweieinseinszweieinsnullviereinssiebensiebensechsdrei  Betriebsdienst (Bundesstraßen) ,Betriebsdienst (Bundesstraßen),521211201.0
118,517,5,1,68732,411982155.0,Für humanitäre Hilfsmaßnahmen im Ausland ,687320501,687320501411982,sechsachtsiebendreizweinullfünfnulleinsviereinseinsneunachtzwei  Für humanitäre Hilfsmaßnahmen im Ausland ,Humanitäre Hilfsmaßnahmen im Ausland,687320501.0
120,3595,14,16,55413,405554081.8,"Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät ",554131416,554131416405554,"fünffünfviereinsdreieinsviereinssechsviernullfünffünffünfvier  Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät ","Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",554131405.0
121,4292,17,1,68103,403301511.68,Betreuungsgeld ,681031701,681031701403302,sechsachteinsnulldreieinssiebennulleinsviernulldreidreinullzwei  Betreuungsgeld ,,
122,3578,14,12,55811,396529222.2,"Große Neu-, Um- und Erweiterungsbauten ",558111412,558111412396529,"fünffünfachteinseinseinsviereinszweidreineunsechsfünfzweineun  Große Neu-, Um- und Erweiterungsbauten ",,
124,4641,30,3,68504,376950000.0,Exzellenzinitiative Spitzenförderung von Hochschulen ,685043003,685043003376950,sechsachtfünfnullvierdreinullnulldreidreisiebensechsneunfünfnull  Exzellenzinitiative Spitzenförderung von Hochschulen ,,
125,3470,14,3,54781,376698330.04,Nicht aufteilbare sächliche Verwaltungsausgaben ,547811403,547811403376698,fünfviersiebenachteinseinsviernulldreidreisiebensechssechsneunacht  Nicht aufteilbare sächliche Verwaltungsausgaben ,Nicht aufteilbare sächliche Verwaltungsausgaben,547811401.0
127,4019,16,6,17212,367161488.0,Tilgungsbeträge von Ländern ,172121606,172121606367161,einssiebenzweieinszweieinssechsnullsechsdreisechssiebeneinssechseins  Tilgungsbeträge von Ländern ,Tilgungsbeträge von Ländern,172122501.0
128,3603,14,20,55101,366300402.33,Wehrtechnische Forschung und Technologie ,551011420,551011420366300,fünffünfeinsnulleinseinsvierzweinulldreisechssechsdreinullnull  Wehrtechnische Forschung und Technologie ,Wehrtechnische Forschung und Technologie,551011404.0
129,2804,12,3,78012,359860417.61,"Um-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen ",780121203,780121203359860,"siebenachtnulleinszweieinszweinulldreidreifünfneunachtsechsnull  Um-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen ","Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203.0
130,1426,7,19,11101,358545252.96,"Gebühren, sonstige Entgelte ",111010719,111010719358545,"einseinseinsnulleinsnullsiebeneinsneundreifünfachtfünfvierfünf  Gebühren, sonstige Entgelte ","Gebühren, sonstige Entgelte",111010717.0
133,4040,16,6,89301,341743932.6,Prämien nach dem Wohnungsbau-Prämiengesetz ,893011606,893011606341744,achtneundreinulleinseinssechsnullsechsdreiviereinssiebenviervier  Prämien nach dem Wohnungsbau-Prämiengesetz ,,
134,3304,12,22,63601,338320000.0,Zuschuss des Bundes an die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/-innen der ehem. Deutschen Bundesbahn ,636011222,636011222338320,sechsdreisechsnulleinseinszweizweizweidreidreiachtdreizweinull  Zuschuss des Bundes an die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/-innen der ehem. Deutschen Bundesbahn ,Zuschuss für die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/innen der ehem. Deutschen Bundesbahn,634051216.0
136,3017,12,10,74122,332121266.44,Bedarfsplanmaßnahmen (Bundesstraßen) ,741221210,741221210332121,siebenviereinszweizweieinszweieinsnulldreidreizweieinszweieins  Bedarfsplanmaßnahmen (Bundesstraßen) ,Bedarfsplanmaßnahmen (Bundesstraßen),741221201.0
137,3591,14,16,55408,331876665.01,Beschaffung von Munition ,554081416,554081416331877,fünffünfviernullachteinsviereinssechsdreidreieinsachtsiebensieben  Beschaffung von Munition ,Beschaffung von Munition,554081405.0
