,index,Epl.,Kap.,Tit.,Ist 2019,Zweckbestimmung,2019 id,id_nlp_help,id_nlp,2019 Zweck,id
48,4892,60,2,61401,1791954000.0,Zuweisung an den Energie- und Klimafonds,614016002,6140160021791954,sechseinsviernulleinssechsnullnullzweieinssiebenneuneinsneunfünfvier  Zuweisung an den Energie- und Klimafonds,,
51,520,5,1,68732,1581351132.13,Humanitäre Hilfsmaßnahmen im Ausland,687320501,6873205011581351,sechsachtsiebendreizweinullfünfnulleinseinsfünfachteinsdreifünfeins  Humanitäre Hilfsmaßnahmen im Ausland,Humanitäre Hilfsmaßnahmen im Ausland,687320501.0
52,1790,8,13,42201,1569983206.91,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010813,4220108131569983,vierzweizweinulleinsnullachteinsdreieinsfünfsechsneunneunachtdrei  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010634.0
53,4603,23,1,89603,1534367649.97,Bilaterale Technische Zusammenarbeit,896032301,8960323011534368,achtneunsechsnulldreizweidreinulleinseinsfünfdreivierdreisechsacht  Bilaterale Technische Zusammenarbeit,Bilaterale Technische Zusammenarbeit,896032301.0
54,2975,12,2,89101,1529196517.49,Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,891011202,8910112021529197,achtneuneinsnulleinseinszweinullzweieinsfünfzweineuneinsneunsieben  Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen,891511210.0
55,4606,23,1,89611,1519249619.83,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,896112301,8961123011519250,achtneunsechseinseinszweidreinulleinseinsfünfeinsneunzweifünfnull  Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,896112301.0
56,846,6,4,88202,1518200000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,882020604,8820206041518200,achtachtzweinullzweinullsechsnullviereinsfünfeinsachtzweinullnull  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,,
57,2238,10,1,63604,1406980000.0,Zuschüsse zur Krankenversicherung der Landwirte,636041001,6360410011406980,sechsdreisechsnullviereinsnullnulleinseinsviernullsechsneunachtnull  Zuschüsse zur Krankenversicherung der Landwirte,Zuschüsse zur Krankenversicherung der Landwirte,636041001.0
59,2584,11,2,63685,1336905542.34,Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,636851102,6368511021336906,sechsdreisechsachtfünfeinseinsnullzweieinsdreidreisechsneunnullsechs  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102.0
60,3050,12,6,88203,1335500000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,882031206,8820312061335500,achtachtzweinulldreieinszweinullsechseinsdreidreifünffünfnullnull  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,,
61,2906,12,1,74142,1292129651.9,Erhaltung (Bundesstraßen),741421201,7414212011292130,siebenviereinsvierzweieinszweinulleinseinszweineunzweieinsdreinull  Erhaltung (Bundesstraßen),Erhaltung (Bundesstraßen),741421201.0
63,3810,14,13,42201,1235668982.8,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011413,4220114131235669,vierzweizweinulleinseinsviereinsdreieinszweidreifünfsechssechsneun  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011513.0
68,4836,32,5,57508,991103314.68,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205,575083205991103,fünfsiebenfünfnullachtdreizweinullfünfneunneuneinseinsnulldrei  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205.0
70,4623,23,3,89602,967011200.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303,896022303967011,"achtneunsechsnullzweizweidreinulldreineunsechssiebennulleinseins  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303.0
71,270,4,14,54101,954810888.44,Zuschuss an den Bundesnachrichtendienst,541010414,541010414954811,fünfviereinsnulleinsnullviereinsvierneunfünfvierachteinseins  Zuschuss an den Bundesnachrichtendienst,Zuschuss an den Bundesnachrichtendienst,541010414.0
72,3805,14,13,53201,941326054.7,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011413,532011413941326,fünfdreizweinulleinseinsviereinsdreineunviereinsdreizweisechs  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011211.0
73,2901,12,1,74111,936611878.27,Bedarfsplanmaßnahmen (Bundesautobahnen),741111201,741111201936612,siebenviereinseinseinseinszweinulleinsneundreisechssechseinszwei  Bedarfsplanmaßnahmen (Bundesautobahnen),,
77,1912,9,3,68311,884296503.83,"Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",683110903,683110903884297,"sechsachtdreieinseinsnullneunnulldreiachtachtvierzweineunsieben  Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",,
78,3764,14,11,43257,873043572.69,Versorgungsbezüge,432571411,432571411873044,vierdreizweifünfsiebeneinsviereinseinsachtsiebendreinullviervier  Versorgungsbezüge,Versorgungsbezüge,432570431.0
79,4340,17,1,63207,871230853.83,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701,632071701871231,sechsdreizweinullsiebeneinssiebennulleinsachtsiebeneinszweidreieins  Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701.0
80,2902,12,1,74122,859182226.64,Bedarfsplanmaßnahmen (Bundesstraßen),741221201,741221201859182,siebenviereinszweizweieinszweinulleinsachtfünfneuneinsachtzwei  Bedarfsplanmaßnahmen (Bundesstraßen),Bedarfsplanmaßnahmen (Bundesstraßen),741221201.0
81,1887,9,1,89631,857150000.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901,896310901857150,achtneunsechsdreieinsnullneunnulleinsachtfünfsiebeneinsfünfnull  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901.0
82,1679,8,1,69931,824739809.87,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801,699310801824740,sechsneunneundreieinsnullachtnulleinsachtzweiviersiebenviernull  Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801.0
83,1729,8,11,43257,815362346.57,Versorgungsbezüge,432570811,432570811815362,vierdreizweifünfsiebennullachteinseinsachteinsfünfdreisechszwei  Versorgungsbezüge,Versorgungsbezüge,432571411.0
85,4601,23,1,68706,799913429.14,"Krisenbewältigung und Wiederaufbau, Infrastruktur",687062301,687062301799913,"sechsachtsiebennullsechszweidreinulleinssiebenneunneunneuneinsdrei  Krisenbewältigung und Wiederaufbau, Infrastruktur","Krisenbewältigung und Wiederaufbau, Infrastruktur",687062301.0
87,3663,14,5,55418,770693416.31,Beschaffung des Großraumtransportflugzeuges A400M,554181405,554181405770693,fünffünfviereinsachteinsviernullfünfsiebensiebennullsechsneundrei  Beschaffung des Großraumtransportflugzeuges A400M,Beschaffung des Großraumtransportflugzeuges A400M,554181405.0
89,3656,14,5,55408,738038194.64,Beschaffung von Munition,554081405,554081405738038,fünffünfviernullachteinsviernullfünfsiebendreiachtnulldreiacht  Beschaffung von Munition,Beschaffung von Munition,554081405.0
90,3730,14,8,55811,711412809.48,"Große Neu-, Um- und Erweiterungsbauten",558111408,558111408711413,"fünffünfachteinseinseinsviernullachtsiebeneinseinsviereinsdrei  Große Neu-, Um- und Erweiterungsbauten","Große Neu-, Um- und Erweiterungsbauten",558111408.0
92,4701,30,2,88260,695300000.0,Kompensationsmittel für die Abschaffung der GA Hochschulbau,882603002,882603002695300,achtachtzweisechsnulldreinullnullzweisechsneunfünfdreinullnull  Kompensationsmittel für die Abschaffung der GA Hochschulbau,,
93,3664,14,5,55420,684348369.02,Beschaffung Schützenpanzer PUMA,554201405,554201405684348,fünffünfvierzweinulleinsviernullfünfsechsachtvierdreivieracht  Beschaffung Schützenpanzer PUMA,,
94,3608,14,3,44653,681561785.17,Beihilfen aufgrund der Beihilfevorschriften,446531403,446531403681562,vierviersechsfünfdreieinsviernulldreisechsachteinsfünfsechszwei  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446571411.0
95,4596,23,1,18601,679414102.85,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,186012301,186012301679414,einsachtsechsnulleinszweidreinulleinssechssiebenneunviereinsvier  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen,166012301.0
96,2893,12,1,52111,661956149.38,Betriebsdienst (Bundesautobahnen),521111201,521111201661956,fünfzweieinseinseinseinszweinulleinssechssechseinsneunfünfsechs  Betriebsdienst (Bundesautobahnen),,
97,4627,23,4,68701,659241090.16,Zahlungen an Einrichtungen der Weltbankgruppe,687012304,687012304659241,sechsachtsiebennulleinszweidreinullviersechsfünfneunzweiviereins  Zahlungen an Einrichtungen der Weltbankgruppe,Zahlungen an Einrichtungen der Weltbankgruppe,687012304.0
98,512,5,1,68710,657137970.71,Beitrag an die Vereinten Nationen,687100501,687100501657138,sechsachtsiebeneinsnullnullfünfnulleinssechsfünfsiebeneinsdreiacht  Beitrag an die Vereinten Nationen,Beitrag an die Vereinten Nationen,687100501.0
99,2970,12,2,12101,650000000.0,Gewinne aus Beteiligungen,121011202,121011202650000,einszweieinsnulleinseinszweinullzweisechsfünfnullnullnullnull  Gewinne aus Beteiligungen,Gewinne aus Beteiligungen,121011202.0
100,803,6,3,68412,647978946.04,Durchführung von Integrationskursen nach der Integrationskursverordnung,684120603,684120603647979,sechsachtviereinszweinullsechsnulldreisechsviersiebenneunsiebenneun  Durchführung von Integrationskursen nach der Integrationskursverordnung,Durchführung von Integrationskursen nach der Integrationskursverordnung,684120603.0
101,854,6,4,88211,622065137.9,Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),882110604,882110604622065,achtachtzweieinseinsnullsechsnullviersechszweizweinullsechsfünf  Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),882112502.0
102,3604,14,3,43354,614629218.41,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403,433541403614629,"vierdreidreifünfviereinsviernulldreisechseinsviersechszweineun  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403.0
104,3003,12,3,78002,608504568.54,"Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203,780021203608505,"siebenachtnullnullzweieinszweinulldreisechsnullachtfünfnullfünf  Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen","Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203.0
105,3338,12,18,42801,608174333.77,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011218,428011218608174,vierzweiachtnulleinseinszweieinsachtsechsnullachteinssiebenvier  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011614.0
107,3713,14,8,51701,601987371.04,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517011408,517011408601987,"fünfeinssiebennulleinseinsviernullachtsechsnulleinsneunachtsieben  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517010716.0
108,906,6,11,43257,601980526.22,Versorgungsbezüge,432570611,432570611601981,vierdreizweifünfsiebennullsechseinseinssechsnulleinsneunachteins  Versorgungsbezüge,Versorgungsbezüge,432570611.0
109,2921,12,1,82311,599408044.63,Erwerbsanteile im Rahmen von ÖPP-Projekten (Bundesautobahnen),823111201,823111201599408,achtzweidreieinseinseinszweinulleinsfünfneunneunviernullacht  Erwerbsanteile im Rahmen von ÖPP-Projekten (Bundesautobahnen),,
110,4143,16,3,34101,551232347.69,Einnahmen für die Zwischenlagerung und Endlagerung radioaktiver Abfälle,341011603,341011603551232,dreiviereinsnulleinseinssechsnulldreifünffünfeinszweidreizwei  Einnahmen für die Zwischenlagerung und Endlagerung radioaktiver Abfälle,Einnahmen für die Endlagerung radioaktiver Abfälle,341011603.0
112,3635,14,4,55101,525350356.77,Wehrtechnische Forschung und Technologie,551011404,551011404525350,fünffünfeinsnulleinseinsviernullvierfünfzweifünfdreifünfnull  Wehrtechnische Forschung und Technologie,Wehrtechnische Forschung und Technologie,551011404.0
113,3720,14,8,63201,520639804.68,Erstattung von Verwaltungsausgaben an die Länder,632011408,632011408520640,sechsdreizweinulleinseinsviernullachtfünfzweinullsechsviernull  Erstattung von Verwaltungsausgaben an die Länder,Erstattung von Verwaltungsausgaben an die Länder,632011408.0
114,1256,6,25,67121,512821206.56,Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,671210625,671210625512821,sechssiebeneinszweieinsnullsechszweifünffünfeinszweiachtzweieins  Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,671210625.0
116,3573,14,1,54781,510413161.14,Nicht aufteilbare sächliche Verwaltungsausgaben,547811401,547811401510413,fünfviersiebenachteinseinsviernulleinsfünfeinsnullviereinsdrei  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547811413.0
117,4640,23,10,89632,504962622.4,"Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",896322310,896322310504963,"achtneunsechsdreizweizweidreieinsnullfünfnullvierneunsechsdrei  Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",,
118,3669,14,5,91901,500000000.0,Zuführungen an Rücklage zur Gewährleistung überjähriger Planungs- und Finanzierungssicherheit für Rüstungsinvestitionen,919011405,919011405500000,neuneinsneunnulleinseinsviernullfünffünfnullnullnullnullnull  Zuführungen an Rücklage zur Gewährleistung überjähriger Planungs- und Finanzierungssicherheit für Rüstungsinvestitionen,,
120,4602,23,1,89601,493362300.0,Finanzielle Zusammenarbeit mit Regionen,896012301,896012301493362,achtneunsechsnulleinszweidreinulleinsvierneundreidreisechszwei  Finanzielle Zusammenarbeit mit Regionen,Finanzielle Zusammenarbeit mit Regionen,896012301.0
121,2894,12,1,52121,488000206.56,Betriebsdienst (Bundesstraßen),521211201,521211201488000,fünfzweieinszweieinseinszweinulleinsvierachtachtnullnullnull  Betriebsdienst (Bundesstraßen),Betriebsdienst (Bundesstraßen),521211201.0
122,4843,32,8,87201,487790535.99,"Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",872013208,872013208487791,"achtsiebenzweinulleinsdreizweinullachtvierachtsiebensiebenneuneins  Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden","Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",876013208.0
124,3676,14,6,55307,477078340.08,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,553071406,553071406477078,fünffünfdreinullsiebeneinsviernullsechsviersiebensiebennullsiebenacht  Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,553071406.0
125,834,6,4,63201,476789230.96,Wohngeld nach dem Wohngeldgesetz,632010604,632010604476789,sechsdreizweinulleinsnullsechsnullvierviersiebensechssiebenachtneun  Wohngeld nach dem Wohngeldgesetz,,
126,3657,14,5,55410,467044077.58,"Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt",554101405,554101405467044,"fünffünfviereinsnulleinsviernullfünfviersechssiebennullviervier  Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt","Beschaffung von Feldzeug- und Quartiermeistermaterial, soweit nicht an anderer Stelle veranschlagt",554101405.0
127,4139,16,2,89605,466840260.71,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,896051602,896051602466840,achtneunsechsnullfünfeinssechsnullzweiviersechssechsachtviernull  Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,896410903.0
129,3654,14,5,55406,447565923.25,Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,554061405,554061405447566,fünffünfviernullsechseinsviernullfünfvierviersiebenfünfsechssechs  Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,554061405.0
131,1885,9,1,68531,443221000.0,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,685310901,685310901443221,sechsachtfünfdreieinsnullneunnulleinsviervierdreizweizweieins  Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,685310901.0
132,4146,16,3,89101,440880324.96,Endlagerung und Standortauswahlverfahren,891011603,891011603440880,achtneuneinsnulleinseinssechsnulldreivierviernullachtachtnull  Endlagerung und Standortauswahlverfahren,Endlagerung und Standortauswahlverfahren,891011603.0
133,1862,9,1,68301,435636224.45,"Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)",683010901,683010901435636,"sechsachtdreinulleinsnullneunnulleinsvierdreifünfsechsdreisechs  Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)",,
