,index,Epl.,Kap.,Tit.,Ist 2013,Zweckbestimmung,2013 id,id_nlp_help,id_nlp,2013 Zweck,id
25,3560,12,22,63401,5239800000.0,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,634011222,6340112225239800,sechsdreiviernulleinseinszweizweizweifünfzweidreineunachtnullnull  Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,634011216.0
26,4719,17,10,68102,5105063072.82,Elterngeld,681021710,6810217105105063,sechsachteinsnullzweieinssiebeneinsnullfünfeinsnullfünfnullsechsdrei  Elterngeld,,
27,2845,11,12,63211,4685239525.11,Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,632111112,6321111124685240,sechsdreizweieinseinseinseinseinszweiviersechsachtfünfzweiviernull  Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,632111101.0
28,2846,11,12,63613,4495355163.04,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,636131112,6361311124495355,sechsdreisechseinsdreieinseinseinszweiviervierneunfünfdreifünffünf  Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,636131101.0
29,3180,12,9,11102,4391414206.63,Einnahmen aus der streckenbezogenen LKW-Maut,111021209,1110212094391414,einseinseinsnullzweieinszweinullneunvierdreineuneinsviereinsvier  Einnahmen aus der streckenbezogenen LKW-Maut,Einnahmen aus der streckenbezogenen Maut,111221201.0
30,5125,60,2,13301,4256756009.52,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,133016002,1330160024256756,einsdreidreinulleinssechsnullnullzweivierzweifünfsechssiebenfünfsechs  Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,133016002.0
31,5077,32,5,57503,4229803903.71,Zinsen für Bundesobligationen,575033205,5750332054229804,fünfsiebenfünfnulldreidreizweinullfünfvierzweizweineunachtnullvier  Zinsen für Bundesobligationen,Zinsen für Bundesobligationen,575033205.0
33,2853,11,13,63201,3750774618.18,Beteiligung des Bundes an der Grundsicherung im Alter und bei Erwerbsminderung,632011113,6320111133750775,sechsdreizweinulleinseinseinseinsdreidreisiebenfünfnullsiebensiebenfünf  Beteiligung des Bundes an der Grundsicherung im Alter und bei Erwerbsminderung,Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,632011102.0
34,2849,11,12,68511,3534047002.1,Leistungen zur Eingliederung in Arbeit,685111112,6851111123534047,sechsachtfünfeinseinseinseinseinszweidreifünfdreiviernullviersieben  Leistungen zur Eingliederung in Arbeit,Leistungen zur Eingliederung in Arbeit,685111101.0
35,2862,11,13,63622,2953415604.63,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636221113,6362211132953416,sechsdreisechszweizweieinseinseinsdreizweineunfünfdreiviereinssechs  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636121102.0
37,4009,14,68,43353,2803949060.54,Versorgungsbezüge,433531468,4335314682803949,vierdreidreifünfdreieinsviersechsachtzweiachtnulldreineunvierneun  Versorgungsbezüge,Versorgungsbezüge,433531403.0
39,3575,12,22,89111,2750000000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111222,8911112222750000,achtneuneinseinseinseinszweizweizweizweisiebenfünfnullnullnullnull  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111202.0
40,3837,14,4,42801,2677401739.84,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011404,4280114042677402,vierzweiachtnulleinseinsviernullvierzweisechssiebensiebenviernullzwei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010719.0
41,3921,14,12,51802,2609851742.27,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021412,5180214122609852,fünfeinsachtnullzweieinsviereinszweizweisechsnullneunachtfünfzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021017.0
42,2255,10,1,63601,2195899125.72,Zuschüsse zur Alterssicherung der Landwirte,636011001,6360110012195899,sechsdreisechsnulleinseinsnullnulleinszweieinsneunfünfachtneunneun  Zuschüsse zur Alterssicherung der Landwirte,,
43,5004,30,3,68505,2170206517.0,Hochschulpakt 2020,685053003,6850530032170207,sechsachtfünfnullfünfdreinullnulldreizweieinssiebennullzweinullsieben  Hochschulpakt 2020,,
46,2852,11,13,23201,1687449658.01,Erstattungen für Aufwendungen aufgrund der Überführung von Zusatzversorgungssystemen in die Rentenversicherung,232011113,2320111131687450,zweidreizweinulleinseinseinseinsdreieinssechsachtsiebenvierfünfnull  Erstattungen für Aufwendungen aufgrund der Überführung von Zusatzversorgungssystemen in die Rentenversicherung,,
50,4908,23,2,86601,1434637396.91,Bilaterale Finanzielle Zusammenarbeit,866012302,8660123021434637,achtsechssechsnulleinszweidreinullzweieinsvierdreiviersechsdreisieben  Bilaterale Finanzielle Zusammenarbeit,Bilaterale Finanzielle Zusammenarbeit - Darlehen,866112301.0
51,3217,12,9,74132,1434462116.75,Erhaltung (Bundesautobahnen),741321209,7413212091434462,siebenviereinsdreizweieinszweinullneuneinsvierdreivierviersechszwei  Erhaltung (Bundesautobahnen),,
53,3499,12,18,88203,1335500000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,882031218,8820312181335500,achtachtzweinulldreieinszweieinsachteinsdreidreifünffünfnullnull  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,,
54,5082,32,5,57508,1326382354.52,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205,5750832051326382,fünfsiebenfünfnullachtdreizweinullfünfeinsdreizweisechsdreiachtzwei  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205.0
55,3907,14,9,55311,1293832848.4,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111409,5531114091293833,"fünffünfdreieinseinseinsviernullneuneinszweineundreiachtdreidrei  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111406.0
56,5111,60,1,4101,1285072070.0,Kernbrennstoffsteuer,41016001,0410160011285072,nullviereinsnulleinssechsnullnulleinseinszweiachtfünfnullsiebenzwei  Kernbrennstoffsteuer,,
57,2258,10,1,63604,1252574288.16,Zuschüsse zur Krankenversicherung der Landwirte,636041001,6360410011252574,sechsdreisechsnullviereinsnullnulleinseinszweifünfzweifünfsiebenvier  Zuschüsse zur Krankenversicherung der Landwirte,Zuschüsse zur Krankenversicherung der Landwirte,636041001.0
58,1801,8,13,42201,1244363594.43,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010813,4220108131244364,vierzweizweinulleinsnullachteinsdreieinszweiviervierdreisechsvier  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010912.0
60,4911,23,2,89603,1123317711.46,Bilaterale Technische Zusammenarbeit,896032302,8960323021123318,achtneunsechsnulldreizweidreinullzweieinseinszweidreidreieinsacht  Bilaterale Technische Zusammenarbeit,Bilaterale Technische Zusammenarbeit,896032301.0
61,2870,11,13,63685,1111422767.04,Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,636851113,6368511131111423,sechsdreisechsachtfünfeinseinseinsdreieinseinseinseinsvierzweidrei  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102.0
63,1944,9,3,68311,1082428487.82,"Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",683110903,6831109031082428,"sechsachtdreieinseinsnullneunnulldreieinsnullachtzweivierzweiacht  Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",,
64,2627,11,2,27202,1051865049.54,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,272021102,2720211021051865,zweisiebenzweinullzweieinseinsnullzweieinsnullfünfeinsachtsechsfünf  Einnahmen aus Zuschüssen des Europäischen Sozialfonds,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,272021106.0
68,3568,12,22,89101,1019108000.0,Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,891011222,8910112221019108,achtneuneinsnulleinseinszweizweizweieinsnulleinsneuneinsnullacht  Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen,891511210.0
69,3836,14,4,42201,1015919809.62,"Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten",422011404,4220114041015920,"vierzweizweinulleinseinsviernullviereinsnulleinsfünfneunzweinull  Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten","Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Beamtinnen und Beamten",422010715.0
73,2823,11,10,68101,832151733.81,Versorgungsbezüge für Beschädigte und Hinterbliebene,681011110,681011110832152,sechsachteinsnulleinseinseinseinsnullachtdreizweieinsfünfzwei  Versorgungsbezüge für Beschädigte und Hinterbliebene,,
77,4000,14,67,43257,724979723.6,Versorgungsbezüge,432571467,432571467724980,vierdreizweifünfsiebeneinsviersechssiebensiebenzweivierneunachtnull  Versorgungsbezüge,Versorgungsbezüge,432570451.0
78,4902,23,2,68752,716669700.76,Zahlungen an Einrichtungen der Weltbankgruppe,687522302,687522302716670,sechsachtsiebenfünfzweizweidreinullzweisiebeneinssechssechssiebennull  Zahlungen an Einrichtungen der Weltbankgruppe,Zahlungen an Einrichtungen der Weltbankgruppe,687012304.0
79,1742,8,11,43257,706326917.94,Versorgungsbezüge,432570811,432570811706327,vierdreizweifünfsiebennullachteinseinssiebennullsechsdreizweisieben  Versorgungsbezüge,Versorgungsbezüge,432570611.0
80,4010,14,68,43354,702393659.79,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541468,433541468702394,"vierdreidreifünfviereinsviersechsachtsiebennullzweidreineunvier  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403.0
81,5079,32,5,57505,700278564.74,Zinsen für Bundesschatzanweisungen,575053205,575053205700279,fünfsiebenfünfnullfünfdreizweinullfünfsiebennullnullzweisiebenneun  Zinsen für Bundesschatzanweisungen,Zinsen für Bundesschatzanweisungen,575053205.0
82,4996,30,2,88260,695300000.0,Kompensationsmittel für die Abschaffung der GA Hochschulbau,882603002,882603002695300,achtachtzweisechsnulldreinullnullzweisechsneunfünfdreinullnull  Kompensationsmittel für die Abschaffung der GA Hochschulbau,,
83,594,5,2,68760,680189000.0,Beitrag an die Vereinten Nationen,687600502,687600502680189,sechsachtsiebensechsnullnullfünfnullzweisechsachtnulleinsachtneun  Beitrag an die Vereinten Nationen,Beitrag an die Vereinten Nationen,687100501.0
84,3596,12,25,66107,664404469.28,"Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung",661071225,661071225664404,"sechssechseinsnullsiebeneinszweizweifünfsechssechsvierviernullvier  Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung",,
85,5124,60,2,12104,663771852.51,Anteil des Bundes am Reingewinn der Deutschen Bund,121046002,121046002663772,einszweieinsnullviersechsnullnullzweisechssechsdreisiebensiebenzwei  Anteil des Bundes am Reingewinn der Deutschen Bund,,
86,4910,23,2,89602,663150000.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé  und Cotonou)",896022302,896022302663150,"achtneunsechsnullzweizweidreinullzweisechssechsdreieinsfünfnull  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé  und Cotonou)","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303.0
87,3884,14,7,53256,654899998.83,Ausgaben für Aufträge und Dienstleistungen,532561407,532561407654900,fünfdreizweifünfsechseinsviernullsiebensechsfünfvierneunnullnull  Ausgaben für Aufträge und Dienstleistungen,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010614.0
90,1920,9,1,89631,645040000.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901,896310901645040,achtneunsechsdreieinsnullneunnulleinssechsvierfünfnullviernull  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901.0
91,3949,14,16,55412,619217924.61,"Beschaffung von Schiffen, Betriebswasserfahrzeugen Booten, schwimmendem und sonstigem Marinegerät",554121416,554121416619218,"fünffünfviereinszweieinsviereinssechssechseinsneunzweieinsacht  Beschaffung von Schiffen, Betriebswasserfahrzeugen Booten, schwimmendem und sonstigem Marinegerät","Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",554121405.0
92,5152,60,2,68702,599000000.0,Zahlung an die Hellenische Republik,687026002,687026002599000,sechsachtsiebennullzweisechsnullnullzweifünfneunneunnullnullnull  Zahlung an die Hellenische Republik,,
94,3955,14,16,55418,588028506.33,Beschaffung des Großraumtransportflugzeuges A400M,554181416,554181416588029,fünffünfviereinsachteinsviereinssechsfünfachtachtnullzweineun  Beschaffung des Großraumtransportflugzeuges A400M,Beschaffung des Großraumtransportflugzeuges A400M,554181405.0
96,4881,23,2,18601,565434450.24,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,186012302,186012302565434,einsachtsechsnulleinszweidreinullzweifünfsechsfünfvierdreivier  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen,166012301.0
97,3257,12,10,74142,544088481.28,Erhaltung (Bundesstraßen),741421210,741421210544088,siebenviereinsvierzweieinszweieinsnullfünfvierviernullachtacht  Erhaltung (Bundesstraßen),Erhaltung (Bundesstraßen),741421201.0
98,3246,12,10,52111,537704576.88,Betriebsdienst (Bundesautobahnen),521111210,521111210537705,fünfzweieinseinseinseinszweieinsnullfünfdreisiebensiebennullfünf  Betriebsdienst (Bundesautobahnen),,
100,3607,12,25,88202,518200000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,882021225,882021225518200,achtachtzweinullzweieinszweizweifünffünfeinsachtzweinullnull  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,,
101,3198,12,9,53201,516834296.84,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private,532011209,532011209516834,fünfdreizweinulleinseinszweinullneunfünfeinssechsachtdreivier  Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private,,
102,1898,9,1,68301,508173342.9,"Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)",683010901,683010901508173,"sechsachtdreinulleinsnullneunnulleinsfünfnullachteinssiebendrei  Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)","Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)",683010901.0
105,299,4,4,54101,496375168.75,Zuschuss an den Bundesnachrichtendienst,541010404,541010404496375,fünfviereinsnulleinsnullviernullviervierneunsechsdreisiebenfünf  Zuschuss an den Bundesnachrichtendienst,Zuschuss an den Bundesnachrichtendienst,541010414.0
106,4013,14,68,44653,496273617.84,Beihilfen aufgrund der Beihilfevorschriften,446531468,446531468496274,vierviersechsfünfdreieinsviersechsachtvierneunsechszweisiebenvier  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446572311.0
107,2964,12,2,79102,495666462.71,Infrastrukturbeschleunigungsprogramm II,791021202,791021202495666,siebenneuneinsnullzweieinszweinullzweivierneunfünfsechssechssechs  Infrastrukturbeschleunigungsprogramm II,,
108,3214,12,9,74111,494455058.09,Bedarfsplanmaßnahmen (Bundesautobahnen),741111209,741111209494455,siebenviereinseinseinseinszweinullneunvierneunviervierfünffünf  Bedarfsplanmaßnahmen (Bundesautobahnen),,
109,3593,12,25,63201,492459526.4,Wohngeld nach dem Wohngeldgesetz,632011225,632011225492460,sechsdreizweinulleinseinszweizweifünfvierneunzweiviersechsnull  Wohngeld nach dem Wohngeldgesetz,,
111,3583,12,25,17212,465400017.56,Tilgungsbeträge von Ländern,172121225,172121225465400,einssiebenzweieinszweieinszweizweifünfviersechsfünfviernullnull  Tilgungsbeträge von Ländern,Tilgungsbeträge von Ländern,172122501.0
112,3950,14,16,55413,459267995.24,"Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",554131416,554131416459268,"fünffünfviereinsdreieinsviereinssechsvierfünfneunzweisechsacht  Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",554131405.0
113,3218,12,9,74142,450299429.95,Erhaltung (Bundesstraßen),741421209,741421209450299,siebenviereinsvierzweieinszweinullneunvierfünfnullzweineunneun  Erhaltung (Bundesstraßen),,
114,3247,12,10,52121,443046312.61,Betriebsdienst (Bundesstraßen),521211210,521211210443046,fünfzweieinszweieinseinszweieinsnullviervierdreinullviersechs  Betriebsdienst (Bundesstraßen),Betriebsdienst (Bundesstraßen),521211201.0
115,3803,14,3,54781,436758620.05,Nicht aufteilbare sächliche Verwaltungsausgaben,547811403,547811403436759,fünfviersiebenachteinseinsviernulldreivierdreisechssiebenfünfneun  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547811513.0
117,3958,14,20,55101,423303392.2,Wehrtechnische Forschung und Technologie,551011420,551011420423303,fünffünfeinsnulleinseinsvierzweinullvierzweidreidreinulldrei  Wehrtechnische Forschung und Technologie,Wehrtechnische Forschung und Technologie,551011404.0
119,3003,12,3,42811,415382995.87,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428111203,428111203415383,vierzweiachteinseinseinszweinulldreiviereinsfünfdreiachtdrei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428111513.0
120,1696,8,1,69931,406332911.19,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801,699310801406333,sechsneunneundreieinsnullachtnulleinsviernullsechsdreidreidrei  Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801.0
121,3022,12,3,78012,405707322.99,"Um-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780121203,780121203405707,"siebenachtnulleinszweieinszweinulldreiviernullfünfsiebennullsieben  Um-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen","Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203.0
124,5003,30,3,68504,362875000.0,Exzellenzinitiative Spitzenförderung von Hochschulen,685043003,685043003362875,sechsachtfünfnullvierdreinullnulldreidreisechszweiachtsiebenfünf  Exzellenzinitiative Spitzenförderung von Hochschulen,,
125,3611,12,25,89301,357483634.52,Prämien nach dem Wohnungsbau-Prämiengesetz,893011225,893011225357484,achtneundreinulleinseinszweizweifünfdreifünfsiebenvierachtvier  Prämien nach dem Wohnungsbau-Prämiengesetz,Prämien nach dem Wohnungsbau-Prämiengesetz,893012501.0
126,4723,17,10,68113,352038702.7,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131710,681131710352039,sechsachteinseinsdreieinssiebeneinsnulldreifünfzweinulldreineun  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701.0
127,3562,12,22,63601,350420000.0,Zuschuss des Bundes an die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeit der ehem. Deutschen Bundesbahn,636011222,636011222350420,sechsdreisechsnulleinseinszweizweizweidreifünfnullvierzweinull  Zuschuss des Bundes an die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeit der ehem. Deutschen Bundesbahn,Zuschuss für die Deutsche Rentenversicherung Knappschaft-Bahn-See (KBS) für Rentenleistungen (Renten-Zusatzversicherung) an ehemalige Mitarbeiter/innen der ehem. Deutschen Bundesbahn,634051216.0
128,3933,14,12,55811,349913473.61,"Große Neu-, Um- und Erweiterungsbauten",558111412,558111412349913,"fünffünfachteinseinseinsviereinszweidreivierneunneuneinsdrei  Große Neu-, Um- und Erweiterungsbauten",,
132,598,5,2,68772,335161092.36,Für humanitäre Hilfsmaßnahmen im Ausland,687720502,687720502335161,sechsachtsiebensiebenzweinullfünfnullzweidreidreifünfeinssechseins  Für humanitäre Hilfsmaßnahmen im Ausland,Humanitäre Hilfsmaßnahmen im Ausland,687320501.0
133,1622,7,10,11101,332933795.2,"Gebühren, sonstige Entgelte",111010710,111010710332934,"einseinseinsnulleinsnullsiebeneinsnulldreidreizweineundreivier  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111011113.0
134,5089,32,8,87201,329796777.73,"Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",872013208,872013208329797,"achtsiebenzweinulleinsdreizweinullachtdreizweineunsiebenneunsieben  Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden","Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",876013208.0
135,3945,14,16,55407,327323601.75,Beschaffung von Kampffahrzeugen,554071416,554071416327324,fünffünfviernullsiebeneinsviereinssechsdreizweisiebendreizweivier  Beschaffung von Kampffahrzeugen,Beschaffung von Kampffahrzeugen,554071405.0
