,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,2023 id,id_nlp_help,id_nlp,2023 Zweck,id
20,2594,11,2,63201,9835967002.01,Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,632011102,6320111029835967,sechsdreizweinulleinseinseinsnullzweineunachtdreifünfneunsechssieben  Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,632011102.0
24,5150,32,5,57508,8158238812.72,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205,5750832058158239,fünfsiebenfünfnullachtdreizweinullfünfachteinsfünfachtzweidreineun  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205.0
25,4425,17,1,68102,7443913915.69,Elterngeld,681021701,6810217017443914,sechsachteinsnullzweieinssiebennulleinssiebenviervierdreineuneinsvier  Elterngeld,Elterngeld,681021701.0
26,2886,12,1,11122,7409238614.64,Einnahmen aus der streckenbezogenen Maut,111221201,1112212017409239,einseinseinszweizweieinszweinulleinssiebenviernullneunzweidreineun  Einnahmen aus der streckenbezogenen Maut,Einnahmen aus der streckenbezogenen Maut,111221201.0
28,2588,11,1,63613,6318377623.75,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,636131101,6361311016318378,sechsdreisechseinsdreieinseinsnulleinssechsdreieinsachtdreisiebenacht  Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,636131101.0
29,5232,60,2,86622,6300000000.0,Darlehen an den Resilience and Sustainability Trust (RST) des IWF,866226002,8662260026300000,achtsechssechszweizweisechsnullnullzweisechsdreinullnullnullnullnull  Darlehen an den Resilience and Sustainability Trust (RST) des IWF,Darlehen an den Resilience and Sustainability Trust (RST) des IWF,866226002.0
30,2923,12,1,89111,5943542745.86,"Investitionen der ""Die Autobahn GmbH des Bundes""",891111201,8911112015943543,"achtneuneinseinseinseinszweinulleinsfünfneunvierdreifünfvierdrei  Investitionen der ""Die Autobahn GmbH des Bundes""","Investitionen der ""Die Autobahn GmbH des Bundes""",891111201.0
31,5220,60,2,68703,5423545805.07,"Ertüchtigung von Partnerstaaten im Bereich Sicherheit, Verteidigung und Stabilisierung",687036002,6870360025423546,"sechsachtsiebennulldreisechsnullnullzweifünfvierzweidreifünfviersechs  Ertüchtigung von Partnerstaaten im Bereich Sicherheit, Verteidigung und Stabilisierung","Ertüchtigung von Partnerstaaten im Bereich Sicherheit, Verteidigung und Stabilisierung",687036002.0
32,2972,12,2,89111,5364604000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111202,8911112025364604,achtneuneinseinseinseinszweinullzweifünfdreisechsviersechsnullvier  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111202.0
33,3270,12,16,63401,5218166000.0,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,634011216,6340112165218166,sechsdreiviernulleinseinszweieinssechsfünfzweieinsachteinssechssechs  Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,634011216.0
34,2604,11,2,63616,4948454325.56,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,636161102,6361611024948454,sechsdreisechseinssechseinseinsnullzweivierneunvierachtvierfünfvier  Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,636161102.0
35,5198,60,2,27202,3995861430.0,Einnahmen aus Zuschüssen der Recovery and Resilience Facility (RRF) der Europäischen Union,272026002,2720260023995861,zweisiebenzweinullzweisechsnullnullzweidreineunneunfünfachtsechseins  Einnahmen aus Zuschüssen der Recovery and Resilience Facility (RRF) der Europäischen Union,Einnahmen aus Zuschüssen der Recovery and Resilience Facility (RRF) der Europäischen Union,272026002.0
37,2590,11,1,68511,3814147386.72,Leistungen zur Eingliederung in Arbeit,685111101,6851111013814147,sechsachtfünfeinseinseinseinsnulleinsdreiachteinsviereinsviersieben  Leistungen zur Eingliederung in Arbeit,Leistungen zur Eingliederung in Arbeit,685111101.0
39,3629,14,3,43353,3545180230.18,Versorgungsbezüge,433531403,4335314033545180,vierdreidreifünfdreieinsviernulldreidreifünfvierfünfeinsachtnull  Versorgungsbezüge,Versorgungsbezüge,433531403.0
40,2602,11,2,63612,3542804000.0,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636121102,6361211023542804,sechsdreisechseinszweieinseinsnullzweidreifünfvierzweiachtnullvier  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636121102.0
42,3704,14,6,55311,2952729182.95,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111406,5531114062952729,"fünffünfdreieinseinseinsviernullsechszweineunfünfzweisiebenzweineun  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111406.0
43,3744,14,8,51802,2846770269.25,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021408,5180214082846770,fünfeinsachtnullzweieinsviernullachtzweiachtviersechssiebensiebennull  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021408.0
45,531,5,1,68732,2685092753.12,Humanitäre Hilfsmaßnahmen im Ausland,687320501,6873205012685093,sechsachtsiebendreizweinullfünfnulleinszweisechsachtfünfnullneundrei  Humanitäre Hilfsmaßnahmen im Ausland,Humanitäre Hilfsmaßnahmen im Ausland,687320501.0
49,2240,10,1,63601,2406144953.24,Zuschüsse zur Alterssicherung der Landwirte,636011001,6360110012406145,sechsdreisechsnulleinseinsnullnulleinszweiviernullsechseinsvierfünf  Zuschüsse zur Alterssicherung der Landwirte,Zuschüsse zur Alterssicherung der Landwirte,636011001.0
50,4840,25,1,63201,2363962259.37,Wohngeld nach dem Wohngeldgesetz,632012501,6320125012363962,sechsdreizweinulleinszweifünfnulleinszweidreisechsdreineunsechszwei  Wohngeld nach dem Wohngeldgesetz,Wohngeld nach dem Wohngeldgesetz,632012501.0
51,3846,14,13,42801,2354934802.39,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011413,4280114132354935,vierzweiachtnulleinseinsviereinsdreizweidreifünfvierneundreifünf  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011413.0
53,2907,12,1,68212,2299803163.97,"Ausgaben der ""Die Autobahn GmbH des Bundes"" für Betrieb, Planungsleistungen und Verwaltung",682121201,6821212012299803,"sechsachtzweieinszweieinszweinulleinszweizweineunneunachtnulldrei  Ausgaben der ""Die Autobahn GmbH des Bundes"" für Betrieb, Planungsleistungen und Verwaltung","Ausgaben der ""Die Autobahn GmbH des Bundes"" für Betrieb, Planungsleistungen und Verwaltung",682121201.0
58,3873,15,1,63608,2000000000.0,Ergänzender Bundeszuschuss an den Gesundheitsfonds,636081501,6360815012000000,sechsdreisechsnullachteinsfünfnulleinszweinullnullnullnullnullnull  Ergänzender Bundeszuschuss an den Gesundheitsfonds,Ergänzender Bundeszuschuss an den Gesundheitsfonds,636081501.0
60,5013,30,3,63205,1936400000.0,Zukunftsvertrag Studium und Lehre stärken,632053003,6320530031936400,sechsdreizweinullfünfdreinullnulldreieinsneundreisechsviernullnull  Zukunftsvertrag Studium und Lehre stärken,Zukunftsvertrag Studium und Lehre stärken,632053003.0
61,1751,8,13,42201,1925551706.27,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010813,4220108131925552,vierzweizweinulleinsnullachteinsdreieinsneunzweifünffünffünfzwei  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010813.0
62,4746,23,1,89611,1910289526.52,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,896112301,8961123011910290,achtneunsechseinseinszweidreinulleinseinsneuneinsnullzweineunnull  Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,896112301.0
63,2962,12,2,89101,1902000000.0,Baukostenzuschüsse für Investitionen des Bedarfsplans Schiene,891011202,8910112021902000,achtneuneinsnulleinseinszweinullzweieinsneunnullzweinullnullnull  Baukostenzuschüsse für Investitionen des Bedarfsplans Schiene,Baukostenzuschüsse für Investitionen des Bedarfsplans Schiene,891011202.0
64,4743,23,1,89603,1876017320.04,Bilaterale Technische Zusammenarbeit,896032301,8960323011876017,achtneunsechsnulldreizweidreinulleinseinsachtsiebensechsnulleinssieben  Bilaterale Technische Zusammenarbeit,Bilaterale Technische Zusammenarbeit,896032301.0
65,4432,17,1,68113,1864338116.22,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701,6811317011864338,sechsachteinseinsdreieinssiebennulleinseinsachtsechsvierdreidreiacht  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701.0
68,3834,14,13,53201,1627952000.0,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011413,5320114131627952,fünfdreizweinulleinseinsviereinsdreieinssechszweisiebenneunfünfzwei  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011413.0
70,3842,14,13,42201,1549255391.98,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011413,4220114131549255,vierzweizweinulleinseinsviereinsdreieinsfünfvierneunzweifünffünf  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011413.0
71,2912,12,1,74142,1506710539.02,Erhaltung (Bundesstraßen),741421201,7414212011506711,siebenviereinsvierzweieinszweinulleinseinsfünfnullsechssiebeneinseins  Erhaltung (Bundesstraßen),Erhaltung (Bundesstraßen),741421201.0
73,3871,15,1,63603,1498111341.8,Leistungen des Bundes an den Gesundheitsfonds für SARS-CoV-2-Pandemie verursachte Belastungen,636031501,6360315011498111,sechsdreisechsnulldreieinsfünfnulleinseinsvierneunachteinseinseins  Leistungen des Bundes an den Gesundheitsfonds für SARS-CoV-2-Pandemie verursachte Belastungen,Leistungen des Bundes an den Gesundheitsfonds für SARS-CoV-2-Pandemie verursachte Belastungen,636031501.0
75,2243,10,1,63604,1467666000.0,Zuschüsse zur Krankenversicherung der Landwirte,636041001,6360410011467666,sechsdreisechsnullviereinsnullnulleinseinsviersechssiebensechssechssechs  Zuschüsse zur Krankenversicherung der Landwirte,Zuschüsse zur Krankenversicherung der Landwirte,636041001.0
76,2610,11,2,63685,1433032523.41,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102,6368511021433033,"sechsdreisechsachtfünfeinseinsnullzweieinsvierdreidreinulldreidrei  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen","Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102.0
77,3739,14,8,51701,1391376017.92,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517011408,5170114081391376,"fünfeinssiebennulleinseinsviernullachteinsdreineuneinsdreisiebensechs  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011408.0
78,5211,60,2,63401,1364520003.84,"Zuweisung an das Sondervermögen ""Aufbauhilfe 2021""",634016002,6340160021364520,"sechsdreiviernulleinssechsnullnullzweieinsdreisechsvierfünfzweinull  Zuweisung an das Sondervermögen ""Aufbauhilfe 2021""","Zuweisung an das Sondervermögen ""Aufbauhilfe 2021""",634016002.0
79,5156,32,8,11103,1347980366.87,Entgelte und sonstige Einnahmen aus Gewährleistungsmaßnahmen aus dem Ausland,111033208,1110332081347980,einseinseinsnulldreidreizweinullachteinsdreiviersiebenneunachtnull  Entgelte und sonstige Einnahmen aus Gewährleistungsmaßnahmen aus dem Ausland,Entgelte und sonstige Einnahmen aus Gewährleistungsmaßnahmen aus dem Ausland,111033208.0
80,1642,8,1,69931,1342278957.22,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801,6993108011342279,sechsneunneundreieinsnullachtnulleinseinsdreivierzweizweisiebenneun  Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801.0
82,3690,14,5,55417,1328620000.0,Beschaffung des Waffensystems Eurofighter,554171405,5541714051328620,fünffünfviereinssiebeneinsviernullfünfeinsdreizweiachtsechszweinull  Beschaffung des Waffensystems Eurofighter,Beschaffung des Waffensystems Eurofighter,554171405.0
83,4741,23,1,68706,1238593645.24,"Krisenbewältigung und Wiederaufbau, Infrastruktur",687062301,6870623011238594,"sechsachtsiebennullsechszweidreinulleinseinszweidreiachtfünfneunvier  Krisenbewältigung und Wiederaufbau, Infrastruktur","Krisenbewältigung und Wiederaufbau, Infrastruktur",687062301.0
84,5160,32,8,87601,1227718819.47,"Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",876013208,8760132081227719,"achtsiebensechsnulleinsdreizweinullachteinszweizweisiebensiebeneinsneun  Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden","Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",876013208.0
85,3897,15,3,68407,1189864414.21,Zuschüsse zur zentralen Beschaffung von Impfstoffen gegen SARS-CoV-2,684071503,6840715031189864,sechsachtviernullsiebeneinsfünfnulldreieinseinsachtneunachtsechsvier  Zuschüsse zur zentralen Beschaffung von Impfstoffen gegen SARS-CoV-2,Zuschüsse zur zentralen Beschaffung von Impfstoffen gegen SARS-CoV-2,684071503.0
86,4850,25,1,88206,1182077432.87,Sozialer Wohnungsbau,882062501,8820625011182077,achtachtzweinullsechszweifünfnulleinseinseinsachtzweinullsiebensieben  Sozialer Wohnungsbau,Sozialer Wohnungsbau,882062501.0
87,2961,12,2,83101,1125000000.0,Erhöhung des Eigenkapitals der Deutschen Bahn AG,831011202,8310112021125000,achtdreieinsnulleinseinszweinullzweieinseinszweifünfnullnullnull  Erhöhung des Eigenkapitals der Deutschen Bahn AG,Erhöhung des Eigenkapitals der Deutschen Bahn AG,831011202.0
89,4424,17,1,63207,1074553082.89,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701,6320717011074553,sechsdreizweinullsiebeneinssiebennulleinseinsnullsiebenvierfünffünfdrei  Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701.0
91,1891,9,3,89302,1019651475.63,"Finanzierungen für Investitionen sowie Ausgaben für den Betrieb von Schwimmenden Speicher- und Regasifizierungseinheiten (Floating Storage and Regasification Units, FSRU)",893020903,8930209031019651,"achtneundreinullzweinullneunnulldreieinsnulleinsneunsechsfünfeins  Finanzierungen für Investitionen sowie Ausgaben für den Betrieb von Schwimmenden Speicher- und Regasifizierungseinheiten (Floating Storage and Regasification Units, FSRU)","Finanzierungen für Investitionen sowie Ausgaben für den Betrieb von Schwimmenden Speicher- und Regasifizierungseinheiten (Floating Storage and Regasification Units, FSRU)",893020903.0
93,3874,15,1,85601,1000000000.0,Überjähriges Darlehen an den Gesundheitsfonds,856011501,8560115011000000,achtfünfsechsnulleinseinsfünfnulleinseinsnullnullnullnullnullnull  Überjähriges Darlehen an den Gesundheitsfonds,Überjähriges Darlehen an den Gesundheitsfonds,856011501.0
94,3878,15,2,63603,1000000000.0,Pauschale Beteiligung des Bundes an den Aufwendungen der sozialen Pflegeversicherung,636031502,6360315021000000,sechsdreisechsnulldreieinsfünfnullzweieinsnullnullnullnullnullnull  Pauschale Beteiligung des Bundes an den Aufwendungen der sozialen Pflegeversicherung,Pauschale Beteiligung des Bundes an den Aufwendungen der sozialen Pflegeversicherung,636031502.0
95,854,6,3,68412,967597188.13,Durchführung von Integrationskursen nach der Integrationskursverordnung,684120603,684120603967597,sechsachtviereinszweinullsechsnulldreineunsechssiebenfünfneunsieben  Durchführung von Integrationskursen nach der Integrationskursverordnung,Durchführung von Integrationskursen nach der Integrationskursverordnung,684120603.0
97,284,4,14,54101,945405669.1,Zuschuss an den Bundesnachrichtendienst,541010414,541010414945406,fünfviereinsnulleinsnullviereinsvierneunvierfünfviernullsechs  Zuschuss an den Bundesnachrichtendienst,Zuschuss an den Bundesnachrichtendienst,541010414.0
98,4769,23,4,68701,943233510.14,Zahlungen an Einrichtungen der Weltbankgruppe,687012304,687012304943234,sechsachtsiebennulleinszweidreinullvierneunvierdreizweidreivier  Zahlungen an Einrichtungen der Weltbankgruppe,Zahlungen an Einrichtungen der Weltbankgruppe,687012304.0
99,3791,14,11,43257,926810528.88,Versorgungsbezüge,432571411,432571411926811,vierdreizweifünfsiebeneinsviereinseinsneunzweisechsachteinseins  Versorgungsbezüge,Versorgungsbezüge,432571411.0
101,1858,9,1,89631,902102165.97,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901,896310901902102,achtneunsechsdreieinsnullneunnulleinsneunnullzweieinsnullzwei  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901.0
103,1690,8,11,43257,896466440.23,Versorgungsbezüge,432570811,432570811896466,vierdreizweifünfsiebennullachteinseinsachtneunsechsviersechssechs  Versorgungsbezüge,Versorgungsbezüge,432570811.0
105,3766,14,10,11999,878932996.44,Vermischte Einnahmen,119991410,119991410878933,einseinsneunneunneuneinsviereinsnullachtsiebenachtneundreidrei  Vermischte Einnahmen,Vermischte Einnahmen,119991410.0
107,3684,14,5,55408,845214121.68,Beschaffung von Munition,554081405,554081405845214,fünffünfviernullachteinsviernullfünfachtvierfünfzweieinsvier  Beschaffung von Munition,Beschaffung von Munition,554081405.0
108,4767,23,3,89609,835310000.0,"Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",896092303,896092303835310,"achtneunsechsnullneunzweidreinulldreiachtdreifünfdreieinsnull  Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz","Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",896092303.0
109,3630,14,3,43354,826707370.87,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403,433541403826707,"vierdreidreifünfviereinsviernulldreiachtzweisechssiebennullsieben  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403.0
110,894,6,11,43257,798839968.14,Versorgungsbezüge,432570611,432570611798840,vierdreizweifünfsiebennullsechseinseinssiebenneunachtachtviernull  Versorgungsbezüge,Versorgungsbezüge,432570611.0
111,4876,25,2,88211,787302978.68,Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),882112502,882112502787303,achtachtzweieinseinszweifünfnullzweisiebenachtsiebendreinulldrei  Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),882112502.0
112,3703,14,6,55310,778124396.47,"Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",553101406,553101406778124,"fünffünfdreieinsnulleinsviernullsechssiebensiebenachteinszweivier  Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät","Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",553101406.0
113,3634,14,3,44653,775609167.69,Beihilfen aufgrund der Beihilfevorschriften,446531403,446531403775609,vierviersechsfünfdreieinsviernulldreisiebensiebenfünfsechsnullneun  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446531403.0
114,4855,25,1,89305,772788156.42,Zuschüsse zum Wohneigentumserwerb (Baukindergeld),893052501,893052501772788,achtneundreinullfünfzweifünfnulleinssiebensiebenzweisiebenachtacht  Zuschüsse zum Wohneigentumserwerb (Baukindergeld),Zuschüsse zum Wohneigentumserwerb (Baukindergeld),893052501.0
115,3691,14,5,55418,735317000.0,Beschaffung des Großraumtransportflugzeuges A400M,554181405,554181405735317,fünffünfviereinsachteinsviernullfünfsiebendreifünfdreieinssieben  Beschaffung des Großraumtransportflugzeuges A400M,Beschaffung des Großraumtransportflugzeuges A400M,554181405.0
116,5007,30,2,68180,733590668.6,AFBG - Zuschüsse an Teilnehmerinnen und Teilnehmer an beruflichen Aufstiegsmaßnahmen,681803002,681803002733591,sechsachteinsachtnulldreinullnullzweisiebendreidreifünfneuneins  AFBG - Zuschüsse an Teilnehmerinnen und Teilnehmer an beruflichen Aufstiegsmaßnahmen,AFBG - Zuschüsse an Teilnehmerinnen und Teilnehmer an beruflichen Aufstiegsmaßnahmen,681803002.0
118,4213,16,3,89101,728698924.01,Endlagerung und Standortauswahlverfahren,891011603,891011603728699,achtneuneinsnulleinseinssechsnulldreisiebenzweiachtsechsneunneun  Endlagerung und Standortauswahlverfahren,Endlagerung und Standortauswahlverfahren,891011603.0
119,1855,9,1,68531,726045000.0,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,685310901,685310901726045,sechsachtfünfdreieinsnullneunnulleinssiebenzweisechsnullvierfünf  Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,685310901.0
120,1909,9,3,89641,699029469.77,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,896410903,896410903699029,achtneunsechsviereinsnullneunnulldreisechsneunneunnullzweineun  Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,896410903.0
121,2910,12,1,74122,697132709.99,Bedarfsplanmaßnahmen (Bundesstraßen),741221201,741221201697133,siebenviereinszweizweieinszweinulleinssechsneunsiebeneinsdreidrei  Bedarfsplanmaßnahmen (Bundesstraßen),Bedarfsplanmaßnahmen (Bundesstraßen),741221201.0
122,3354,12,18,42801,682821388.06,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011218,428011218682821,vierzweiachtnulleinseinszweieinsachtsechsachtzweiachtzweieins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011218.0
