,index,Epl.,Kap.,Tit.,Ist 2020,Zweckbestimmung,2020 id,id_nlp_help,id_nlp,2020 Zweck,id
32,2612,11,1,63613,5811953101.43,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,636131101,6361311015811953,sechsdreisechseinsdreieinseinsnulleinsfünfachteinseinsneunfünfdrei  Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,636131101.0
33,3024,12,2,89111,5292500000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111202,8911112025292500,achtneuneinseinseinseinszweinullzweifünfzweineunzweifünfnullnull  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111202.0
34,2627,11,2,63616,5223284943.16,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,636161102,6361611025223285,sechsdreisechseinssechseinseinsnullzweifünfzweizweidreizweiachtfünf  Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,636161102.0
35,3315,12,16,63401,5163735000.0,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,634011216,6340112165163735,sechsdreiviernulleinseinszweieinssechsfünfeinssechsdreisiebendreifünf  Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,634011216.0
36,2614,11,1,68511,3998445237.01,Leistungen zur Eingliederung in Arbeit,685111101,6851111013998445,sechsachtfünfeinseinseinseinsnulleinsdreineunneunachtviervierfünf  Leistungen zur Eingliederung in Arbeit,Leistungen zur Eingliederung in Arbeit,685111101.0
37,4983,60,2,68302,3724003507.71,Corona-Überbrückungshilfe für kleine und mittelständische Unternehmen,683026002,6830260023724004,sechsachtdreinullzweisechsnullnullzweidreisiebenzweiviernullnullvier  Corona-Überbrückungshilfe für kleine und mittelständische Unternehmen,,
38,3896,15,1,63603,3537947516.34,Leistungen des Bundes an den Gesundheitsfonds für SARS-CoV-2-Pandemie verursachte Belastungen,636031501,6360315013537948,sechsdreisechsnulldreieinsfünfnulleinsdreifünfdreisiebenneunvieracht  Leistungen des Bundes an den Gesundheitsfonds für SARS-CoV-2-Pandemie verursachte Belastungen,Leistungen des Bundes an den Gesundheitsfonds für SARS-CoV-2-Pandemie verursachte Belastungen,636031501.0
39,2625,11,2,63612,3477070763.82,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636121102,6361211023477071,sechsdreisechseinszweieinseinsnullzweidreiviersiebensiebennullsiebeneins  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636121102.0
40,3659,14,3,43353,3344489135.02,Versorgungsbezüge,433531403,4335314033344489,vierdreidreifünfdreieinsviernulldreidreidreivierviervierachtneun  Versorgungsbezüge,Versorgungsbezüge,433531403.0
42,2951,12,1,74132,2846321015.79,Erhaltung (Bundesautobahnen),741321201,7413212012846321,siebenviereinsdreizweieinszweinulleinszweiachtviersechsdreizweieins  Erhaltung (Bundesautobahnen),,
45,3775,14,8,51802,2623375554.22,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021408,5180214082623376,fünfeinsachtnullzweieinsviernullachtzweisechszweidreidreisiebensechs  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518023012.0
46,4966,60,2,12104,2500000000.0,Anteil des Bundes am Reingewinn der Deutschen Bundesbank,121046002,1210460022500000,einszweieinsnullviersechsnullnullzweizweifünfnullnullnullnullnull  Anteil des Bundes am Reingewinn der Deutschen Bundesbank,,
47,3870,14,13,42801,2376923572.78,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011413,4280114132376924,vierzweiachtnulleinseinsviereinsdreizweidreisiebensechsneunzweivier  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011413.0
49,2279,10,1,63601,2334713537.85,Zuschüsse zur Alterssicherung der Landwirte,636011001,6360110012334714,sechsdreisechsnulleinseinsnullnulleinszweidreidreiviersiebeneinsvier  Zuschüsse zur Alterssicherung der Landwirte,Zuschüsse zur Alterssicherung der Landwirte,636011001.0
50,3735,14,6,55311,2301170981.33,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111406,5531114062301171,"fünffünfdreieinseinseinsviernullsechszweidreinulleinseinssiebeneins  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111406.0
53,516,5,1,68732,2089167429.95,Humanitäre Hilfsmaßnahmen im Ausland,687320501,6873205012089167,sechsachtsiebendreizweinullfünfnulleinszweinullachtneuneinssechssieben  Humanitäre Hilfsmaßnahmen im Ausland,Humanitäre Hilfsmaßnahmen im Ausland,687320501.0
55,4687,23,1,89611,1955585000.0,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,896112301,8961123011955585,achtneunsechseinseinszweidreinulleinseinsneunfünffünffünfachtfünf  Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,896112301.0
56,1953,9,3,68311,1924039906.79,"Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",683110903,6831109031924040,"sechsachtdreieinseinsnullneunnulldreieinsneunzweiviernullviernull  Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",,
58,3901,15,2,63602,1800000000.0,Leistungen des Bundes an den Ausgleichsfonds der Pflegeversicherung für SARS-CoV-2-Pandemie verursachte Belastungen,636021502,6360215021800000,sechsdreisechsnullzweieinsfünfnullzweieinsachtnullnullnullnullnull  Leistungen des Bundes an den Ausgleichsfonds der Pflegeversicherung für SARS-CoV-2-Pandemie verursachte Belastungen,,
59,4795,30,3,63205,1736384238.0,Hochschulpakt 2020 - Erste Säule,632053003,6320530031736384,sechsdreizweinullfünfdreinullnulldreieinssiebendreisechsdreiachtvier  Hochschulpakt 2020 - Erste Säule,,
60,4994,60,2,88402,1722185000.0,"Zuweisung an das Sondervermögen ""Digitale Infrastruktur""",884026002,8840260021722185,"achtachtviernullzweisechsnullnullzweieinssiebenzweizweieinsachtfünf  Zuweisung an das Sondervermögen ""Digitale Infrastruktur""","Zuweisung an das Sondervermögen ""Digitale Infrastruktur""",614036002.0
61,1822,8,13,42201,1640767048.11,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010813,4220108131640767,vierzweizweinulleinsnullachteinsdreieinssechsviernullsiebensechssieben  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011112.0
63,4684,23,1,89603,1526998818.28,Bilaterale Technische Zusammenarbeit,896032301,8960323011526999,achtneunsechsnulldreizweidreinulleinseinsfünfzweisechsneunneunneun  Bilaterale Technische Zusammenarbeit,Bilaterale Technische Zusammenarbeit,896032301.0
64,4434,17,2,88406,1500000000.0,"Zuweisung aus dem Konjunktur- und Krisenbewältigungspaket an das Sondervermögen ""Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter""",884061702,8840617021500000,"achtachtviernullsechseinssiebennullzweieinsfünfnullnullnullnullnull  Zuweisung aus dem Konjunktur- und Krisenbewältigungspaket an das Sondervermögen ""Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter""",,
67,2633,11,2,63685,1400430120.09,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102,6368511021400430,"sechsdreisechsachtfünfeinseinsnullzweieinsviernullnullvierdreinull  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen","Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102.0
68,3016,12,2,89101,1385000000.0,Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,891011202,8910112021385000,achtneuneinsnulleinseinszweinullzweieinsdreiachtfünfnullnullnull  Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen,891511210.0
69,2282,10,1,63604,1384255000.0,Zuschüsse zur Krankenversicherung der Landwirte,636041001,6360410011384255,sechsdreisechsnullviereinsnullnulleinseinsdreiachtvierzweifünffünf  Zuschüsse zur Krankenversicherung der Landwirte,Zuschüsse zur Krankenversicherung der Landwirte,636041001.0
72,3866,14,13,42201,1315107632.09,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011413,4220114131315108,vierzweizweinulleinseinsviereinsdreieinsdreieinsfünfeinsnullacht  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422510916.0
73,4876,30,11,98101,1278918366.38,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,981013011,9810130111278918,neunachteinsnulleinsdreinulleinseinseinszweisiebenachtneuneinsacht  Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,981011113.0
74,4416,17,2,38103,1250294000.0,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,381031702,3810317021250294,dreiachteinsnulldreieinssiebennullzweieinszweifünfnullzweineunvier  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,381031712.0
75,2953,12,1,74142,1169550580.89,Erhaltung (Bundesstraßen),741421201,7414212011169551,siebenviereinsvierzweieinszweinulleinseinseinssechsneunfünffünfeins  Erhaltung (Bundesstraßen),Erhaltung (Bundesstraßen),741421201.0
76,4925,32,5,57508,1167868326.55,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205,5750832051167868,fünfsiebenfünfnullachtdreizweinullfünfeinseinssechssiebenachtsechsacht  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205.0
81,3861,14,13,53201,1049483340.33,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011413,5320114131049483,fünfdreizweinulleinseinsviereinsdreieinsnullvierneunvierachtdrei  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010432.0
82,1705,8,1,69931,1033812761.97,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801,6993108011033813,sechsneunneundreieinsnullachtnulleinseinsnulldreidreiachteinsdrei  Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801.0
83,4682,23,1,68706,1027040647.34,"Krisenbewältigung und Wiederaufbau, Infrastruktur",687062301,6870623011027041,"sechsachtsiebennullsechszweidreinulleinseinsnullzweisiebennullviereins  Krisenbewältigung und Wiederaufbau, Infrastruktur","Krisenbewältigung und Wiederaufbau, Infrastruktur",687062301.0
84,2949,12,1,74122,1022940969.42,Bedarfsplanmaßnahmen (Bundesstraßen),741221201,7412212011022941,siebenviereinszweizweieinszweinulleinseinsnullzweizweineunviereins  Bedarfsplanmaßnahmen (Bundesstraßen),Bedarfsplanmaßnahmen (Bundesstraßen),741221201.0
85,4410,17,1,68113,1001146508.49,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701,6811317011001147,sechsachteinseinsdreieinssiebennulleinseinsnullnulleinseinsviersieben  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701.0
86,4432,17,2,88404,1000000000.0,"Zuweisung an das Sondervermögen ""Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter""",884041702,8840417021000000,"achtachtviernullviereinssiebennullzweieinsnullnullnullnullnullnull  Zuweisung an das Sondervermögen ""Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter""",,
87,4704,23,3,89602,967011200.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303,896022303967011,"achtneunsechsnullzweizweidreinulldreineunsechssiebennulleinseins  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303.0
89,3719,14,5,55417,962403032.25,Beschaffung des Waffensystems Eurofighter,554171405,554171405962403,fünffünfviereinssiebeneinsviernullfünfneunsechszweiviernulldrei  Beschaffung des Waffensystems Eurofighter,Beschaffung des Waffensystems Eurofighter,554171405.0
90,4403,17,1,63207,925060401.75,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701,632071701925060,sechsdreizweinullsiebeneinssiebennulleinsneunzweifünfnullsechsnull  Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701.0
91,2948,12,1,74111,920874145.93,Bedarfsplanmaßnahmen (Bundesautobahnen),741111201,741111201920874,siebenviereinseinseinseinszweinulleinsneunzweinullachtsiebenvier  Bedarfsplanmaßnahmen (Bundesautobahnen),,
94,264,4,14,54101,904846250.85,Zuschuss an den Bundesnachrichtendienst,541010414,541010414904846,fünfviereinsnulleinsnullviereinsvierneunnullvierachtviersechs  Zuschuss an den Bundesnachrichtendienst,Zuschuss an den Bundesnachrichtendienst,541010414.0
96,3820,14,11,43257,880383088.19,Versorgungsbezüge,432571411,432571411880383,vierdreizweifünfsiebeneinsviereinseinsachtachtnulldreiachtdrei  Versorgungsbezüge,Versorgungsbezüge,432570911.0
99,1926,9,1,89631,855000000.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901,896310901855000,achtneunsechsdreieinsnullneunnulleinsachtfünffünfnullnullnull  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901.0
100,1759,8,11,43257,827446567.65,Versorgungsbezüge,432570811,432570811827447,vierdreizweifünfsiebennullachteinseinsachtzweisiebenvierviersieben  Versorgungsbezüge,Versorgungsbezüge,432570431.0
102,3713,14,5,55408,798589822.72,Beschaffung von Munition,554081405,554081405798590,fünffünfviernullachteinsviernullfünfsiebenneunachtfünfneunnull  Beschaffung von Munition,Beschaffung von Munition,554081405.0
103,4708,23,4,68701,767793969.24,Zahlungen an Einrichtungen der Weltbankgruppe,687012304,687012304767794,sechsachtsiebennulleinszweidreinullviersiebensechssiebensiebenneunvier  Zahlungen an Einrichtungen der Weltbankgruppe,Zahlungen an Einrichtungen der Weltbankgruppe,687012304.0
105,2938,12,1,52111,728645987.71,Betriebsdienst (Bundesautobahnen),521111201,521111201728646,fünfzweieinseinseinseinszweinulleinssiebenzweiachtsechsviersechs  Betriebsdienst (Bundesautobahnen),,
106,4706,23,3,89609,714435080.8,"Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",896092303,896092303714435,"achtneunsechsnullneunzweidreinulldreisiebeneinsviervierdreifünf  Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz","Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",896092303.0
107,3787,14,8,55811,712620149.36,"Große Neu-, Um- und Erweiterungsbauten",558111408,558111408712620,"fünffünfachteinseinseinsviernullachtsiebeneinszweisechszweinull  Große Neu-, Um- und Erweiterungsbauten","Große Neu-, Um- und Erweiterungsbauten",558111408.0
108,3044,12,3,78002,693727508.75,"Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203,780021203693728,"siebenachtnullnullzweieinszweinulldreisechsneundreisiebenzweiacht  Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen","Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203.0
109,3664,14,3,44653,664255683.51,Beihilfen aufgrund der Beihilfevorschriften,446531403,446531403664256,vierviersechsfünfdreieinsviernulldreisechssechsvierzweifünfsechs  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446572311.0
110,4683,23,1,89601,663420000.0,Finanzielle Zusammenarbeit mit Regionen,896012301,896012301663420,achtneunsechsnulleinszweidreinulleinssechssechsdreivierzweinull  Finanzielle Zusammenarbeit mit Regionen,Finanzielle Zusammenarbeit mit Regionen,896012301.0
111,873,6,4,88211,659324055.5,Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),882110604,882110604659324,achtachtzweieinseinsnullsechsnullviersechsfünfneundreizweivier  Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),882112502.0
112,849,6,4,63201,655566932.57,Wohngeld nach dem Wohngeldgesetz,632010604,632010604655567,sechsdreizweinulleinsnullsechsnullviersechsfünffünffünfsechssieben  Wohngeld nach dem Wohngeldgesetz,,
113,3009,12,2,12101,650000000.0,Gewinne aus Beteiligungen,121011202,121011202650000,einszweieinsnulleinseinszweinullzweisechsfünfnullnullnullnull  Gewinne aus Beteiligungen,Gewinne aus Beteiligungen,121011202.0
114,4700,23,3,68701,645872862.78,"Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen",687012303,687012303645873,"sechsachtsiebennulleinszweidreinulldreisechsvierfünfachtsiebendrei  Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen","Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen",687012303.0
115,925,6,11,43257,639612649.64,Versorgungsbezüge,432570611,432570611639613,vierdreizweifünfsiebennullsechseinseinssechsdreineunsechseinsdrei  Versorgungsbezüge,Versorgungsbezüge,432570111.0
116,341,4,52,68412,636476826.4,"Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen",684120452,684120452636477,"sechsachtviereinszweinullvierfünfzweisechsdreisechsviersiebensieben  Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen","Projektförderung im Rahmen der deutschen Vereinigung und internationaler sowie nationaler Repräsentation, Milderung und Prävention von pandemiebedingten Notlagen",684120452.0
117,3393,12,18,42801,630150678.26,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011218,428011218630151,vierzweiachtnulleinseinszweieinsachtsechsdreinulleinsfünfeins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011615.0
118,4722,23,10,89632,623813857.02,"Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",896322310,896322310623814,"achtneunsechsdreizweizweidreieinsnullsechszweidreiachteinsvier  Sonderinitiative Fluchtursachen bekämpfen, Flüchtlinge reintegrieren",,
119,3068,12,4,89403,615646927.21,Unterstützung des flächendeckenden Breitbandausbaus,894031204,894031204615647,achtneunviernulldreieinszweinullviersechseinsfünfsechsviersieben  Unterstützung des flächendeckenden Breitbandausbaus,Unterstützung des flächendeckenden Breitbandausbaus,894031204.0
120,4206,16,2,89605,601320073.91,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,896051602,896051602601320,achtneunsechsnullfünfeinssechsnullzweisechsnulleinsdreizweinull  Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,Investitionen zum Schutz des Klimas und der Biodiversität im Ausland,896410903.0
121,4210,16,3,34101,600868998.34,Einnahmen für die Zwischenlagerung und Endlagerung radioaktiver Abfälle,341011603,341011603600869,dreiviereinsnulleinseinssechsnulldreisechsnullnullachtsechsneun  Einnahmen für die Zwischenlagerung und Endlagerung radioaktiver Abfälle,Einnahmen für die Endlagerung radioaktiver Abfälle,341011603.0
122,4677,23,1,18601,599976511.98,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,186012301,186012301599977,einsachtsechsnulleinszweidreinulleinsfünfneunneunneunsiebensieben  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen sowie Zinsverbilligungsvorhaben,186012301.0
123,3770,14,8,51701,599191283.32,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517011408,517011408599191,"fünfeinssiebennulleinseinsviernullachtfünfneunneuneinsneuneins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517010453.0
