,index,Epl.,Kap.,Tit.,Ist 2021,Zweckbestimmung,2021 id,id_nlp_help,id_nlp,2021 Zweck,id
22,2656,11,1,63211,10089620123.19,Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,632111101,63211110110089620,sechsdreizweieinseinseinseinsnulleinseinsnullnullachtneunsechszweinull  Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,632111101.0
25,2664,11,2,63201,7949213009.21,Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,632011102,6320111027949213,sechsdreizweinulleinseinseinsnullzweisiebenneunvierneunzweieinsdrei  Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,632011102.0
27,2954,12,1,11122,7638995850.59,Einnahmen aus der streckenbezogenen Maut,111221201,1112212017638996,einseinseinszweizweieinszweinulleinssiebensechsdreiachtneunneunsechs  Einnahmen aus der streckenbezogenen Maut,Einnahmen aus der streckenbezogenen Maut,111221201.0
28,4458,17,1,68102,7461646527.04,Elterngeld,681021701,6810217017461647,sechsachteinsnullzweieinssiebennulleinssiebenviersechseinssechsviersieben  Elterngeld,Elterngeld,681021701.0
30,2657,11,1,63613,5856834791.19,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,636131101,6361311015856835,sechsdreisechseinsdreieinseinsnulleinsfünfachtfünfsechsachtdreifünf  Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,636131101.0
31,3040,12,2,89111,5292500000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111202,8911112025292500,achtneuneinseinseinseinszweinullzweifünfzweineunzweifünfnullnull  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,891111202.0
32,2674,11,2,63616,5097760904.62,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,636161102,6361611025097761,sechsdreisechseinssechseinseinsnullzweifünfnullneunsiebensiebensechseins  Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,Beteiligung des Bundes in der knappschaftlichen Rentenversicherung,636161102.0
33,3348,12,16,63401,5055630000.0,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,634011216,6340112165055630,sechsdreiviernulleinseinszweieinssechsfünfnullfünffünfsechsdreinull  Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,634011216.0
34,3937,15,1,63201,5026096779.52,Ausgleichszahlungen nach § 21 des Krankenhausfinanzierungsgesetzes,632011501,6320115015026097,sechsdreizweinulleinseinsfünfnulleinsfünfnullzweisechsnullneunsieben  Ausgleichszahlungen nach § 21 des Krankenhausfinanzierungsgesetzes,,
35,2994,12,1,89111,4881468107.89,"Investitionen der ""Die Autobahn GmbH des Bundes""",891111201,8911112014881468,"achtneuneinseinseinseinszweinulleinsvierachtachteinsviersechsacht  Investitionen der ""Die Autobahn GmbH des Bundes""","Investitionen der ""Die Autobahn GmbH des Bundes""",891111201.0
38,2659,11,1,68511,4040692188.82,Leistungen zur Eingliederung in Arbeit,685111101,6851111014040692,sechsachtfünfeinseinseinseinsnulleinsviernullviernullsechsneunzwei  Leistungen zur Eingliederung in Arbeit,Leistungen zur Eingliederung in Arbeit,685111101.0
39,3961,15,3,68407,3872519408.73,Zuschüsse zur zentralen Beschaffung von Impfstoffen gegen SARS-CoV-2,684071503,6840715033872519,sechsachtviernullsiebeneinsfünfnulldreidreiachtsiebenzweifünfeinsneun  Zuschüsse zur zentralen Beschaffung von Impfstoffen gegen SARS-CoV-2,Zuschüsse zur zentralen Beschaffung von Impfstoffen gegen SARS-CoV-2,684071503.0
40,2672,11,2,63612,3463915000.0,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636121102,6361211023463915,sechsdreisechseinszweieinseinsnullzweidreiviersechsdreineuneinsfünf  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,636121102.0
41,3694,14,3,43353,3343588862.05,Versorgungsbezüge,433531403,4335314033343589,vierdreidreifünfdreieinsviernulldreidreidreivierdreifünfachtneun  Versorgungsbezüge,Versorgungsbezüge,433531403.0
43,3939,15,1,63604,3000000000.0,Zuweisungen an die Liquiditätsreserve des Gesundheitsfonds für das Zukunftsprogramm Krankenhäuser.,636041501,6360415013000000,sechsdreisechsnullviereinsfünfnulleinsdreinullnullnullnullnullnull  Zuweisungen an die Liquiditätsreserve des Gesundheitsfonds für das Zukunftsprogramm Krankenhäuser.,,
44,3772,14,6,55311,2712929198.53,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111406,5531114062712929,"fünffünfdreieinseinseinsviernullsechszweisiebeneinszweineunzweineun  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",553111406.0
45,3812,14,8,51802,2703771223.97,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021408,5180214082703771,fünfeinsachtnullzweieinsviernullachtzweisiebennulldreisiebensiebeneins  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020432.0
46,3030,12,2,83101,2675000000.0,Erhöhung des Eigenkapitals der Deutschen Bahn AG,831011202,8310112022675000,achtdreieinsnulleinseinszweinullzweizweisechssiebenfünfnullnullnull  Erhöhung des Eigenkapitals der Deutschen Bahn AG,Erhöhung des Eigenkapitals der Deutschen Bahn AG,831011202.0
47,532,5,1,68732,2565031662.51,Humanitäre Hilfsmaßnahmen im Ausland,687320501,6873205012565032,sechsachtsiebendreizweinullfünfnulleinszweifünfsechsfünfnulldreizwei  Humanitäre Hilfsmaßnahmen im Ausland,Humanitäre Hilfsmaßnahmen im Ausland,687320501.0
50,5070,60,2,69702,2428313302.0,Ausgleichszahlungen zur abschließenden Regelung gemäß 18. AtG-Novelle,697026002,6970260022428313,sechsneunsiebennullzweisechsnullnullzweizweivierzweiachtdreieinsdrei  Ausgleichszahlungen zur abschließenden Regelung gemäß 18. AtG-Novelle,,
51,3913,14,13,42801,2337985768.86,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011413,4280114132337986,vierzweiachtnulleinseinsviereinsdreizweidreidreisiebenneunachtsechs  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011713.0
53,2316,10,1,63601,2323537621.96,Zuschüsse zur Alterssicherung der Landwirte,636011001,6360110012323538,sechsdreisechsnulleinseinsnullnulleinszweidreizweidreifünfdreiacht  Zuschüsse zur Alterssicherung der Landwirte,,
55,5044,60,2,27202,2250000000.0,Einnahmen aus Zuschüssen der Recovery and Resilience Facility (RRF) der Europäischen Union,272026002,2720260022250000,zweisiebenzweinullzweisechsnullnullzweizweizweifünfnullnullnullnull  Einnahmen aus Zuschüssen der Recovery and Resilience Facility (RRF) der Europäischen Union,Einnahmen aus Zuschüssen der Recovery and Resilience Facility (RRF) der Europäischen Union,272026002.0
59,3031,12,2,89101,2045000000.0,Baukostenzuschüsse für Investitionen des Bedarfsplans Schiene,891011202,8910112022045000,achtneuneinsnulleinseinszweinullzweizweinullvierfünfnullnullnull  Baukostenzuschüsse für Investitionen des Bedarfsplans Schiene,Baukostenzuschüsse für Investitionen des Bedarfsplans Schiene,891011202.0
61,2978,12,1,68212,1950720727.24,"Ausgaben der ""Die Autobahn GmbH des Bundes"" für Betrieb, Planungsleistungen und Verwaltung",682121201,6821212011950721,"sechsachtzweieinszweieinszweinulleinseinsneunfünfnullsiebenzweieins  Ausgaben der ""Die Autobahn GmbH des Bundes"" für Betrieb, Planungsleistungen und Verwaltung","Ausgaben der ""Die Autobahn GmbH des Bundes"" für Betrieb, Planungsleistungen und Verwaltung",682121201.0
63,4758,23,1,89611,1907725999.22,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,896112301,8961123011907726,achtneunsechseinseinszweidreinulleinseinsneunnullsiebensiebenzweisechs  Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,896112301.0
64,4868,30,3,63205,1872986004.4,Zukunftsvertrag Studium und Lehre stärken,632053003,6320530031872986,sechsdreizweinullfünfdreinullnulldreieinsachtsiebenzweineunachtsechs  Zukunftsvertrag Studium und Lehre stärken,Zukunftsvertrag Studium und Lehre stärken,632053003.0
65,3176,12,10,68253,1778927959.91,Reduzierung der Trassenpreise im Personenfernverkehr,682531210,6825312101778928,sechsachtzweifünfdreieinszweieinsnulleinssiebensiebenachtneunzweiacht  Reduzierung der Trassenpreise im Personenfernverkehr,Reduzierung der Trassenpreise im Personenfernverkehr,682531210.0
66,4755,23,1,89603,1756614159.5,Bilaterale Technische Zusammenarbeit,896032301,8960323011756614,achtneunsechsnulldreizweidreinulleinseinssiebenfünfsechssechseinsvier  Bilaterale Technische Zusammenarbeit,Bilaterale Technische Zusammenarbeit,896032301.0
67,1858,8,13,42201,1726305305.39,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010813,4220108131726305,vierzweizweinulleinsnullachteinsdreieinssiebenzweisechsdreinullfünf  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010719.0
69,4772,23,3,68701,1476251999.18,"Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen",687012303,6870123031476252,"sechsachtsiebennulleinszweidreinulldreieinsviersiebensechszweifünfzwei  Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen","Beiträge an die Vereinten Nationen, ihre Sonderorganisationen sowie andere internationale Einrichtungen und internationale Nichtregierungsorganisationen",687012303.0
71,2680,11,2,63685,1452005290.86,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102,6368511021452005,"sechsdreisechsachtfünfeinseinsnullzweieinsvierfünfzweinullnullfünf  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen","Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",636851102.0
72,2319,10,1,63604,1386715000.0,Zuschüsse zur Krankenversicherung der Landwirte,636041001,6360410011386715,sechsdreisechsnullviereinsnullnulleinseinsdreiachtsechssiebeneinsfünf  Zuschüsse zur Krankenversicherung der Landwirte,Zuschüsse zur Krankenversicherung der Landwirte,636041001.0
73,3909,14,13,42201,1372656626.58,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011413,4220114131372657,vierzweizweinulleinseinsviereinsdreieinsdreisiebenzweisechsfünfsieben  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422012312.0
74,4464,17,1,68113,1262641907.34,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701,6811317011262642,sechsachteinseinsdreieinssiebennulleinseinszweisechszweisechsvierzwei  Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz,681131701.0
75,2983,12,1,74142,1252900653.5,Erhaltung (Bundesstraßen),741421201,7414212011252901,siebenviereinsvierzweieinszweinulleinseinszweifünfzweineunnulleins  Erhaltung (Bundesstraßen),Erhaltung (Bundesstraßen),741421201.0
77,3901,14,13,53201,1230795886.8,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011413,5320114131230796,fünfdreizweinulleinseinsviereinsdreieinszweidreinullsiebenneunsechs  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010312.0
78,5079,60,2,86621,1226000000.0,Darlehen an den Poverty Reduction and Growth Trust (PRGT),866216002,8662160021226000,achtsechssechszweieinssechsnullnullzweieinszweizweisechsnullnullnull  Darlehen an den Poverty Reduction and Growth Trust (PRGT),Darlehen an den Poverty Reduction and Growth Trust (PRGT),866216002.0
79,1749,8,1,69931,1222402032.46,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801,6993108011222402,sechsneunneundreieinsnullachtnulleinseinszweizweizweiviernullzwei  Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,699310801.0
82,4753,23,1,68706,1126704119.35,"Krisenbewältigung und Wiederaufbau, Infrastruktur",687062301,6870623011126704,"sechsachtsiebennullsechszweidreinulleinseinseinszweisechssiebennullvier  Krisenbewältigung und Wiederaufbau, Infrastruktur","Krisenbewältigung und Wiederaufbau, Infrastruktur",687062301.0
83,3756,14,5,55417,1080918555.14,Beschaffung des Waffensystems Eurofighter,554171405,5541714051080919,fünffünfviereinssiebeneinsviernullfünfeinsnullachtnullneuneinsneun  Beschaffung des Waffensystems Eurofighter,Beschaffung des Waffensystems Eurofighter,554171405.0
85,3944,15,2,63602,1000000000.0,Leistungen des Bundes an den Ausgleichsfonds der Pflegeversicherung für SARS-CoV-2-Pandemie verursachte Belastungen,636021502,6360215021000000,sechsdreisechsnullzweieinsfünfnullzweieinsnullnullnullnullnullnull  Leistungen des Bundes an den Ausgleichsfonds der Pflegeversicherung für SARS-CoV-2-Pandemie verursachte Belastungen,,
87,4457,17,1,63207,980679194.09,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701,632071701980679,sechsdreizweinullsiebeneinssiebennulleinsneunachtnullsechssiebenneun  Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,Ausgaben nach § 8 Abs. 1 des Unterhaltsvorschussgesetzes,632071701.0
89,3175,12,10,68252,944069741.34,Reduzierung Trassenpreise im Schienengüterverkehr,682521210,682521210944070,sechsachtzweifünfzweieinszweieinsnullneunvierviernullsiebennull  Reduzierung Trassenpreise im Schienengüterverkehr,Reduzierung Trassenpreise im Schienengüterverkehr,682521210.0
90,3957,15,3,68403,941950951.25,Zuschüsse zur Bekämpfung des Ausbruchs des neuen Coronavirus,684031503,684031503941951,sechsachtviernulldreieinsfünfnulldreineunviereinsneunfünfeins  Zuschüsse zur Bekämpfung des Ausbruchs des neuen Coronavirus,Zuschüsse zur Bekämpfung des Ausbruchs des neuen Coronavirus,684031503.0
91,268,4,14,54101,941825448.9,Zuschuss an den Bundesnachrichtendienst,541010414,541010414941825,fünfviereinsnulleinsnullviereinsvierneunviereinsachtzweifünf  Zuschuss an den Bundesnachrichtendienst,Zuschuss an den Bundesnachrichtendienst,541010414.0
92,1959,9,1,89631,920000000.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901,896310901920000,achtneunsechsdreieinsnullneunnulleinsneunzweinullnullnullnull  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,896310901.0
93,3858,14,11,43257,880426653.06,Versorgungsbezüge,432571411,432571411880427,vierdreizweifünfsiebeneinsviereinseinsachtachtnullvierzweisieben  Versorgungsbezüge,Versorgungsbezüge,432572011.0
97,2981,12,1,74122,852402976.01,Bedarfsplanmaßnahmen (Bundesstraßen),741221201,741221201852403,siebenviereinszweizweieinszweinulleinsachtfünfzweiviernulldrei  Bedarfsplanmaßnahmen (Bundesstraßen),Bedarfsplanmaßnahmen (Bundesstraßen),741221201.0
99,1796,8,11,43257,834406406.9,Versorgungsbezüge,432570811,432570811834406,vierdreizweifünfsiebennullachteinseinsachtdreivierviernullsechs  Versorgungsbezüge,Versorgungsbezüge,432570111.0
100,4754,23,1,89601,801100000.0,Finanzielle Zusammenarbeit mit Regionen,896012301,896012301801100,achtneunsechsnulleinszweidreinulleinsachtnulleinseinsnullnull  Finanzielle Zusammenarbeit mit Regionen,Finanzielle Zusammenarbeit mit Regionen,896012301.0
101,3753,14,5,55413,798139275.02,"Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",554131405,554131405798139,"fünffünfviereinsdreieinsviernullfünfsiebenneunachteinsdreineun  Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",554131405.0
102,4776,23,3,89602,771043340.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303,896022303771043,"achtneunsechsnullzweizweidreinulldreisiebensiebeneinsnullvierdrei  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022303.0
103,3085,12,4,89403,763397169.66,Unterstützung des flächendeckenden Breitbandausbaus,894031204,894031204763397,achtneunviernulldreieinszweinullviersiebensechsdreidreineunsieben  Unterstützung des flächendeckenden Breitbandausbaus,Unterstützung des flächendeckenden Breitbandausbaus,894031204.0
104,3960,15,3,68406,749935162.94,Nationale Reserve Gesundheitsschutz,684061503,684061503749935,sechsachtviernullsechseinsfünfnulldreisiebenvierneunneundreifünf  Nationale Reserve Gesundheitsschutz,Pandemievorsorge / Nationale Reserve Gesundheitsschutz,683120910.0
105,4778,23,3,89609,741167000.0,"Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",896092303,896092303741167,"achtneunsechsnullneunzweidreinulldreisiebenviereinseinssechssieben  Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz","Entwicklungswichtige multilaterale Hilfen zum weltweiten Umweltschutz, zur Erhaltung der Biodiversität und zum Klimaschutz",896092303.0
106,5001,32,5,57508,735712187.72,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205,575083205735712,fünfsiebenfünfnullachtdreizweinullfünfsiebendreifünfsiebeneinszwei  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),575083205.0
107,878,6,4,63201,702895113.02,Wohngeld nach dem Wohngeldgesetz,632010604,632010604702895,sechsdreizweinulleinsnullsechsnullviersiebennullzweiachtneunfünf  Wohngeld nach dem Wohngeldgesetz,,
108,1955,9,1,68531,694661000.0,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,685310901,685310901694661,sechsachtfünfdreieinsnullneunnulleinssechsneunviersechssechseins  Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,Deutsches Zentrum für Luft- und Raumfahrt e. V. - Betrieb,685310901.0
109,3750,14,5,55408,688402662.39,Beschaffung von Munition,554081405,554081405688403,fünffünfviernullachteinsviernullfünfsechsachtachtviernulldrei  Beschaffung von Munition,Beschaffung von Munition,554081405.0
110,3824,14,8,55811,686048866.97,"Große Neu-, Um- und Erweiterungsbauten",558111408,558111408686049,"fünffünfachteinseinseinsviernullachtsechsachtsechsnullvierneun  Große Neu-, Um- und Erweiterungsbauten","Große Neu-, Um- und Erweiterungsbauten",558111408.0
111,956,6,11,43257,679228851.25,Versorgungsbezüge,432570611,432570611679229,vierdreizweifünfsiebennullsechseinseinssechssiebenneunzweizweineun  Versorgungsbezüge,Versorgungsbezüge,432570611.0
112,902,6,4,88211,662257686.21,Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),882110604,882110604662258,achtachtzweieinseinsnullsechsnullviersechssechszweizweifünfacht  Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),Zuweisungen an die Länder zur Förderung städtebaulicher Maßnahmen (Städtebauförderung),882112502.0
113,899,6,4,89305,656003414.06,Zuschüsse zum Wohneigentumserwerb (Baukindergeld),893050604,893050604656003,achtneundreinullfünfnullsechsnullviersechsfünfsechsnullnulldrei  Zuschüsse zum Wohneigentumserwerb (Baukindergeld),,
114,3059,12,3,78002,655656634.56,"Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203,780021203655657,"siebenachtnullnullzweieinszweinulldreisechsfünffünfsechsfünfsieben  Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen","Ersatz-, Aus- und Neubaumaßnahmen an Bundeswasserstraßen",780021203.0
115,3695,14,3,43354,652990954.68,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403,433541403652991,"vierdreidreifünfviereinsviernulldreisechsfünfzweineunneuneins  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",433541403.0
116,3807,14,8,51701,652314776.94,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517011408,517011408652315,"fünfeinssiebennulleinseinsviernullachtsechsfünfzweidreieinsfünf  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517010312.0
117,3430,12,18,42801,646400930.58,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011218,428011218646401,vierzweiachtnulleinseinszweieinsachtsechsviersechsviernulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011217.0
118,3749,14,5,55407,644072186.53,Beschaffung von Kampffahrzeugen,554071405,554071405644072,fünffünfviernullsiebeneinsviernullfünfsechsvierviernullsiebenzwei  Beschaffung von Kampffahrzeugen,Beschaffung von Kampffahrzeugen,554071405.0
120,3699,14,3,44653,635057678.56,Beihilfen aufgrund der Beihilfevorschriften,446531403,446531403635058,vierviersechsfünfdreieinsviernulldreisechsdreifünfnullfünfacht  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446570451.0
121,3770,14,6,55307,632711278.41,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,553071406,553071406632711,fünffünfdreinullsiebeneinsviernullsechssechsdreizweisiebeneinseins  Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,Erhaltung des Fahrzeug- und Kampffahrzeugmaterials der Streitkräfte,553071406.0
