,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp,2012 id,2012 Zweckbestimmung,Ist 2012,2013 id,2013 Zweckbestimmung,Ist 2013,2014 id,2014 Zweckbestimmung,Ist 2014,2015 id,2015 Zweckbestimmung,Ist 2015,2016 id,2016 Zweckbestimmung,Ist 2016,2017 id,2017 Zweckbestimmung,Ist 2017,2018 id,2018 Zweckbestimmung,Ist 2018,2019 id,2019 Zweckbestimmung,Ist 2019,2020 id,2020 Zweckbestimmung,Ist 2020,2021 id,2021 Zweckbestimmung,Ist 2021,2022 id,2022 Zweckbestimmung,Ist 2022,Mapper
334,2367,10,11,63403,25102948.91,Zuweisungen an den Versorgungsfonds,Bundesministerium für Ernährung und Landwirtschaft,101163403,Bundesministerium für Ernährung und Landwirtschaft einseins sechsdreiviernulldrei ,Bundesministerium für Ernährung und Landwirtschaft einseins sechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,101663403,Zuweisungen an den Versorgungsfonds,806535.25,101163403,Zuweisungen an den Versorgungsfonds,4486365.53,101163403,Zuweisungen an den Versorgungsfonds,5840607.42,101163403,Zuweisungen an den Versorgungsfonds,6730739.87,101163403,Zuweisungen an den Versorgungsfonds,7496982.43,101163403,Zuweisungen an den Versorgungsfonds,10377853.17,101163403,Zuweisungen an den Versorgungsfonds,11501516.21,101163403,Zuweisungen an den Versorgungsfonds,14640475.75,101163403,Zuweisungen an den Versorgungsfonds,16691564.21,101163403,Zuweisungen an den Versorgungsfonds,18521803.93,101163403,Zuweisungen an den Versorgungsfonds,22317580.11,nlp
335,2173,9,16,53201,24892375.62,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Wirtschaft und Klimaschutz,91653201,Bundesministerium für Wirtschaft und Klimaschutz einssechs fünfdreizweinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einssechs fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,91753255,Aufträge und Dienstleistungen im Bereich Informationstechnik,106518.31,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,1040715.24,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,1020075.5,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,1977907.77,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,2846686.14,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,3844626.26,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,5146163.61,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,6272088.38,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,8343622.82,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,11886642.58,91653201,Aufträge und Dienstleistungen im Bereich Informationstechnik,12446878.82,nlp
336,4260,16,11,63403,24872394.05,Zuweisungen an den Versorgungsfonds,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161163403,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseins sechsdreiviernulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseins sechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds",160763403,Zuweisungen an den Versorgungsfonds,611236.98,160763403,Zuweisungen an den Versorgungsfonds,843804.09,161163403,Zuweisungen an den Versorgungsfonds,7082627.04,161163403,Zuweisungen an den Versorgungsfonds,10179389.34,161163403,Zuweisungen an den Versorgungsfonds,10326208.75,161163403,Zuweisungen an den Versorgungsfonds,14323604.13,161163403,Zuweisungen an den Versorgungsfonds,15841543.92,161163403,Zuweisungen an den Versorgungsfonds,15205782.55,161163403,Zuweisungen an den Versorgungsfonds,17354999.81,161163403,Zuweisungen an den Versorgungsfonds,19773049.5,161163403,Zuweisungen an den Versorgungsfonds,24534306.83,nlp
337,3963,15,12,51802,24743956.86,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Gesundheit,151251802,Bundesministerium für Gesundheit einszwei fünfeinsachtnullzwei ,Bundesministerium für Gesundheit einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,150151802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,514800.96,150451802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,528997.44,150451802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,515311.64,150551802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,581941.8,151251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,5120152.8,151251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,5847272.71,151251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,5895810.74,151251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,6441986.3,151251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,7258601.51,151251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,9563974.19,151251802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,13334098.92,nlp
338,1206,6,25,51122,24430710.74,Unterhaltung von Luftsicherheitskontrollgerät,Bundesministerium des Innern und für Heimat,62551122,Bundesministerium des Innern und für Heimat zweifünf fünfeinseinszweizwei ,Bundesministerium des Innern und für Heimat zweifünf fünfeinseinszweizwei  Unterhaltung von Luftsicherheitskontrollgerät,62551102,Unterhaltung von Luftsicherheitskontrollgerät,18275809.74,62551102,Unterhaltung von Luftsicherheitskontrollgerät,18484647.58,62551102,Unterhaltung von Luftsicherheitskontrollgerät,21203524.62,62551102,Unterhaltung von Luftsicherheitskontrollgerät,23792937.95,62551122,Unterhaltung von Luftsicherheitskontrollgerät,29925046.21,62551122,Unterhaltung von Luftsicherheitskontrollgerät,32898456.92,62551122,Unterhaltung von Luftsicherheitskontrollgerät,31220692.3,62551122,Unterhaltung von Luftsicherheitskontrollgerät,31535075.37,62551122,Unterhaltung von Luftsicherheitskontrollgerät,33449468.38,62551122,Unterhaltung von Luftsicherheitskontrollgerät,35593643.8,62551122,Unterhaltung von Luftsicherheitskontrollgerät,31035224.54,nlp
339,4521,17,12,42801,24124677.91,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171242801,"Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei vierzweiachtnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einszwei vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer",170142821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,590403.62,170642801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,49159.46,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,12600926.1,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,13761804.65,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,14985058.81,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,17485543.72,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,17862617.44,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21872042.58,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21837879.95,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21009821.59,171242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21854152.93,nlp
340,2253,10,3,11909,24034017.46,Vermischte Einnahmen,Bundesministerium für Ernährung und Landwirtschaft,100311909,Bundesministerium für Ernährung und Landwirtschaft nulldrei einseinsneunnullneun ,Bundesministerium für Ernährung und Landwirtschaft nulldrei einseinsneunnullneun  Vermischte Einnahmen,100311999,Vermischte Einnahmen,8139567.33,100311909,Vermischte Einnahmen,9369625.14,100311909,Vermischte Einnahmen,10588854.95,100311909,Vermischte Einnahmen,7252772.69,100311909,Vermischte Einnahmen,5366880.12,100311909,Vermischte Einnahmen,13329693.02,100311909,Vermischte Einnahmen,12453065.65,100311909,Vermischte Einnahmen,15871370.44,100311909,Vermischte Einnahmen,16813945.61,100311909,Vermischte Einnahmen,25602761.75,100311909,Vermischte Einnahmen,21571050.97,nlp
341,4473,17,3,68422,23971919.17,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170368422,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulldrei sechsachtvierzweizwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulldrei sechsachtvierzweizwei  Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern",170268422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,17605173.82,170268422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,14843661.38,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,15412430.68,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,16803918.56,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,14858938.44,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,16997379.73,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,16917487.97,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,16774429.91,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,22395688.47,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,27724320.57,170368422,Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern,30154797.52,nlp
342,4498,17,11,43257,23741147.17,Versorgungsbezüge,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171143257,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseins vierdreizweifünfsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseins vierdreizweifünfsieben  Versorgungsbezüge",176743257,Versorgungsbezüge,16935902.42,176743257,Versorgungsbezüge,17351076.46,171143257,Versorgungsbezüge,18132120.55,171143257,Versorgungsbezüge,18998236.22,171143257,Versorgungsbezüge,19591532.88,171143257,Versorgungsbezüge,19893610.84,171143257,Versorgungsbezüge,20434282.88,171143257,Versorgungsbezüge,20753764.13,171143257,Versorgungsbezüge,21099820.07,171143257,Versorgungsbezüge,21800563.67,171143257,Versorgungsbezüge,22303994.57,nlp
343,249,4,12,42801,23634403.36,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundeskanzler und Bundeskanzleramt,41242801,Bundeskanzler und Bundeskanzleramt einszwei vierzweiachtnulleins ,Bundeskanzler und Bundeskanzleramt einszwei vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,40642801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,16345299.01,40642801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,16458043.46,40642801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,16685766.0,40142801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,16125077.82,41242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,16213708.03,41242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,17165217.88,41242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,17947196.9,41242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,19347069.42,41242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,20724249.74,41242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21128377.9,41242801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,22741975.01,nlp
344,3321,12,18,12401,23625616.3,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium für Digitales und Verkehr,121812401,Bundesministerium für Digitales und Verkehr einsacht einszweiviernulleins ,"Bundesministerium für Digitales und Verkehr einsacht einszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung",121012401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",12490338.85,121012401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",12974421.01,121012401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",12726864.47,121012401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",13516857.81,121812401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",20844856.95,121812401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",21207892.0,121812401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",21073065.94,121812401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",23470392.97,121812401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",23250006.81,121812401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",23930254.88,121812401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",22684300.77,nlp
345,3663,14,4,28101,23604397.01,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",Bundesministerium der Verteidigung,140428101,Bundesministerium der Verteidigung nullvier zweiachteinsnulleins ,"Bundesministerium der Verteidigung nullvier zweiachteinsnulleins  Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",142028101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",11664485.01,142028101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",33017170.78,142028101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",19731420.09,142028101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",34818616.61,140428101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",44036004.96,140428101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",9711576.92,140428101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",16331532.03,140428101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",30805928.14,140428101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",5098099.92,140428101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",30080766.37,140428101,"Einnahmen aus der Erstattung von wehrtechnischen und sonstigen militärischen Forschungs-, Entwicklungs- und Erprobungskosten",11615651.5,nlp
346,2667,11,6,68731,23305596.96,Beiträge an internationale Organisationen,Bundesministerium für Arbeit und Soziales,110668731,Bundesministerium für Arbeit und Soziales nullsechs sechsachtsiebendreieins ,Bundesministerium für Arbeit und Soziales nullsechs sechsachtsiebendreieins  Beiträge an internationale Organisationen,110268701,Beiträge an internationale Organisationen,24153975.55,110268701,Beiträge an internationale Organisationen,23595050.21,110668731,Beiträge an internationale Organisationen,23327266.02,110668731,Beiträge an internationale Organisationen,26878114.72,110668731,Beiträge an internationale Organisationen,29387836.2,110668731,Beiträge an internationale Organisationen,24395167.0,110668731,Beiträge an internationale Organisationen,22218100.54,110668731,Beiträge an internationale Organisationen,22609719.36,110668731,Beiträge an internationale Organisationen,24200565.2,110668731,Beiträge an internationale Organisationen,23879782.16,110668731,Beiträge an internationale Organisationen,23661168.11,nlp
347,4199,16,1,89201,23282410.56,Investitionen zur Verminderung von Umweltbelastungen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160189201,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins achtneunzweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins achtneunzweinulleins  Investitionen zur Verminderung von Umweltbelastungen",160289201,Investitionen zur Verminderung von Umweltbelastungen,19679892.1,160289201,Investitionen zur Verminderung von Umweltbelastungen,15598278.18,160189201,Investitionen zur Verminderung von Umweltbelastungen,23091710.24,160189201,Investitionen zur Verminderung von Umweltbelastungen,25645427.89,160189201,Investitionen zur Verminderung von Umweltbelastungen,13347931.1,160189201,Investitionen zur Verminderung von Umweltbelastungen,21946918.27,160189201,Investitionen zur Verminderung von Umweltbelastungen,16253484.08,160189201,Investitionen zur Verminderung von Umweltbelastungen,14797078.3,160189201,Investitionen zur Verminderung von Umweltbelastungen,15057078.29,160189201,Investitionen zur Verminderung von Umweltbelastungen,17525127.42,160189201,Investitionen zur Verminderung von Umweltbelastungen,23293047.13,nlp
348,4770,23,4,68702,23152748.5,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230468702,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullvier sechsachtsiebennullzwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullvier sechsachtsiebennullzwei  Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",230268753,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",27324522.86,230268753,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",36419942.48,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",86637592.74,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",39913290.17,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",46521921.89,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",40801166.72,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",46096078.3,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",47137799.41,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",49194845.71,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",34651883.0,230468702,"Zahlungen an die Asiatische Entwicklungsbank, an den Asiatischen Entwicklungsfonds sowie an den Sonderfonds für Technische Hilfe",26175000.0,nlp
349,4472,17,3,68421,22973254.1,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170368421,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulldrei sechsachtvierzweieins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulldrei sechsachtvierzweieins  Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik",170268421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,45285400.74,170268421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,42872915.46,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,38728751.19,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,40838185.85,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,43947455.65,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,49847027.44,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,51359471.43,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,62916262.99,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,20472090.2,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,23802793.11,170368421,Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familienpolitik,23960270.47,nlp
350,2290,10,5,89311,22883275.92,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",Bundesministerium für Ernährung und Landwirtschaft,100589311,Bundesministerium für Ernährung und Landwirtschaft nullfünf achtneundreieinseins ,"Bundesministerium für Ernährung und Landwirtschaft nullfünf achtneundreieinseins  Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",100268685,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",29409576.03,100568611,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",29633945.14,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",22372162.03,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",20618885.54,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",21111786.36,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",16167246.72,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",14114368.83,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",30442840.51,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",36657528.77,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",33567891.71,100589311,"Zuschüsse zur Förderung von Forschungs-, Entwicklungs- und Demonstrationsvorhaben im Bereich der nachwachsenden Rohstoffe (Investitionen)",23183828.01,nlp
351,1746,8,13,26101,22848064.01,Erstattungen von Verwaltungsausgaben aus dem Inland,Bundesministerium der Finanzen,81326101,Bundesministerium der Finanzen einsdrei zweisechseinsnulleins ,Bundesministerium der Finanzen einsdrei zweisechseinsnulleins  Erstattungen von Verwaltungsausgaben aus dem Inland,80426101,Erstattungen von Verwaltungsausgaben aus dem Inland,3660761.1,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,3886910.38,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,3640149.75,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,22711333.75,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,30991140.29,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,27526969.39,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,29416386.66,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,24842972.53,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,22802028.98,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,17341549.79,81326101,Erstattungen von Verwaltungsausgaben aus dem Inland,20665639.26,nlp
352,3852,14,13,52501,22484184.02,Aus- und Fortbildung,Bundesministerium der Verteidigung,141352501,Bundesministerium der Verteidigung einsdrei fünfzweifünfnulleins ,Bundesministerium der Verteidigung einsdrei fünfzweifünfnulleins  Aus- und Fortbildung,140452501,Aus- und Fortbildung,10386095.14,140452501,Aus- und Fortbildung,7733723.03,140452501,Aus- und Fortbildung,12138954.82,140452501,Aus- und Fortbildung,12330885.58,141352501,Aus- und Fortbildung,11889010.39,141352501,Aus- und Fortbildung,15701997.39,141352501,Aus- und Fortbildung,17400153.34,141352501,Aus- und Fortbildung,17884172.3,141352501,Aus- und Fortbildung,12501645.27,141352501,Aus- und Fortbildung,16519533.05,141352501,Aus- und Fortbildung,19713303.58,nlp
353,1761,8,13,51801,22429433.61,Mieten und Pachten,Bundesministerium der Finanzen,81351801,Bundesministerium der Finanzen einsdrei fünfeinsachtnulleins ,Bundesministerium der Finanzen einsdrei fünfeinsachtnulleins  Mieten und Pachten,81451801,Mieten und Pachten,2487188.05,81351801,Mieten und Pachten,15118673.06,81351801,Mieten und Pachten,14183433.1,81351801,Mieten und Pachten,14952234.39,81351801,Mieten und Pachten,15164711.78,81351801,Mieten und Pachten,14010602.89,81351801,Mieten und Pachten,17239276.87,81351801,Mieten und Pachten,16147880.83,81351801,Mieten und Pachten,17047315.47,81351801,Mieten und Pachten,18363355.31,81351801,Mieten und Pachten,21512450.85,nlp
354,2920,12,1,82141,22343627.42,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),Bundesministerium für Digitales und Verkehr,120182141,Bundesministerium für Digitales und Verkehr nulleins achtzweieinsviereins ,Bundesministerium für Digitales und Verkehr nulleins achtzweieinsviereins  Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),121074141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),203505473.06,121074141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),191518065.94,121074141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),149142083.63,121074141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),161262557.34,120174141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),180079549.26,120174141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),219874425.59,120182141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),26794883.91,120182141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),25210892.63,120182141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),29528379.81,120182141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),28990617.68,120182141,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),20014588.74,nlp
