,index,Epl.,Kap.,Tit.,Ist 2012,Zweckbestimmung,ministries,2012 id,id_nlp_help,id_nlp,2012 Zweckbestimmung,id
28,4906,17,10,68102,4824748879.88,Elterngeld,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171068102,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsnull sechsachteinsnullzwei ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsnull sechsachteinsnullzwei  Elterngeld",Dienstreisen,171352701
29,3369,12,9,11102,4362146966.51,Einnahmen aus der streckenbezogenen LKW-Maut,Bundesministerium für Digitales und Verkehr,120911102,Bundesministerium für Digitales und Verkehr nullneun einseinseinsnullzwei ,Bundesministerium für Digitales und Verkehr nullneun einseinseinsnullzwei  Einnahmen aus der streckenbezogenen LKW-Maut,Einnahmen aus der streckenbezogenen Maut,120111122
30,3057,11,12,63613,4209092656.72,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Bundesministerium für Arbeit und Soziales,111263613,Bundesministerium für Arbeit und Soziales einszwei sechsdreisechseinsdrei ,Bundesministerium für Arbeit und Soziales einszwei sechsdreisechseinsdrei  Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,110163613
31,3052,11,12,21602,3822052271.98,Eingliederungsbeitrag der Bundesagentur für Arbeit,Bundesministerium für Arbeit und Soziales,111221602,Bundesministerium für Arbeit und Soziales einszwei zweieinssechsnullzwei ,Bundesministerium für Arbeit und Soziales einszwei zweieinssechsnullzwei  Eingliederungsbeitrag der Bundesagentur für Arbeit,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,111242801
32,3060,11,12,68511,3751175344.57,Leistungen zur Eingliederung in Arbeit,Bundesministerium für Arbeit und Soziales,111268511,Bundesministerium für Arbeit und Soziales einszwei sechsachtfünfeinseins ,Bundesministerium für Arbeit und Soziales einszwei sechsachtfünfeinseins  Leistungen zur Eingliederung in Arbeit,Leistungen zur Eingliederung in Arbeit,110168511
34,5307,60,2,13301,3529815476.92,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,Allgemeine Finanzverwaltung,600213301,Allgemeine Finanzverwaltung nullzwei einsdreidreinulleins ,Allgemeine Finanzverwaltung nullzwei einsdreidreinulleins  Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,600213301
35,3074,11,13,63622,2908908552.21,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Bundesministerium für Arbeit und Soziales,111363622,Bundesministerium für Arbeit und Soziales einsdrei sechsdreisechszweizwei ,Bundesministerium für Arbeit und Soziales einsdrei sechsdreisechszweizwei  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,110263612
36,4195,14,68,43353,2714969755.79,Versorgungsbezüge,Bundesministerium der Verteidigung,146843353,Bundesministerium der Verteidigung sechsacht vierdreidreifünfdrei ,Bundesministerium der Verteidigung sechsacht vierdreidreifünfdrei  Versorgungsbezüge,Versorgungsbezüge,140343353
38,4024,14,4,42801,2683181795.55,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium der Verteidigung,140442801,Bundesministerium der Verteidigung nullvier vierzweiachtnulleins ,Bundesministerium der Verteidigung nullvier vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,141342801
40,3752,12,22,89111,2500000000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,122289111,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinseinseins ,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinseinseins  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,120289111
41,2469,10,2,63651,2194217695.08,Zuschüsse zur Alterssicherung der Landwirte,Bundesministerium für Ernährung und Landwirtschaft,100263651,Bundesministerium für Ernährung und Landwirtschaft nullzwei sechsdreisechsfünfeins ,Bundesministerium für Ernährung und Landwirtschaft nullzwei sechsdreisechsfünfeins  Zuschüsse zur Alterssicherung der Landwirte,Zuschüsse zur Alterssicherung der Landwirte,100163601
43,4107,14,12,51802,1923802347.41,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium der Verteidigung,141251802,Bundesministerium der Verteidigung einszwei fünfeinsachtnullzwei ,Bundesministerium der Verteidigung einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,140851802
45,3065,11,13,63201,1850003200.56,Beteiligung des Bundes an der Grundsicherung im Alter und bei Erwerbsminderung,Bundesministerium für Arbeit und Soziales,111363201,Bundesministerium für Arbeit und Soziales einsdrei sechsdreizweinulleins ,Bundesministerium für Arbeit und Soziales einsdrei sechsdreizweinulleins  Beteiligung des Bundes an der Grundsicherung im Alter und bei Erwerbsminderung,Erstattungen des Bundes für die Grundsicherung im Alter und bei Erwerbsminderung,110263201
46,3064,11,13,23201,1668880672.81,Erstattungen für Aufwendungen aufgrund der Überführung von Zusatzversorgungssystemen in die Rentenversicherung,Bundesministerium für Arbeit und Soziales,111323201,Bundesministerium für Arbeit und Soziales einsdrei zweidreizweinulleins ,Bundesministerium für Arbeit und Soziales einsdrei zweidreizweinulleins  Erstattungen für Aufwendungen aufgrund der Überführung von Zusatzversorgungssystemen in die Rentenversicherung,,
47,5095,23,2,86601,1665523078.87,Bilaterale Finanzielle Zusammenarbeit,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230286601,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzwei achtsechssechsnulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzwei achtsechssechsnulleins  Bilaterale Finanzielle Zusammenarbeit,Bilaterale Finanzielle Zusammenarbeit - Darlehen,230186611
48,5338,60,2,83621,1617003000.0,Erhöhung des Kapitalanteils an der Europäischen Investitionsbank,Allgemeine Finanzverwaltung,600283621,Allgemeine Finanzverwaltung nullzwei achtdreisechszweieins ,Allgemeine Finanzverwaltung nullzwei achtdreisechszweieins  Erhöhung des Kapitalanteils an der Europäischen Investitionsbank,,
50,5293,60,1,4101,1576983778.75,Kernbrennstoffsteuer,Allgemeine Finanzverwaltung,600104101,Allgemeine Finanzverwaltung nulleins nullviereinsnulleins ,Allgemeine Finanzverwaltung nulleins nullviereinsnulleins  Kernbrennstoffsteuer,,
51,5187,30,3,68505,1459959000.0,Hochschulpakt 2020,Bundesministerium für Bildung und Forschung,300368505,Bundesministerium für Bildung und Forschung nulldrei sechsachtfünfnullfünf ,Bundesministerium für Bildung und Forschung nulldrei sechsachtfünfnullfünf  Hochschulpakt 2020,,
53,4141,14,16,55417,1389930117.85,Beschaffung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,141655417,Bundesministerium der Verteidigung einssechs fünffünfviereinssieben ,Bundesministerium der Verteidigung einssechs fünffünfviereinssieben  Beschaffung des Waffensystems Eurofighter,Entwicklung des Waffensystems Eurofighter,140455118
55,3685,12,18,88203,1335500000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,Bundesministerium für Digitales und Verkehr,121888203,Bundesministerium für Digitales und Verkehr einsacht achtachtzweinulldrei ,Bundesministerium für Digitales und Verkehr einsacht achtachtzweinulldrei  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,Erstattungen an die Versorgungsanstalt des Bundes und der Länder für die Übergangsversorgung der Angestellten im Flugverkehrs-Kontrolldienst,122163611
56,5098,23,2,89603,1315979663.24,Bilaterale Technische Zusammenarbeit,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230289603,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzwei achtneunsechsnulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzwei achtneunsechsnulldrei  Bilaterale Technische Zusammenarbeit,Bilaterale Technische Zusammenarbeit,230189603
58,5264,32,5,57508,1283413162.94,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),Bundesschuld,320557508,Bundesschuld nullfünf fünfsiebenfünfnullacht ,Bundesschuld nullfünf fünfsiebenfünfnullacht  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),320557508
59,5261,32,5,57505,1239720375.88,Zinsen für Bundesschatzanweisungen,Bundesschuld,320557505,Bundesschuld nullfünf fünfsiebenfünfnullfünf ,Bundesschuld nullfünf fünfsiebenfünfnullfünf  Zinsen für Bundesschatzanweisungen,Zinsen für Bundesschatzanweisungen,320557505
60,3745,12,22,89101,1237300000.0,Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,122289101,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinsnulleins ,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinsnulleins  Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen,121089151
61,4093,14,9,55311,1234553703.54,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",Bundesministerium der Verteidigung,140955311,Bundesministerium der Verteidigung nullneun fünffünfdreieinseins ,"Bundesministerium der Verteidigung nullneun fünffünfdreieinseins  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",140655311
62,2472,10,2,63655,1225748058.32,Zuschüsse an die Träger der Krankenversicherung der Landwirte,Bundesministerium für Ernährung und Landwirtschaft,100263655,Bundesministerium für Ernährung und Landwirtschaft nullzwei sechsdreisechsfünffünf ,Bundesministerium für Ernährung und Landwirtschaft nullzwei sechsdreisechsfünffünf  Zuschüsse an die Träger der Krankenversicherung der Landwirte,Zuschüsse zur Krankenversicherung der Landwirte,100163604
63,3405,12,9,74132,1207243990.53,Erhaltung (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,120974132,Bundesministerium für Digitales und Verkehr nullneun siebenviereinsdreizwei ,Bundesministerium für Digitales und Verkehr nullneun siebenviereinsdreizwei  Erhaltung (Bundesautobahnen),Pauschale Abgeltung der Zweckausgaben bei Entwurfsbearbeitung und Bauaufsicht (Bundesautobahnen),120163212
64,1803,8,4,42201,1207189555.78,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium der Finanzen,080442201,Bundesministerium der Finanzen nullvier vierzweizweinulleins ,Bundesministerium der Finanzen nullvier vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,081642201
65,2050,9,3,68311,1181750619.32,"Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",Bundesministerium für Wirtschaft und Klimaschutz,090368311,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechsachtdreieinseins ,"Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechsachtdreieinseins  Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",,
67,3082,11,13,63685,1115260346.38,Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,Bundesministerium für Arbeit und Soziales,111363685,Bundesministerium für Arbeit und Soziales einsdrei sechsdreisechsachtfünf ,Bundesministerium für Arbeit und Soziales einsdrei sechsdreisechsachtfünf  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",110263685
72,4020,14,4,42201,1005107716.2,"Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten",Bundesministerium der Verteidigung,140442201,Bundesministerium der Verteidigung nullvier vierzweizweinulleins ,"Bundesministerium der Verteidigung nullvier vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten",,
74,3033,11,10,68101,963050005.99,Versorgungsbezüge für Beschädigte und Hinterbliebene,Bundesministerium für Arbeit und Soziales,111068101,Bundesministerium für Arbeit und Soziales einsnull sechsachteinsnulleins ,Bundesministerium für Arbeit und Soziales einsnull sechsachteinsnulleins  Versorgungsbezüge für Beschädigte und Hinterbliebene,,
80,3774,12,25,66107,750392167.34,"Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2- Gebäudesanierungsprogramm"" der KfW-Bankengruppe - Abwicklung",Bundesministerium für Digitales und Verkehr,122566107,Bundesministerium für Digitales und Verkehr zweifünf sechssechseinsnullsieben ,"Bundesministerium für Digitales und Verkehr zweifünf sechssechseinsnullsieben  Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2- Gebäudesanierungsprogramm"" der KfW-Bankengruppe - Abwicklung",,
81,5089,23,2,68752,736938068.45,Zahlungen an Einrichtungen der Weltbankgruppe,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230268752,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzwei sechsachtsiebenfünfzwei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzwei sechsachtsiebenfünfzwei  Zahlungen an Einrichtungen der Weltbankgruppe,Zahlungen an Einrichtungen der Weltbankgruppe,230468701
82,4196,14,68,43354,727232747.95,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",Bundesministerium der Verteidigung,146843354,Bundesministerium der Verteidigung sechsacht vierdreidreifünfvier ,"Bundesministerium der Verteidigung sechsacht vierdreidreifünfvier  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",140343354
83,3402,12,9,74111,725096035.55,Bedarfsplanmaßnahmen (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,120974111,Bundesministerium für Digitales und Verkehr nullneun siebenviereinseinseins ,Bundesministerium für Digitales und Verkehr nullneun siebenviereinseinseins  Bedarfsplanmaßnahmen (Bundesautobahnen),Maßnahmen zur Lärmsanierung an bestehenden Schienenwegen der Eisenbahnen des Bundes,120289105
84,4136,14,16,55412,706530349.28,"Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",Bundesministerium der Verteidigung,141655412,Bundesministerium der Verteidigung einssechs fünffünfviereinszwei ,"Bundesministerium der Verteidigung einssechs fünffünfviereinszwei  Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät","Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",140655310
85,4186,14,67,43257,703111462.06,Versorgungsbezüge,Bundesministerium der Verteidigung,146743257,Bundesministerium der Verteidigung sechssieben vierdreizweifünfsieben ,Bundesministerium der Verteidigung sechssieben vierdreizweifünfsieben  Versorgungsbezüge,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",141345301
86,1976,8,67,43257,695646399.71,Versorgungsbezüge,Bundesministerium der Finanzen,086743257,Bundesministerium der Finanzen sechssieben vierdreizweifünfsieben ,Bundesministerium der Finanzen sechssieben vierdreizweifünfsieben  Versorgungsbezüge,,
87,5183,30,2,88260,695300000.0,Kompensationsmittel für die Abschaffung der GA Hochschulbau,Bundesministerium für Bildung und Forschung,300288260,Bundesministerium für Bildung und Forschung nullzwei achtachtzweisechsnull ,Bundesministerium für Bildung und Forschung nullzwei achtachtzweisechsnull  Kompensationsmittel für die Abschaffung der GA Hochschulbau,,
88,5306,60,2,12104,642567037.29,Anteil des Bundes am Reingewinn der Deutschen Bundesbank,Allgemeine Finanzverwaltung,600212104,Allgemeine Finanzverwaltung nullzwei einszweieinsnullvier ,Allgemeine Finanzverwaltung nullzwei einszweieinsnullvier  Anteil des Bundes am Reingewinn der Deutschen Bundesbank,,
89,2086,9,5,89631,636453616.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Bundesministerium für Wirtschaft und Klimaschutz,090589631,Bundesministerium für Wirtschaft und Klimaschutz nullfünf achtneunsechsdreieins ,Bundesministerium für Wirtschaft und Klimaschutz nullfünf achtneunsechsdreieins  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,090189631
90,4083,14,7,53256,635000000.0,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium der Verteidigung,140753256,Bundesministerium der Verteidigung nullsieben fünfdreizweifünfsechs ,Bundesministerium der Verteidigung nullsieben fünfdreizweifünfsechs  Ausgaben für Aufträge und Dienstleistungen,Aufträge und Dienstleistungen im Bereich Informationstechnik,140353201
92,4142,14,16,55418,619981558.73,Beschaffung des Großraumtransportflugzeuges A400M,Bundesministerium der Verteidigung,141655418,Bundesministerium der Verteidigung einssechs fünffünfviereinsacht ,Bundesministerium der Verteidigung einssechs fünffünfviereinsacht  Beschaffung des Großraumtransportflugzeuges A400M,Beschaffung des Großraumtransportflugzeuges A400M,140555418
94,5097,23,2,89602,598408040.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom  und Cotonou)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230289602,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzwei achtneunsechsnullzwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullzwei achtneunsechsnullzwei  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom  und Cotonou)","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",230389602
95,3770,12,25,63201,591654493.0,Wohngeld nach dem Wohngeldgesetz,Bundesministerium für Digitales und Verkehr,122563201,Bundesministerium für Digitales und Verkehr zweifünf sechsdreizweinulleins ,Bundesministerium für Digitales und Verkehr zweifünf sechsdreizweinulleins  Wohngeld nach dem Wohngeldgesetz,Nicht aufteilbare sächliche Verwaltungsausgaben,122054731
96,4787,17,2,88401,580500000.0,"Zuweisungen für Investitionen an das Sondervermögen Kinderbetreuungsausbau für die ""Kinderbetreuungsfinanzierung 2013-2014""","Bundesministerium für Familie, Senioren, Frauen und Jugend",170288401,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei achtachtviernulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei achtachtviernulleins  Zuweisungen für Investitionen an das Sondervermögen Kinderbetreuungsausbau für die ""Kinderbetreuungsfinanzierung 2013-2014""",,
98,3447,12,10,74142,569591733.42,Erhaltung (Bundesstraßen),Bundesministerium für Digitales und Verkehr,121074142,Bundesministerium für Digitales und Verkehr einsnull siebenviereinsvierzwei ,Bundesministerium für Digitales und Verkehr einsnull siebenviereinsvierzwei  Erhaltung (Bundesstraßen),Erhaltung (Bundesstraßen),120174142
102,3785,12,25,88202,518200000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,Bundesministerium für Digitales und Verkehr,122588202,Bundesministerium für Digitales und Verkehr zweifünf achtachtzweinullzwei ,Bundesministerium für Digitales und Verkehr zweifünf achtachtzweinullzwei  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,Kostenerstattung an Länder für die Durchführung von Kontrollen gemäß Bund-Länder-Vereinbarung (SOLAS-Übereinkommen),121963202
104,3435,12,10,52111,490255230.9,Betriebsdienst (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,121052111,Bundesministerium für Digitales und Verkehr einsnull fünfzweieinseinseins ,Bundesministerium für Digitales und Verkehr einsnull fünfzweieinseinseins  Betriebsdienst (Bundesautobahnen),"Investitionen der ""Die Autobahn GmbH des Bundes""",120189111
105,3386,12,9,53201,488872333.53,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private,Bundesministerium für Digitales und Verkehr,120953201,Bundesministerium für Digitales und Verkehr nullneun fünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr nullneun fünfdreizweinulleins  Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren,120153224
106,2836,11,2,27202,479953830.08,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,Bundesministerium für Arbeit und Soziales,110227202,Bundesministerium für Arbeit und Soziales nullzwei zweisiebenzweinullzwei ,Bundesministerium für Arbeit und Soziales nullzwei zweisiebenzweinullzwei  Einnahmen aus Zuschüssen des Europäischen Sozialfonds,Einnahmen aus Zuschüssen des Europäischen Sozialfonds,110627202
