,index,Epl.,Kap.,Tit.,Ist 2014,Zweckbestimmung,ministries,2014 id,id_nlp_help,id_nlp,2014 Zweckbestimmung,id
25,2348,11,1,63613,4696056449.99,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende ,Bundesministerium für Arbeit und Soziales,110163613,Bundesministerium für Arbeit und Soziales nulleins sechsdreisechseinsdrei ,Bundesministerium für Arbeit und Soziales nulleins sechsdreisechseinsdrei  Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende ,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,110163613
26,2942,12,9,11102,4464307402.85,Einnahmen aus der streckenbezogenen LKW-Maut ,Bundesministerium für Digitales und Verkehr,120911102,Bundesministerium für Digitales und Verkehr nullneun einseinseinsnullzwei ,Bundesministerium für Digitales und Verkehr nullneun einseinseinsnullzwei  Einnahmen aus der streckenbezogenen LKW-Maut ,Einnahmen aus der streckenbezogenen Maut,120111122
27,4835,60,2,83624,4343424000.0,Beteiligung am Grundkapital des Europäischen Stabilitätsmechanismus (ESM) ,Allgemeine Finanzverwaltung,600283624,Allgemeine Finanzverwaltung nullzwei achtdreisechszweivier ,Allgemeine Finanzverwaltung nullzwei achtdreisechszweivier  Beteiligung am Grundkapital des Europäischen Stabilitätsmechanismus (ESM) ,,
28,2347,11,1,63211,4161595330.03,Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung ,Bundesministerium für Arbeit und Soziales,110163211,Bundesministerium für Arbeit und Soziales nulleins sechsdreizweieinseins ,Bundesministerium für Arbeit und Soziales nulleins sechsdreizweieinseins  Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung ,Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,110163211
30,2350,11,1,68511,3419737041.98,Leistungen zur Eingliederung in Arbeit ,Bundesministerium für Arbeit und Soziales,110168511,Bundesministerium für Arbeit und Soziales nulleins sechsachtfünfeinseins ,Bundesministerium für Arbeit und Soziales nulleins sechsachtfünfeinseins  Leistungen zur Eingliederung in Arbeit ,Leistungen zur Eingliederung in Arbeit,110168511
31,4753,32,5,57503,3288824382.8,Zinsen für Bundesobligationen ,Bundesschuld,320557503,Bundesschuld nullfünf fünfsiebenfünfnulldrei ,Bundesschuld nullfünf fünfsiebenfünfnulldrei  Zinsen für Bundesobligationen ,Zinsen für Bundesobligationen,320557503
33,2358,11,2,63612,3014052920.04,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV ,Bundesministerium für Arbeit und Soziales,110263612,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechseinszwei ,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechseinszwei  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV ,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,110263612
34,3653,14,68,43353,2917919272.2,Versorgungsbezüge ,Bundesministerium der Verteidigung,146843353,Bundesministerium der Verteidigung sechsacht vierdreidreifünfdrei ,Bundesministerium der Verteidigung sechsacht vierdreidreifünfdrei  Versorgungsbezüge ,Versorgungsbezüge,140343353
36,3316,12,22,89111,2750000000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes ,Bundesministerium für Digitales und Verkehr,122289111,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinseinseins ,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinseinseins  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes ,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,120289111
37,3480,14,4,42801,2658673012.45,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,Bundesministerium der Verteidigung,140442801,Bundesministerium der Verteidigung nullvier vierzweiachtnulleins ,Bundesministerium der Verteidigung nullvier vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,141342801
38,3566,14,12,51802,2602082003.51,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement ,Bundesministerium der Verteidigung,141251802,Bundesministerium der Verteidigung einszwei fünfeinsachtnullzwei ,Bundesministerium der Verteidigung einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement ,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,140851802
39,4800,60,2,12104,2500000000.0,Anteil des Bundes am Reingewinn der Deutschen Bundesbank ,Allgemeine Finanzverwaltung,600212104,Allgemeine Finanzverwaltung nullzwei einszweieinsnullvier ,Allgemeine Finanzverwaltung nullzwei einszweieinsnullvier  Anteil des Bundes am Reingewinn der Deutschen Bundesbank ,,
41,4642,30,3,68505,2214996350.0,Hochschulpakt 2020 ,Bundesministerium für Bildung und Forschung,300368505,Bundesministerium für Bildung und Forschung nulldrei sechsachtfünfnullfünf ,Bundesministerium für Bildung und Forschung nulldrei sechsachtfünfnullfünf  Hochschulpakt 2020 ,,
42,2029,10,1,63601,2174527991.97,Zuschüsse zur Alterssicherung der Landwirte ,Bundesministerium für Ernährung und Landwirtschaft,100163601,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnulleins ,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnulleins  Zuschüsse zur Alterssicherung der Landwirte ,Zuschüsse zur Alterssicherung der Landwirte,100163601
45,2976,12,9,74132,1719932822.96,Erhaltung (Bundesautobahnen) ,Bundesministerium für Digitales und Verkehr,120974132,Bundesministerium für Digitales und Verkehr nullneun siebenviereinsdreizwei ,Bundesministerium für Digitales und Verkehr nullneun siebenviereinsdreizwei  Erhaltung (Bundesautobahnen) ,Pauschale Abgeltung der Zweckausgaben bei Entwurfsbearbeitung und Bauaufsicht (Bundesautobahnen),120163212
49,3552,14,9,55311,1374819216.77,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät ",Bundesministerium der Verteidigung,140955311,Bundesministerium der Verteidigung nullneun fünffünfdreieinseins ,"Bundesministerium der Verteidigung nullneun fünffünfdreieinseins  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät ","Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",140655311
50,2032,10,1,63604,1357027000.0,Zuschüsse zur Krankenversicherung der Landwirte ,Bundesministerium für Ernährung und Landwirtschaft,100163604,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnullvier ,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnullvier  Zuschüsse zur Krankenversicherung der Landwirte ,Zuschüsse zur Krankenversicherung der Landwirte,100163604
51,3239,12,18,88203,1335500000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden ,Bundesministerium für Digitales und Verkehr,121888203,Bundesministerium für Digitales und Verkehr einsacht achtachtzweinulldrei ,Bundesministerium für Digitales und Verkehr einsacht achtachtzweinulldrei  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden ,Erstattungen an die Versorgungsanstalt des Bundes und der Länder für die Übergangsversorgung der Angestellten im Flugverkehrs-Kontrolldienst,122163611
52,1579,8,13,42201,1300305355.97,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,Bundesministerium der Finanzen,081342201,Bundesministerium der Finanzen einsdrei vierzweizweinulleins ,Bundesministerium der Finanzen einsdrei vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,081342201
53,4529,23,1,89611,1284749999.99,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230189611,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechseinseins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechseinseins  Bilaterale Finanzielle Zusammenarbeit - Zuschüsse ,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,230189611
54,4526,23,1,89603,1245350550.91,Bilaterale Technische Zusammenarbeit ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230189603,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechsnulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechsnulldrei  Bilaterale Technische Zusammenarbeit ,Bilaterale Technische Zusammenarbeit,230189603
57,1716,9,3,68311,1168677285.21,"Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen ",Bundesministerium für Wirtschaft und Klimaschutz,090368311,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechsachtdreieinseins ,"Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechsachtdreieinseins  Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen ",,
58,2366,11,2,63685,1139320337.46,Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen ,Bundesministerium für Arbeit und Soziales,110263685,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechsachtfünf ,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechsachtfünf  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen ,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",110263685
61,3479,14,4,42201,1018418818.21,"Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten ",Bundesministerium der Verteidigung,140442201,Bundesministerium der Verteidigung nullvier vierzweizweinulleins ,"Bundesministerium der Verteidigung nullvier vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten ",,
64,4801,60,2,13301,971716898.46,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes ,Allgemeine Finanzverwaltung,600213301,Allgemeine Finanzverwaltung nullzwei einsdreidreinulleins ,Allgemeine Finanzverwaltung nullzwei einsdreidreinulleins  Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes ,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,600213301
65,3310,12,22,89101,934060054.11,Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes ,Bundesministerium für Digitales und Verkehr,122289101,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinsnulleins ,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinsnulleins  Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes ,Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen,121089151
67,1503,8,3,12101,873532114.04,Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen - ,Bundesministerium der Finanzen,080312101,Bundesministerium der Finanzen nulldrei einszweieinsnulleins ,Bundesministerium der Finanzen nulldrei einszweieinsnulleins  Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen - ,Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen -,080312101
72,3644,14,67,43257,760675448.07,Versorgungsbezüge ,Bundesministerium der Verteidigung,146743257,Bundesministerium der Verteidigung sechssieben vierdreizweifünfsieben ,Bundesministerium der Verteidigung sechssieben vierdreizweifünfsieben  Versorgungsbezüge ,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",141345301
73,3019,12,10,74142,751583506.92,Erhaltung (Bundesstraßen) ,Bundesministerium für Digitales und Verkehr,121074142,Bundesministerium für Digitales und Verkehr einsnull siebenviereinsvierzwei ,Bundesministerium für Digitales und Verkehr einsnull siebenviereinsvierzwei  Erhaltung (Bundesstraßen) ,Erhaltung (Bundesstraßen),120174142
74,3600,14,16,55418,750326976.81,Beschaffung des Großraumtransportflugzeuges A400M ,Bundesministerium der Verteidigung,141655418,Bundesministerium der Verteidigung einssechs fünffünfviereinsacht ,Bundesministerium der Verteidigung einssechs fünffünfviereinsacht  Beschaffung des Großraumtransportflugzeuges A400M ,Beschaffung des Großraumtransportflugzeuges A400M,140555418
75,1534,8,11,43257,728405737.32,Versorgungsbezüge ,Bundesministerium der Finanzen,081143257,Bundesministerium der Finanzen einseins vierdreizweifünfsieben ,Bundesministerium der Finanzen einseins vierdreizweifünfsieben  Versorgungsbezüge ,Versorgungsbezüge,081143257
76,2379,11,3,68111,727518924.02,Versorgungsbezüge ,Bundesministerium für Arbeit und Soziales,110368111,Bundesministerium für Arbeit und Soziales nulldrei sechsachteinseinseins ,Bundesministerium für Arbeit und Soziales nulldrei sechsachteinseinseins  Versorgungsbezüge ,,
77,4787,60,1,4101,707983120.0,Kernbrennstoffsteuer ,Allgemeine Finanzverwaltung,600104101,Allgemeine Finanzverwaltung nulleins nullviereinsnulleins ,Allgemeine Finanzverwaltung nulleins nullviereinsnulleins  Kernbrennstoffsteuer ,,
78,3654,14,68,43354,703505590.91,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge ",Bundesministerium der Verteidigung,146843354,Bundesministerium der Verteidigung sechsacht vierdreidreifünfvier ,"Bundesministerium der Verteidigung sechsacht vierdreidreifünfvier  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge ","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",140343354
79,4635,30,2,88260,695300000.0,Kompensationsmittel für die Abschaffung der GA Hochschulbau ,Bundesministerium für Bildung und Forschung,300288260,Bundesministerium für Bildung und Forschung nullzwei achtachtzweisechsnull ,Bundesministerium für Bildung und Forschung nullzwei achtachtzweisechsnull  Kompensationsmittel für die Abschaffung der GA Hochschulbau ,,
80,4548,23,3,89602,669272768.98,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom  und Cotonou) ",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230389602,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei achtneunsechsnullzwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei achtneunsechsnullzwei  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lom  und Cotonou) ","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",230389602
81,4758,32,5,57508,644705905.55,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG) ,Bundesschuld,320557508,Bundesschuld nullfünf fünfsiebenfünfnullacht ,Bundesschuld nullfünf fünfsiebenfünfnullacht  Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG) ,Zinsen gem. § 4 des Schlusszahlungsfinanzierungsgesetzes (SchlussFinG),320557508
82,3542,14,7,53256,640684072.19,Ausgaben für Aufträge und Dienstleistungen ,Bundesministerium der Verteidigung,140753256,Bundesministerium der Verteidigung nullsieben fünfdreizweifünfsechs ,Bundesministerium der Verteidigung nullsieben fünfdreizweifünfsechs  Ausgaben für Aufträge und Dienstleistungen ,Aufträge und Dienstleistungen im Bereich Informationstechnik,140353201
83,1691,9,1,89631,634250000.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris ,Bundesministerium für Wirtschaft und Klimaschutz,090189631,Bundesministerium für Wirtschaft und Klimaschutz nulleins achtneunsechsdreieins ,Bundesministerium für Wirtschaft und Klimaschutz nulleins achtneunsechsdreieins  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris ,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,090189631
84,4765,32,8,87201,622250900.14,"Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden ",Bundesschuld,320887201,Bundesschuld nullacht achtsiebenzweinulleins ,"Bundesschuld nullacht achtsiebenzweinulleins  Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden ","Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",320887601
86,4552,23,4,68701,616143709.11,Zahlungen an Einrichtungen der Weltbankgruppe ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230468701,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullvier sechsachtsiebennulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullvier sechsachtsiebennulleins  Zahlungen an Einrichtungen der Weltbankgruppe ,Zahlungen an Einrichtungen der Weltbankgruppe,230468701
89,1720,9,3,66122,600816519.94,"Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung ",Bundesministerium für Wirtschaft und Klimaschutz,090366122,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechssechseinszweizwei ,"Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechssechseinszweizwei  Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung ",,
92,2973,12,9,74111,565256365.86,Bedarfsplanmaßnahmen (Bundesautobahnen) ,Bundesministerium für Digitales und Verkehr,120974111,Bundesministerium für Digitales und Verkehr nullneun siebenviereinseinseins ,Bundesministerium für Digitales und Verkehr nullneun siebenviereinseinseins  Bedarfsplanmaßnahmen (Bundesautobahnen) ,Maßnahmen zur Lärmsanierung an bestehenden Schienenwegen der Eisenbahnen des Bundes,120289105
93,4519,23,1,18601,554926659.58,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230118601,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins einsachtsechsnulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins einsachtsechsnulleins  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen ,Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen,230116601
96,286,4,4,54101,535672589.93,Zuschuss an den Bundesnachrichtendienst ,Bundeskanzler und Bundeskanzleramt,040454101,Bundeskanzler und Bundeskanzleramt nullvier fünfviereinsnulleins ,Bundeskanzler und Bundeskanzleramt nullvier fünfviereinsnulleins  Zuschuss an den Bundesnachrichtendienst ,Zuschuss an den Bundesnachrichtendienst,041454101
98,4828,60,2,68702,532000000.0,Zahlung an die Hellenische Republik ,Allgemeine Finanzverwaltung,600268702,Allgemeine Finanzverwaltung nullzwei sechsachtsiebennullzwei ,Allgemeine Finanzverwaltung nullzwei sechsachtsiebennullzwei  Zahlung an die Hellenische Republik ,,
100,3006,12,10,52111,528149558.32,Betriebsdienst (Bundesautobahnen) ,Bundesministerium für Digitales und Verkehr,121052111,Bundesministerium für Digitales und Verkehr einsnull fünfzweieinseinseins ,Bundesministerium für Digitales und Verkehr einsnull fünfzweieinseinseins  Betriebsdienst (Bundesautobahnen) ,"Investitionen der ""Die Autobahn GmbH des Bundes""",120189111
101,1670,9,1,68301,526559237.55,"Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM) ",Bundesministerium für Wirtschaft und Klimaschutz,090168301,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtdreinulleins ,"Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtdreinulleins  Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM) ","Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)",090168301
102,3657,14,68,44653,522699326.64,Beihilfen aufgrund der Beihilfevorschriften ,Bundesministerium der Verteidigung,146844653,Bundesministerium der Verteidigung sechsacht vierviersechsfünfdrei ,Bundesministerium der Verteidigung sechsacht vierviersechsfünfdrei  Beihilfen aufgrund der Beihilfevorschriften ,Beihilfen aufgrund der Beihilfevorschriften,140344653
103,2959,12,9,53201,521056055.62,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private ,Bundesministerium für Digitales und Verkehr,120953201,Bundesministerium für Digitales und Verkehr nullneun fünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr nullneun fünfdreizweinulleins  Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren für LKW durch Private ,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren,120153224
104,4037,16,6,88202,518200000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung ,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160688202,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechs achtachtzweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechs achtachtzweinullzwei  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung ",,
105,3594,14,16,55412,506666626.11,"Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät ",Bundesministerium der Verteidigung,141655412,Bundesministerium der Verteidigung einssechs fünffünfviereinszwei ,"Bundesministerium der Verteidigung einssechs fünffünfviereinszwei  Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät ","Erhaltung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",140655310
106,4819,60,2,62401,506293167.77,"Zuführungen an das Sondervermögen ""Investitions- und Tilgungsfonds"" ",Allgemeine Finanzverwaltung,600262401,Allgemeine Finanzverwaltung nullzwei sechszweiviernulleins ,"Allgemeine Finanzverwaltung nullzwei sechszweiviernulleins  Zuführungen an das Sondervermögen ""Investitions- und Tilgungsfonds"" ",,
