,index,Epl.,Kap.,Tit.,Ist 2015,Zweckbestimmung,ministries,2015 id,id_nlp_help,id_nlp,2015 Zweckbestimmung,id
25,3335,12,22,63401,5253800000.0,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,Bundesministerium für Digitales und Verkehr,122263401,Bundesministerium für Digitales und Verkehr zweizwei sechsdreiviernulleins ,Bundesministerium für Digitales und Verkehr zweizwei sechsdreiviernulleins  Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,Erstattungen von Verwaltungsausgaben des Bundeseisenbahnvermögens,121663401
26,2357,11,1,63211,5249044147.39,Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,Bundesministerium für Arbeit und Soziales,110163211,Bundesministerium für Arbeit und Soziales nulleins sechsdreizweieinseins ,Bundesministerium für Arbeit und Soziales nulleins sechsdreizweieinseins  Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,Beteiligung des Bundes an den Leistungen für Unterkunft und Heizung,110163211
27,2358,11,1,63613,4809520646.89,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Bundesministerium für Arbeit und Soziales,110163613,Bundesministerium für Arbeit und Soziales nulleins sechsdreisechseinsdrei ,Bundesministerium für Arbeit und Soziales nulleins sechsdreisechseinsdrei  Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,Verwaltungskosten für die Durchführung der Grundsicherung für Arbeitsuchende,110163613
28,2967,12,9,11102,4386268539.67,Einnahmen aus der streckenbezogenen Maut,Bundesministerium für Digitales und Verkehr,120911102,Bundesministerium für Digitales und Verkehr nullneun einseinseinsnullzwei ,Bundesministerium für Digitales und Verkehr nullneun einseinseinsnullzwei  Einnahmen aus der streckenbezogenen Maut,Einnahmen aus der streckenbezogenen Maut,120111122
31,4863,60,2,88401,3500000000.0,"Zuweisung an das Sondervermögen ""Kommunalinvestitionsförderungsfonds""",Allgemeine Finanzverwaltung,600288401,Allgemeine Finanzverwaltung nullzwei achtachtviernulleins ,"Allgemeine Finanzverwaltung nullzwei achtachtviernulleins  Zuweisung an das Sondervermögen ""Kommunalinvestitionsförderungsfonds""",,
32,3349,12,22,89111,3350000000.0,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,122289111,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinseinseins ,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinseinseins  Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für einen Infrastrukturbeitrag zur Erhaltung der Schienenwege der Eisenbahnen des Bundes,120289111
33,2360,11,1,68511,3234392462.03,Leistungen zur Eingliederung in Arbeit,Bundesministerium für Arbeit und Soziales,110168511,Bundesministerium für Arbeit und Soziales nulleins sechsachtfünfeinseins ,Bundesministerium für Arbeit und Soziales nulleins sechsachtfünfeinseins  Leistungen zur Eingliederung in Arbeit,Leistungen zur Eingliederung in Arbeit,110168511
34,2367,11,2,63612,3077976895.94,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Bundesministerium für Arbeit und Soziales,110263612,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechseinszwei ,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechseinszwei  Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der Überführung von Zusatzversorgungssystemen in die RV,110263612
35,3684,14,68,43353,3020918954.74,Versorgungsbezüge,Bundesministerium der Verteidigung,146843353,Bundesministerium der Verteidigung sechsacht vierdreidreifünfdrei ,Bundesministerium der Verteidigung sechsacht vierdreidreifünfdrei  Versorgungsbezüge,Versorgungsbezüge,140343353
36,4831,60,2,12104,2953608878.95,Anteil des Bundes am Reingewinn der Deutschen Bundesbank,Allgemeine Finanzverwaltung,600212104,Allgemeine Finanzverwaltung nullzwei einszweieinsnullvier ,Allgemeine Finanzverwaltung nullzwei einszweieinsnullvier  Anteil des Bundes am Reingewinn der Deutschen Bundesbank,,
37,4787,32,5,57503,2783881868.24,Zinsen für Bundesobligationen,Bundesschuld,320557503,Bundesschuld nullfünf fünfsiebenfünfnulldrei ,Bundesschuld nullfünf fünfsiebenfünfnulldrei  Zinsen für Bundesobligationen,Zinsen für Bundesobligationen,320557503
39,3510,14,4,42801,2595281937.06,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium der Verteidigung,140442801,Bundesministerium der Verteidigung nullvier vierzweiachtnulleins ,Bundesministerium der Verteidigung nullvier vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,141342801
40,3598,14,12,51802,2556222016.42,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium der Verteidigung,141251802,Bundesministerium der Verteidigung einszwei fünfeinsachtnullzwei ,Bundesministerium der Verteidigung einszwei fünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,140851802
43,2045,10,1,63601,2168524566.1,Zuschüsse zur Alterssicherung der Landwirte,Bundesministerium für Ernährung und Landwirtschaft,100163601,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnulleins ,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnulleins  Zuschüsse zur Alterssicherung der Landwirte,Zuschüsse zur Alterssicherung der Landwirte,100163601
44,4679,30,3,68505,2119447923.0,Hochschulpakt 2020,Bundesministerium für Bildung und Forschung,300368505,Bundesministerium für Bildung und Forschung nulldrei sechsachtfünfnullfünf ,Bundesministerium für Bildung und Forschung nulldrei sechsachtfünfnullfünf  Hochschulpakt 2020,,
45,4852,60,2,61401,2081000000.0,Zuweisung an den Energie- und Klimafonds,Allgemeine Finanzverwaltung,600261401,Allgemeine Finanzverwaltung nullzwei sechseinsviernulleins ,Allgemeine Finanzverwaltung nullzwei sechseinsviernulleins  Zuweisung an den Energie- und Klimafonds,,
49,3003,12,9,74132,1698934379.08,Erhaltung (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,120974132,Bundesministerium für Digitales und Verkehr nullneun siebenviereinsdreizwei ,Bundesministerium für Digitales und Verkehr nullneun siebenviereinsdreizwei  Erhaltung (Bundesautobahnen),Pauschale Abgeltung der Zweckausgaben bei Entwurfsbearbeitung und Bauaufsicht (Bundesautobahnen),120163212
51,3584,14,9,55311,1534034688.4,"Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",Bundesministerium der Verteidigung,140955311,Bundesministerium der Verteidigung nullneun fünffünfdreieinseins ,"Bundesministerium der Verteidigung nullneun fünffünfdreieinseins  Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät","Erhaltung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",140655311
53,2048,10,1,63604,1371130000.0,Zuschüsse zur Krankenversicherung der Landwirte,Bundesministerium für Ernährung und Landwirtschaft,100163604,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnullvier ,Bundesministerium für Ernährung und Landwirtschaft nulleins sechsdreisechsnullvier  Zuschüsse zur Krankenversicherung der Landwirte,Zuschüsse zur Krankenversicherung der Landwirte,100163604
54,4818,60,1,4101,1370531536.93,Kernbrennstoffsteuer,Allgemeine Finanzverwaltung,600104101,Allgemeine Finanzverwaltung nulleins nullviereinsnulleins ,Allgemeine Finanzverwaltung nulleins nullviereinsnulleins  Kernbrennstoffsteuer,,
55,1605,8,13,42201,1364356228.9,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium der Finanzen,081342201,Bundesministerium der Finanzen einsdrei vierzweizweinulleins ,Bundesministerium der Finanzen einsdrei vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,081342201
56,3272,12,18,88203,1335500000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,Bundesministerium für Digitales und Verkehr,121888203,Bundesministerium für Digitales und Verkehr einsacht achtachtzweinulldrei ,Bundesministerium für Digitales und Verkehr einsacht achtachtzweinulldrei  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes für Investitionen zur Verbesserung der Verkehrsverhältnisse der Gemeinden,Erstattungen an die Versorgungsanstalt des Bundes und der Länder für die Übergangsversorgung der Angestellten im Flugverkehrs-Kontrolldienst,122163611
58,4568,23,1,89611,1251693000.0,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230189611,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechseinseins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechseinseins  Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,Bilaterale Finanzielle Zusammenarbeit - Zuschüsse,230189611
59,4832,60,2,13301,1238311250.77,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,Allgemeine Finanzverwaltung,600213301,Allgemeine Finanzverwaltung nullzwei einsdreidreinulleins ,Allgemeine Finanzverwaltung nullzwei einsdreidreinulleins  Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,Einnahmen aus der Veräußerung von Beteiligungen und aus der Verwertung von sonstigem Kapitalvermögen des Bundes,600213301
62,2375,11,2,63685,1198491534.49,Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,Bundesministerium für Arbeit und Soziales,110263685,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechsachtfünf ,Bundesministerium für Arbeit und Soziales nullzwei sechsdreisechsachtfünf  Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten und Integrationsprojekten beschäftigten behinderten Menschen,"Zuschüsse zu den Beiträgen zur Rentenversicherung der in Werkstätten, bei anderen Leistungsanbietern nach § 60 SGB IX und Inklusionsbetrieben beschäftigten behinderten Menschen",110263685
63,4565,23,1,89603,1152496351.81,Bilaterale Technische Zusammenarbeit,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230189603,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechsnulldrei ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins achtneunsechsnulldrei  Bilaterale Technische Zusammenarbeit,Bilaterale Technische Zusammenarbeit,230189603
66,1744,9,3,68311,1088300000.0,"Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",Bundesministerium für Wirtschaft und Klimaschutz,090368311,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechsachtdreieinseins ,"Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechsachtdreieinseins  Zuschüsse für den Absatz deutscher Steinkohle zur Verstromung, zum Absatz an die Stahlindustrie sowie zum Ausgleich von Belastungen infolge von Kapazitätsanpassungen",,
68,3509,14,4,42201,1029564112.88,"Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten",Bundesministerium der Verteidigung,140442201,Bundesministerium der Verteidigung nullvier vierzweizweinulleins ,"Bundesministerium der Verteidigung nullvier vierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Richterinnen, Richter, Professorinnen, Professoren, Beamtinnen und Beamten",,
70,3343,12,22,89101,963000000.0,Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,Bundesministerium für Digitales und Verkehr,122289101,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinsnulleins ,Bundesministerium für Digitales und Verkehr zweizwei achtneuneinsnulleins  Baukostenzuschüsse für Investitionen in die Schienenwege der Eisenbahnen des Bundes,Baukostenzuschüsse für Investitionen in die Schienenwege der nicht bundeseigenen Eisenbahnen,121089151
73,3046,12,10,74142,867663508.11,Erhaltung (Bundesstraßen),Bundesministerium für Digitales und Verkehr,121074142,Bundesministerium für Digitales und Verkehr einsnull siebenviereinsvierzwei ,Bundesministerium für Digitales und Verkehr einsnull siebenviereinsvierzwei  Erhaltung (Bundesstraßen),Erhaltung (Bundesstraßen),120174142
74,4332,17,1,68103,855939436.0,Betreuungsgeld,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170168103,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleins sechsachteinsnulldrei ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleins sechsachteinsnulldrei  Betreuungsgeld",Kindergeld für Anspruchsberechtigte nach § 1 BKGG,170168111
78,3675,14,67,43257,778993575.3,Versorgungsbezüge,Bundesministerium der Verteidigung,146743257,Bundesministerium der Verteidigung sechssieben vierdreizweifünfsieben ,Bundesministerium der Verteidigung sechssieben vierdreizweifünfsieben  Versorgungsbezüge,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",141345301
79,1547,8,11,43257,740732539.19,Versorgungsbezüge,Bundesministerium der Finanzen,081143257,Bundesministerium der Finanzen einseins vierdreizweifünfsieben ,Bundesministerium der Finanzen einseins vierdreizweifünfsieben  Versorgungsbezüge,Versorgungsbezüge,081143257
80,3632,14,16,55418,740482762.64,Beschaffung des Großraumtransportflugzeuges A400M,Bundesministerium der Verteidigung,141655418,Bundesministerium der Verteidigung einssechs fünffünfviereinsacht ,Bundesministerium der Verteidigung einssechs fünffünfviereinsacht  Beschaffung des Großraumtransportflugzeuges A400M,Beschaffung des Großraumtransportflugzeuges A400M,140555418
81,3685,14,68,43354,725452243.98,"Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",Bundesministerium der Verteidigung,146843354,Bundesministerium der Verteidigung sechsacht vierdreidreifünfvier ,"Bundesministerium der Verteidigung sechsacht vierdreidreifünfvier  Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge","Übergangsbeihilfen, Übergangsgebührnisse und Ausgleichsbezüge",140343354
82,1720,9,1,89631,723950000.0,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Bundesministerium für Wirtschaft und Klimaschutz,090189631,Bundesministerium für Wirtschaft und Klimaschutz nulleins achtneunsechsdreieins ,Bundesministerium für Wirtschaft und Klimaschutz nulleins achtneunsechsdreieins  Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,Beitrag bzw. Leistungen an die Europäische Weltraumorganisation (ESA) in Paris,090189631
83,3330,12,22,12101,700000000.0,Gewinne aus Beteiligungen,Bundesministerium für Digitales und Verkehr,122212101,Bundesministerium für Digitales und Verkehr zweizwei einszweieinsnulleins ,Bundesministerium für Digitales und Verkehr zweizwei einszweieinsnulleins  Gewinne aus Beteiligungen,Gewinne aus Beteiligungen,120212101
84,4668,30,2,88260,695300000.0,Kompensationsmittel für die Abschaffung der GA Hochschulbau,Bundesministerium für Bildung und Forschung,300288260,Bundesministerium für Bildung und Forschung nullzwei achtachtzweisechsnull ,Bundesministerium für Bildung und Forschung nullzwei achtachtzweisechsnull  Kompensationsmittel für die Abschaffung der GA Hochschulbau,,
85,4591,23,4,68701,679756001.58,Zahlungen an Einrichtungen der Weltbankgruppe,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230468701,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullvier sechsachtsiebennulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullvier sechsachtsiebennulleins  Zahlungen an Einrichtungen der Weltbankgruppe,Zahlungen an Einrichtungen der Weltbankgruppe,230468701
86,2687,12,2,13101,660136666.67,"Erlöse aus der Vergabe der 700 MHz- und 1,5 GHz-Frequenzen (""Digitale Dividende II"")",Bundesministerium für Digitales und Verkehr,120213101,Bundesministerium für Digitales und Verkehr nullzwei einsdreieinsnulleins ,"Bundesministerium für Digitales und Verkehr nullzwei einsdreieinsnulleins  Erlöse aus der Vergabe der 700 MHz- und 1,5 GHz-Frequenzen (""Digitale Dividende II"")",,
87,4587,23,3,89602,656885700.56,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230389602,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei achtneunsechsnullzwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldrei achtneunsechsnullzwei  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)","Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",230389602
89,3561,14,7,53256,643903798.52,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium der Verteidigung,140753256,Bundesministerium der Verteidigung nullsieben fünfdreizweifünfsechs ,Bundesministerium der Verteidigung nullsieben fünfdreizweifünfsechs  Ausgaben für Aufträge und Dienstleistungen,Aufträge und Dienstleistungen im Bereich Informationstechnik,140353201
91,2388,11,3,68111,617472813.0,Versorgungsbezüge für Berechtigte nach dem BVG,Bundesministerium für Arbeit und Soziales,110368111,Bundesministerium für Arbeit und Soziales nulldrei sechsachteinseinseins ,Bundesministerium für Arbeit und Soziales nulldrei sechsachteinseinseins  Versorgungsbezüge für Berechtigte nach dem BVG,Versorgungsbezüge für Berechtigte nach dem BVG,110368111
92,3000,12,9,74111,601731462.1,Bedarfsplanmaßnahmen (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,120974111,Bundesministerium für Digitales und Verkehr nullneun siebenviereinseinseins ,Bundesministerium für Digitales und Verkehr nullneun siebenviereinseinseins  Bedarfsplanmaßnahmen (Bundesautobahnen),Maßnahmen zur Lärmsanierung an bestehenden Schienenwegen der Eisenbahnen des Bundes,120289105
93,3032,12,10,52111,586525482.23,Betriebsdienst (Bundesautobahnen),Bundesministerium für Digitales und Verkehr,121052111,Bundesministerium für Digitales und Verkehr einsnull fünfzweieinseinseins ,Bundesministerium für Digitales und Verkehr einsnull fünfzweieinseinseins  Betriebsdienst (Bundesautobahnen),"Investitionen der ""Die Autobahn GmbH des Bundes""",120189111
94,4558,23,1,18601,582543368.56,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230118601,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins einsachtsechsnulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleins einsachtsechsnulleins  Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen,Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen,230116601
95,1507,8,1,69931,572407108.55,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Bundesministerium der Finanzen,080169931,Bundesministerium der Finanzen nulleins sechsneunneundreieins ,Bundesministerium der Finanzen nulleins sechsneunneundreieins  Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,Abschließende Leistung zur Abgeltung von Härten in Einzelfällen,080169931
97,511,5,1,68710,562721088.24,Beitrag an die Vereinten Nationen,Auswärtiges Amt,050168710,Auswärtiges Amt nulleins sechsachtsiebeneinsnull ,Auswärtiges Amt nulleins sechsachtsiebeneinsnull  Beitrag an die Vereinten Nationen,Beitrag an die Vereinten Nationen,050168710
98,285,4,4,54101,557783911.02,Zuschuss an den Bundesnachrichtendienst,Bundeskanzler und Bundeskanzleramt,040454101,Bundeskanzler und Bundeskanzleramt nullvier fünfviereinsnulleins ,Bundeskanzler und Bundeskanzleramt nullvier fünfviereinsnulleins  Zuschuss an den Bundesnachrichtendienst,Zuschuss an den Bundesnachrichtendienst,041454101
99,1698,9,1,68301,555404526.79,"Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)",Bundesministerium für Wirtschaft und Klimaschutz,090168301,Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtdreinulleins ,"Bundesministerium für Wirtschaft und Klimaschutz nulleins sechsachtdreinulleins  Innovationsförderung, Zentrales Innovationsprogramm Mittelstand (ZIM)","Zentrales Innovationsprogramm Mittelstand (ZIM), Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)",090168301
100,1748,9,3,66122,540472494.27,"Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung",Bundesministerium für Wirtschaft und Klimaschutz,090366122,Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechssechseinszweizwei ,"Bundesministerium für Wirtschaft und Klimaschutz nulldrei sechssechseinszweizwei  Förderung von Maßnahmen zur energetischen Gebäudesanierung ""CO2-Gebäudesanierungsprogramm"" der KfW- Bankengruppe - Abwicklung",,
102,3688,14,68,44653,536629650.01,Beihilfen aufgrund der Beihilfevorschriften,Bundesministerium der Verteidigung,146844653,Bundesministerium der Verteidigung sechsacht vierviersechsfünfdrei ,Bundesministerium der Verteidigung sechsacht vierviersechsfünfdrei  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,140344653
105,4073,16,6,88202,518200000.0,Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160688202,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechs achtachtzweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechs achtachtzweinullzwei  Kompensationszahlungen an die Länder wegen Beendigung der Finanzhilfen des Bundes zur Sozialen Wohnraumförderung",,
106,4796,32,8,87201,498519533.03,"Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",Bundesschuld,320887201,Bundesschuld nullacht achtsiebenzweinulleins ,"Bundesschuld nullacht achtsiebenzweinulleins  Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden","Entschädigungen und Kosten aus auslandsbezogenen Gewährleistungen und Umschuldungen, Zahlungen zur Abwendung oder Minderung von Schäden",320887601
107,3631,14,16,55417,493614397.15,Beschaffung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,141655417,Bundesministerium der Verteidigung einssechs fünffünfviereinssieben ,Bundesministerium der Verteidigung einssechs fünffünfviereinssieben  Beschaffung des Waffensystems Eurofighter,Entwicklung des Waffensystems Eurofighter,140455118
