,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,id,id_nlp_help,id_nlp,2012 id,2012 Zweck,Ist 2012,2013 id,2013 Zweck,Ist 2013,2014 id,2014 Zweck,Ist 2014,2015 id,2015 Zweck,Ist 2015,2016 id,2016 Zweck,Ist 2016,2017 id,2017 Zweck,Ist 2017,2018 id,2018 Zweck,Ist 2018,2019 id,2019 Zweck,Ist 2019,2020 id,2020 Zweck,Ist 2020,2021 id,2021 Zweck,Ist 2021,2022 id,2022 Zweck,Ist 2022
231,1208,6,25,81223,21026933.92,Erwerb von Kontrollgerät für Luftsicherheit,812230625,81223062521027,achteinszweizweidreinullsechszweifünfzweieinsnullzweisieben  Erwerb von Kontrollgerät für Luftsicherheit,812030625,Erwerb von Kontrollgerät für Luftsicherheit,22372630.28,812030625,Erwerb von Kontrollgerät für Luftsicherheit,26336953.11,812030625,Erwerb von Kontrollgerät für Luftsicherheit,14370253.54,812030625,Erwerb von Kontrollgerät für Luftsicherheit,31872864.22,812230625,Erwerb von Kontrollgerät für Luftsicherheit,31998945.4,812230625,Erwerb von Kontrollgerät für Luftsicherheit,37683804.43,812230625,Erwerb von Kontrollgerät für Luftsicherheit,34976415.84,812230625,Erwerb von Kontrollgerät für Luftsicherheit,65334221.9,812230625,Erwerb von Kontrollgerät für Luftsicherheit,57950924.61,812230625,Erwerb von Kontrollgerät für Luftsicherheit,30773680.1,812230625,Erwerb von Kontrollgerät für Luftsicherheit,16009582.64
232,3767,14,10,12501,20779484.3,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,125011410,12501141020779,einszweifünfnulleinseinsviereinsnullzweinullsiebensiebenneun  Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,125011402,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,16041019.4,125011402,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,10507251.77,125011402,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,15845413.98,125011402,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,17700910.0,125011410,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,20180003.52,125011410,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,18838304.37,125011410,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,13348128.55,125011410,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,26853491.55,125011410,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,19285406.07,125011410,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,13521497.76,125011410,Leistungen Dritter für Aufträge an militärische oder zivile Dienststellen,19239651.28
233,3722,14,7,53402,20606337.81,Gebühren für die Benutzung ziviler Flugplätze,534021407,53402140720606,fünfdreiviernullzweieinsviernullsiebenzweinullsechsnullsechs  Gebühren für die Benutzung ziviler Flugplätze,532021407,Gebühren für die Benutzung ziviler Flugplätze,8907438.76,532021407,Gebühren für die Benutzung ziviler Flugplätze,7094062.55,532021407,Gebühren für die Benutzung ziviler Flugplätze,7463944.41,532021407,Gebühren für die Benutzung ziviler Flugplätze,8952950.81,534021407,Gebühren für die Benutzung ziviler Flugplätze,8388089.83,534021407,Gebühren für die Benutzung ziviler Flugplätze,8701692.42,534021407,Gebühren für die Benutzung ziviler Flugplätze,8975833.89,534021407,Gebühren für die Benutzung ziviler Flugplätze,11556782.45,534021407,Gebühren für die Benutzung ziviler Flugplätze,10549808.85,534021407,Gebühren für die Benutzung ziviler Flugplätze,14489072.7,534021407,Gebühren für die Benutzung ziviler Flugplätze,17213496.03
234,1683,8,11,11957,20123443.86,Vermischte Einnahmen,119570811,11957081120123,einseinsneunfünfsiebennullachteinseinszweinulleinszweidrei  Vermischte Einnahmen,119570967,Vermischte Einnahmen,230393.33,119570911,Vermischte Einnahmen,132297.93,119570811,Vermischte Einnahmen,24771510.18,119570811,Vermischte Einnahmen,24850700.19,119570611,Vermischte Einnahmen,259614.72,119570811,Vermischte Einnahmen,24552478.72,119570611,Vermischte Einnahmen,97667.41,119570811,Vermischte Einnahmen,21775183.9,119570811,Vermischte Einnahmen,23021836.03,119570811,Vermischte Einnahmen,23896880.55,119570811,Vermischte Einnahmen,21066539.61
235,3586,14,1,68702,20080397.89,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,687021401,68702140120080,sechsachtsiebennullzweieinsviernulleinszweinullnullachtnull  Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,687021422,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,11202942.21,687021422,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,16148576.72,687021422,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,14923353.23,687021422,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,20974751.74,687021401,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,21272212.5,687021401,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,16399391.0,687021401,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,16366625.81,687021401,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,17577780.75,687021401,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,18319105.83,687021401,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,26575530.24,687021401,Beitrag zu den Kosten der gemeinsam finanzierten Kommandostellen und Stäbe,22175108.05
236,858,6,3,68416,20077929.74,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,684160603,68416060320078,sechsachtviereinssechsnullsechsnulldreizweinullnullsiebenacht  Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,684060633,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,12754495.26,684060633,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,63141059.93,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,70218049.49,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,62550703.57,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,70171396.32,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,74100361.14,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,63050542.66,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,31079804.21,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,22109634.13,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,19139929.17,684160603,Förderung berufsbezogener Sprachkurse für Personen mit Migrationshintergrund aus dem Europäischen Sozialfonds,32199925.59
237,2313,10,6,68702,20066547.32,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",687021006,68702100620067,"sechsachtsiebennullzweieinsnullnullsechszweinullnullsechssieben  Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",687081002,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",7803350.56,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",9259984.01,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",10636990.59,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",12073241.8,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",14544810.89,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",14461389.39,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",14769064.13,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",17164345.92,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",16505433.54,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",16253024.44,687021006,"Bilaterale technische Zusammenarbeit mit dem Ausland auf dem Gebiet der Ernährung, der Landwirtschaft und des gesundheitlichen Verbraucherschutzes",17536696.49
238,4515,17,12,51802,19862349.74,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021712,51802171219862,fünfeinsachtnullzweieinssiebeneinszweieinsneunachtsechszwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021606,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2111735.9,518021601,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,13498099.26,518021617,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,7568112.28,518020912,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,21766444.95,518021217,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,10026130.44,518021712,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,9262999.41,518021712,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,9264137.36,518021712,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,9329934.83,518021712,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,13995729.09,518021112,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,17172362.89,518021712,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,16515690.64
239,3696,14,6,38101,19834219.04,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011406,38101140619834,dreiachteinsnulleinseinsviernullsechseinsneunachtdreivier  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011104,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,384726.59,381011506,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,747611.31,381010614,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,2652647.78,381010614,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,2556107.59,381011406,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,11106365.15,381010614,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,2985294.09,381011406,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,14765568.85,381011413,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,23747438.19,381011406,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,10189408.8,381011406,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,10974577.05,381011713,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,14705877.72
240,2837,11,16,23603,19697966.75,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,236031116,23603111619698,zweidreisechsnulldreieinseinseinssechseinsneunsechsneunacht  Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,236031107,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,14105404.93,236031107,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,15508719.04,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,15954492.04,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,12264717.8,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,18627112.54,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,13706709.69,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,15283369.22,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,17007743.76,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,17948845.1,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,23870280.91,236031116,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen,20383161.31
241,2542,10,17,42201,19623197.78,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011017,42201101719623,vierzweizweinulleinseinsnulleinssiebeneinsneunsechszweidrei  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011001,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,35789188.5,422010912,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,63272265.85,422010201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,52621335.94,422012012,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,39792781.03,422011012,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,38389100.2,422012012,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,67760647.4,422010432,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10219243.63,422011712,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,27343276.8,422011218,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,76791780.03,422011412,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,92318099.76,422010912,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,123735458.54
242,3680,14,5,55403,19288958.66,Beschaffung von Bekleidung,554031405,55403140519289,fünffünfviernulldreieinsviernullfünfeinsneunzweiachtneun  Beschaffung von Bekleidung,554031416,Beschaffung von Bekleidung,17950903.73,554031416,Beschaffung von Bekleidung,14745536.49,554031416,Beschaffung von Bekleidung,30549123.13,554031416,Beschaffung von Bekleidung,19689604.3,554031405,Beschaffung von Bekleidung,15955629.76,554031405,Beschaffung von Bekleidung,10910441.05,554031405,Beschaffung von Bekleidung,23688522.85,554031405,Beschaffung von Bekleidung,38586071.65,554031405,Beschaffung von Bekleidung,33318336.12,554031405,Beschaffung von Bekleidung,19188700.53,554031405,Beschaffung von Bekleidung,14545486.05
243,1768,8,13,53999,18907392.49,Vermischte Verwaltungsausgaben,539990813,53999081318907,fünfdreineunneunneunnullachteinsdreieinsachtneunnullsieben  Vermischte Verwaltungsausgaben,539990503,Vermischte Verwaltungsausgaben,2088257.52,539990708,Vermischte Verwaltungsausgaben,51894.0,539991208,Vermischte Verwaltungsausgaben,308902.84,539990715,Vermischte Verwaltungsausgaben,99764.61,539990815,Vermischte Verwaltungsausgaben,2355714.06,539990815,Vermischte Verwaltungsausgaben,1336793.88,539990813,Vermischte Verwaltungsausgaben,12895465.58,539990815,Vermischte Verwaltungsausgaben,1806301.48,539990811,Vermischte Verwaltungsausgaben,31295.62,539990811,Vermischte Verwaltungsausgaben,1077176.69,539990815,Vermischte Verwaltungsausgaben,2000778.1
244,617,5,11,44101,18397545.06,Beihilfen aufgrund der Beihilfevorschriften,441010511,44101051118398,vierviereinsnulleinsnullfünfeinseinseinsachtdreineunacht  Beihilfen aufgrund der Beihilfevorschriften,441010201,Beihilfen aufgrund der Beihilfevorschriften,2513420.6,441011501,Beihilfen aufgrund der Beihilfevorschriften,2502537.82,441010511,Beihilfen aufgrund der Beihilfevorschriften,14893259.44,441010511,Beihilfen aufgrund der Beihilfevorschriften,16301247.01,441010511,Beihilfen aufgrund der Beihilfevorschriften,16276797.63,441010811,Beihilfen aufgrund der Beihilfevorschriften,97651377.49,441010611,Beihilfen aufgrund der Beihilfevorschriften,51720616.38,441010511,Beihilfen aufgrund der Beihilfevorschriften,18387683.79,441010611,Beihilfen aufgrund der Beihilfevorschriften,59190126.91,441011411,Beihilfen aufgrund der Beihilfevorschriften,131575537.68,441010511,Beihilfen aufgrund der Beihilfevorschriften,17707596.33
245,4194,16,1,68701,18221549.33,Beiträge an internationale Organisationen,687011601,68701160118222,sechsachtsiebennulleinseinssechsnulleinseinsachtzweizweizwei  Beiträge an internationale Organisationen,687011602,Beiträge an internationale Organisationen,24157955.22,687011602,Beiträge an internationale Organisationen,25894923.17,687311106,Beiträge an internationale Organisationen,23327266.02,687011601,Beiträge an internationale Organisationen,21396933.24,687311106,Beiträge an internationale Organisationen,29387836.2,687011505,Beiträge an internationale Organisationen,63422323.93,687011220,Beiträge an internationale Organisationen,143081552.53,687011220,Beiträge an internationale Organisationen,165015929.13,687011601,Beiträge an internationale Organisationen,23195628.86,687011220,Beiträge an internationale Organisationen,162168655.02,687011605,Beiträge an internationale Organisationen,32165615.39
246,3886,15,3,53101,17871372.16,Gesundheitliche Aufklärung der Bevölkerung,531011503,53101150317871,fünfdreieinsnulleinseinsfünfnulldreieinssiebenachtsiebeneins  Gesundheitliche Aufklärung der Bevölkerung,531061504,Gesundheitliche Aufklärung der Bevölkerung,10816530.13,531061504,Gesundheitliche Aufklärung der Bevölkerung,16686358.5,531061504,Gesundheitliche Aufklärung der Bevölkerung,18830355.6,531061504,Gesundheitliche Aufklärung der Bevölkerung,15847309.41,531011503,Gesundheitliche Aufklärung der Bevölkerung,15488213.7,531011503,Gesundheitliche Aufklärung der Bevölkerung,14778803.4,531011503,Gesundheitliche Aufklärung der Bevölkerung,12825254.74,531011503,Gesundheitliche Aufklärung der Bevölkerung,17349713.07,531011503,Gesundheitliche Aufklärung der Bevölkerung,18871864.82,531011503,Gesundheitliche Aufklärung der Bevölkerung,17724085.75,531011503,Gesundheitliche Aufklärung der Bevölkerung,18993575.71
247,1501,7,14,42201,17715072.2,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",422010714,42201071417715,"vierzweizweinulleinsnullsiebeneinsviereinssiebensiebeneinsfünf  Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",422010704,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",9290571.0,422010704,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",9586885.19,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",9801813.49,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",10050654.12,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",11175678.05,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",11984926.58,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",12692724.96,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",13717853.99,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",14701999.69,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",15668752.17,422010714,"Bezüge und Nebenleistungen der planmäßigen Staatsanwältinnen, Staatsanwälte, Beamtinnen und Beamten",16580791.04
248,220,4,10,68502,17610733.22,Zuschuss für laufende Zwecke,685020410,68502041017611,sechsachtfünfnullzweinullviereinsnulleinssiebensechseinseins  Zuschuss für laufende Zwecke,685110402,Zuschuss für laufende Zwecke,11363196.67,685110402,Zuschuss für laufende Zwecke,11032486.43,685110402,Zuschuss für laufende Zwecke,11298442.65,685110402,Zuschuss für laufende Zwecke,12165355.27,685110410,Zuschuss für laufende Zwecke,10969945.06,685110410,Zuschuss für laufende Zwecke,13772803.3,685110410,Zuschuss für laufende Zwecke,13700668.15,685110410,Zuschuss für laufende Zwecke,15498405.66,685110410,Zuschuss für laufende Zwecke,15759870.75,685020410,Zuschuss für laufende Zwecke,15535879.54,685020410,Zuschuss für laufende Zwecke,16132039.91
249,398,4,52,68422,17564000.0,Initiative Musik,684220452,68422045217564,sechsachtvierzweizweinullvierfünfzweieinssiebenfünfsechsvier  Initiative Musik,684220405,Initiative Musik,1676500.0,684220405,Initiative Musik,2500000.0,684220405,Initiative Musik,2500000.0,684220405,Initiative Musik,4500000.0,684220452,Initiative Musik,3500000.0,684220452,Initiative Musik,6000000.0,684220452,Initiative Musik,9150000.0,684220452,Initiative Musik,13000000.0,684220452,Initiative Musik,133590000.0,684220452,Initiative Musik,177801000.0,684220452,Initiative Musik,18751208.0
250,4700,21,12,42201,17544149.11,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422012112,42201211217544,vierzweizweinulleinszweieinseinszweieinssiebenfünfviervier  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011106,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,7452578.61,422011704,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,14626081.05,422011401,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,65292624.44,422011401,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,62483583.03,422011617,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,15428824.86,422011217,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,44843129.7,422211217,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1084031.25,422011114,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,6932050.81,422011217,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,49861806.05,422010432,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11657605.11,422011012,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,54816286.95
251,349,4,51,43257,17535647.57,Versorgungsbezüge,432570451,43257045117536,vierdreizweifünfsiebennullvierfünfeinseinssiebenfünfdreisechs  Versorgungsbezüge,432571467,Versorgungsbezüge,703111462.06,432571467,Versorgungsbezüge,724979723.6,432571467,Versorgungsbezüge,760675448.07,432570811,Versorgungsbezüge,740732539.19,432572011,Versorgungsbezüge,30543814.57,432570911,Versorgungsbezüge,142160490.73,432570911,Versorgungsbezüge,149364420.29,432570451,Versorgungsbezüge,14117844.18,432570451,Versorgungsbezüge,14738861.34,432570451,Versorgungsbezüge,15456184.25,432571411,Versorgungsbezüge,896674165.82
252,3081,12,10,68702,17476398.13,Beiträge an internationale Organisationen,687021210,68702121017476,sechsachtsiebennullzweieinszweieinsnulleinssiebenviersiebensechs  Beiträge an internationale Organisationen,687011214,Beiträge an internationale Organisationen,97050787.64,687021202,Beiträge an internationale Organisationen,8868718.18,687011214,Beiträge an internationale Organisationen,111977284.97,687011214,Beiträge an internationale Organisationen,114007056.2,687011601,Beiträge an internationale Organisationen,21501059.89,687021210,Beiträge an internationale Organisationen,10241465.84,687021210,Beiträge an internationale Organisationen,7707648.27,687011601,Beiträge an internationale Organisationen,22279874.61,687011220,Beiträge an internationale Organisationen,147921716.55,687011601,Beiträge an internationale Organisationen,23471149.83,687021210,Beiträge an internationale Organisationen,16782937.14
253,2918,12,1,81223,17223268.21,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),812231201,81223120117223,achteinszweizweidreieinszweinulleinseinssiebenzweizweidrei  Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),812121210,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),22695687.21,812121210,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),21087974.85,812121210,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),24124108.65,812121210,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),20871649.3,812131201,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),27935429.17,812131201,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),22412527.03,812231201,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),11584696.05,812231201,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),11988809.23,812131201,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),35866753.66,812231201,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),13245207.86,812231201,Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen),12586051.51
254,3056,12,10,28101,16797444.38,Rückzahlung von Zuwendungen,281011210,28101121016797,zweiachteinsnulleinseinszweieinsnulleinssechssiebenneunsieben  Rückzahlung von Zuwendungen,281011202,Rückzahlung von Zuwendungen,6032627.54,281011202,Rückzahlung von Zuwendungen,7017260.07,281011202,Rückzahlung von Zuwendungen,8185840.05,281011202,Rückzahlung von Zuwendungen,8583752.42,281011210,Rückzahlung von Zuwendungen,12335953.09,281011210,Rückzahlung von Zuwendungen,12400836.96,281011210,Rückzahlung von Zuwendungen,12439472.91,281011210,Rückzahlung von Zuwendungen,36678001.04,281011210,Rückzahlung von Zuwendungen,17212304.86,281011210,Rückzahlung von Zuwendungen,11522228.36,281011210,Rückzahlung von Zuwendungen,20870632.74
255,2867,11,16,42201,16782236.84,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011116,42201111616782,vierzweizweinulleinseinseinseinssechseinssechssiebenachtzwei  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422011107,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10216471.22,422011216,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11012176.26,422211616,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,4687835.12,422011112,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,39165963.39,422011613,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,18716466.43,422011116,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,14315989.28,422010621,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,16585792.65,422011612,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,46677846.07,422011116,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,13401464.75,422011116,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,14821467.2,422011116,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,15497280.38
