,id,Zweckbestimmung,Ist 2023,2014 Zweck,Ist 2014
24,427090112,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1106216.05,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",815768.85
25,428010112,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,10552513.6,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,6877846.13
26,453010112,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",28377.68,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen ",70821.77
27,511010112,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1195006.4,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung ",828642.05
28,514010112,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",179118.66,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl. ",106334.77
29,517010112,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2952352.9,"Bewirtschaftung der Grundstücke, Gebäude und Räume ",1992827.73
30,518010112,Mieten und Pachten,299733.95,Mieten und Pachten ,310938.2
31,519010112,Unterhaltung der Grundstücke und baulichen Anlagen,1417980.82,Unterhaltung der Grundstücke und baulichen Anlagen ,1199549.75
32,525010112,Aus- und Fortbildung,119293.12,Aus- und Fortbildung ,23141.01
33,527010112,Dienstreisen,257615.55,Dienstreisen ,223492.26
34,532010112,Aufträge und Dienstleistungen im Bereich Informationstechnik,741562.58,Aufträge und Dienstleistungen im Bereich Informationstechnik ,62181.87
35,532040112,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,1758449.35,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland ,1251613.97
36,532050112,Kosten für Orden und Ehrenzeichen,205950.22,Kosten für Orden und Ehrenzeichen ,62648.02
37,539990112,Vermischte Verwaltungsausgaben,96445.28,Vermischte Verwaltungsausgaben ,118409.61
38,711010112,"Kleine Neu-, Um- und Erweiterungsbauten",446028.96,"Kleine Neu-, Um- und Erweiterungsbauten ",159285.48
39,812010112,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",118992.97,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT) ",81581.34
40,812020112,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",496552.21,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik ",210552.5
41,282090113,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",2500.0,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen ",5000.0
42,529010113,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,3868.72,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen ,3760.66
43,422010113,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,514032.92,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,493270.68
44,427090113,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",7674.24,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",30512.46
45,428010113,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1271379.84,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,643946.0
46,441010113,Beihilfen aufgrund der Beihilfevorschriften,18698.57,Beihilfen aufgrund der Beihilfevorschriften ,19271.25
47,452020113,Unfallversicherung Bund und Bahn,1123.08,Unfallkasse des Bundes ,1200.0
48,518010113,Mieten und Pachten,11654.8,Mieten und Pachten ,321813.33
49,539990113,Vermischte Verwaltungsausgaben,218645.78,Vermischte Verwaltungsausgaben ,268731.83
50,634030113,Zuweisungen an den Versorgungsfonds,105383.36,Zuweisungen an den Versorgungsfonds ,78320.81
51,811010113,Erwerb von Fahrzeugen,22000.0,Erwerb von Fahrzeugen ,28700.0
52,812020113,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",196183.43,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik ",21403.41
53,232570311,Beteiligung an den Versorgungslasten des Bundes,22805.22,Beteiligung an den Versorgungslasten des Bundes ,30788.4
54,529010311,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,19184.49,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen ,22490.87
55,542010311,Öffentlichkeitsarbeit,603969.55,Öffentlichkeitsarbeit ,670994.95
56,432570311,Versorgungsbezüge,2849467.41,Versorgungsbezüge ,1910939.36
57,434570311,Zuführung an die Versorgungsrücklage,125130.4,Zuführung an die Versorgungsrücklage ,58454.17
58,446570311,Beihilfen aufgrund der Beihilfevorschriften,750596.56,Beihilfen aufgrund der Beihilfevorschriften ,572706.67
59,424010311,Zuführung an die Versorgungsrücklage,205164.27,Zuführung an die Versorgungsrücklage ,67404.53
60,441010311,Beihilfen aufgrund der Beihilfevorschriften,299986.64,Beihilfen aufgrund der Beihilfevorschriften ,230603.78
61,443010311,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,38462.89,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften ,17410.75
62,452020311,Unfallversicherung Bund und Bahn,19787.88,Unfallkasse des Bundes ,23371.3
63,526010311,Gerichts- und ähnliche Kosten,6191.73,Gerichts- und ähnliche Kosten ,30532.84
64,526020311,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",5950.0,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen ",13193.05
65,634030311,Zuweisungen an den Versorgungsfonds,1011355.47,Zuweisungen an den Versorgungsfonds ,44844.64
66,119990312,Vermischte Einnahmen,79912.49,Vermischte Einnahmen ,46118.97
67,124010312,"Einnahmen aus Vermietung, Verpachtung und Nutzung",29087.44,"Einnahmen aus Vermietung, Verpachtung und Nutzung ",52109.28
68,411010312,Aufwandsentschädigung für die Präsidentin/den Präsidenten des Bundesrates,12276.0,Aufwandsentschädigung für die Präsidentin/den Präsidenten des Bundesrates ,12276.0
69,411020312,"Fahrtkosten, Kostenpauschale, Reisekosten nach den Bestimmungen über die Kostenerstattung für Mitglieder des Bundesrates",629979.65,"Fahrtkosten, Kostenpauschale, Reisekosten nach den Bestimmungen über die Kostenerstattung für Mitglieder des Bundesrates ",1006219.3
70,532040312,Kostenbeiträge für Besuchergruppen,1147819.53,Kostenbeiträge für Besuchergruppen ,1130636.8
71,687010312,Beiträge an internationale Organisationen und für parlamentarische und interparlamentarische Vereinigungen,245066.16,Beiträge an internationale Organisationen und für parlamentarische und interparlamentarische Vereinigungen ,181432.02
72,422010312,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,8576660.48,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,5341178.84
73,427090312,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",101197.48,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",154110.67
74,428010312,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5421790.66,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,4516335.87
75,453010312,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",8395.2,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen ",5029.34
76,511010312,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1744753.84,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung ",1807077.07
77,517010312,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2513974.83,"Bewirtschaftung der Grundstücke, Gebäude und Räume ",1848354.61
78,519010312,Unterhaltung der Grundstücke und baulichen Anlagen,2144382.81,Unterhaltung der Grundstücke und baulichen Anlagen ,1140289.81
79,527010312,Dienstreisen,128200.52,Dienstreisen ,139956.39
80,531060312,Veranstaltungen,781479.93,Veranstaltungen ,497897.3
81,532010312,Aufträge und Dienstleistungen im Bereich Informationstechnik,678218.1,Aufträge und Dienstleistungen im Bereich Informationstechnik ,354561.65
82,532050312,Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit,186213.82,Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit ,81934.77
83,539990312,Vermischte Verwaltungsausgaben,479756.51,Vermischte Verwaltungsausgaben ,258318.65
84,812010312,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",429473.28,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT) ",66413.02
85,812020312,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",542137.98,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik ",255896.26
86,517110501,"Bewirtschaftung der Grundstücke, Gebäude und Räume",5933389.36,"Bewirtschaftung der Grundstücke, Gebäude und Räume ",6261000.0
87,518120501,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,18024182.88,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement ,14078122.35
88,525110501,Aus- und Fortbildung,99404.68,Aus- und Fortbildung ,120623.93
89,681110501,Unterstützungen für zurückgekehrte arbeitslose Bedienstete internationaler Organisationen,88952.95,Unterstützungen für zurückgekehrte arbeitslose Bedienstete internationaler Organisationen ,104833.4
90,681120501,Einmalige Bewilligungen für ehemalige Bedienstete internationaler Organisationen,77041.66,Einmalige Bewilligungen für ehemalige Bedienstete internationaler Organisationen ,279983.31
91,687100501,Beitrag an die Vereinten Nationen,492452148.39,Beitrag an die Vereinten Nationen ,502285116.47
92,687140501,Beiträge an Organisationen und Einrichtungen im internationalen Bereich,193475625.67,Beiträge an Organisationen und Einrichtungen im internationalen Bereich ,168983535.35
93,687170501,Sonstige Leistungen an Organisationen und Einrichtungen im internationalen Bereich,62701660.42,Sonstige Leistungen an Organisationen und Einrichtungen im internationalen Bereich ,26892625.53
94,687210501,Ta'ziz-Partnerschaft für Demokratie in den Ländern Nordafrikas und des Nahen Ostens,14223126.24,Transformationspartnerschaften Nordafrika/Naher Osten ,31306765.96
95,687230501,Maßnahmen zur Förderung der Menschenrechte,34861867.01,"Demokratisierungs- und Ausstattungshilfe, Maßnahmen zur Förderung der Menschenrechte ",16229716.93
96,687270501,"Maßnahmen der Abrüstung, Rüstungskontrolle und Nichtverbreitungszusammenarbeit",59634094.81,"Maßnahmen der Abrüstung, Rüstungskontrolle und Nichtverbreitungszusammenarbeit ",21185670.55
97,687320501,Humanitäre Hilfsmaßnahmen im Ausland,2685092753.12,Für humanitäre Hilfsmaßnahmen im Ausland ,411982155.0
98,687340501,"Krisenprävention, Stabilisierung und Friedensförderung",566981724.31,"Unterstützung von internationalen Maßnahmen auf den Gebieten Krisenprävention, Friedenserhaltung und Konfliktbewältigung durch das Auswärtige Amt ",98844903.32
99,525410501,Aus- und Fortbildung,1312333.29,Aus- und Fortbildung ,969968.32
100,687400501,Maßnahmen der regionalen Zusammenarbeit,8091569.62,Maßnahmen der regionalen Zusammenarbeit ,7326097.26
101,687430501,"Energie-, Klima-, Umwelt- und Digitale Außenpolitik",8373056.59,Energie- und Klimaaußenpolitik ,3783316.3
102,119990502,Vermischte Einnahmen,2401193.1,Vermischte Einnahmen ,8113785.17
103,539990502,Vermischte Verwaltungsausgaben,112334.84,Vermischte Verwaltungsausgaben ,103137.96
104,685010502,"Erhaltung deutscher Kriegsgräber im Ausland, Gräber von infolge NS-Verfolgung ausgewanderten und im Ausland verstorbenen Personen sowie Maßnahmen der Jugendbegegnung und Gedenkarbeit.",19493238.79,"Kosten der Erhaltung deutscher Kriegsgräber im Ausland sowie der Gräber von Personen, die infolge nationalsozialistischer Verfolgung ausgewandert und im Ausland verstorben sind ",12935330.44
105,687010502,Hilfe für Deutsche im Ausland und für nicht vertretene Unionsbürgerinnen und Unionsbürger in Drittstaaten,2673260.12,Hilfe für Deutsche im Ausland ,4202980.27
106,518120502,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,479600.0,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement ,479600.0
107,531140502,Gästeprogramm der Bundesrepublik Deutschland,403284.79,Gästeprogramm der Bundesrepublik Deutschland ,407084.66
108,532140502,Kosten von Staatsbesuchen in der Bundesrepublik Deutschland,1990399.78,Kosten von Staatsbesuchen in der Bundesrepublik Deutschland ,1341894.78
109,681110502,Verleihung von Preisen im Rahmen bilateraler Beziehungen,10000.0,Verleihung von Preisen im Rahmen bilateraler Beziehungen ,18760.6
110,685170502,Einladung publizistisch und kulturpolitisch wichtiger Persönlichkeiten des Auslandes (Besucherprogramm),2630591.64,Einladung publizistisch und kulturpolitisch wichtiger Persönlichkeiten des Auslandes (Besucherprogramm) ,3313448.14
111,687130502,Humanitäre Geste für die Opfer der Leningrad-Blockade,1844883.74,Maßnahmen zur Integration der Villa Baviera in die chilenische Gesellschaft ,18850.0
112,687160502,German Marshall Fund,2000000.0,German Marshall Fund ,566750.0
113,896120502,Kleinstmaßnahmen der Auslandsvertretungen,6791205.61,Kleinstmaßnahmen der Auslandsvertretungen ,4635385.46
114,526240502,Dolmetscherkosten für die ratsvorbereitenden Gruppen in der EU,2398332.0,Dolmetscherkosten für die ratsvorbereitenden Gruppen in der EU ,1972924.0
115,532290502,"Außerordentliche Ausgaben für außenpolitische Zwecke, die sich aus den Besonderheiten des Ressorts ergeben",719605.88,"Außerordentliche Ausgaben für außenpolitische Zwecke, die sich aus den Besonderheiten des Ressorts ergeben ",1105725.94
116,632210502,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),5113000.0,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL) ,3513500.0
117,685200502,Einrichtungen zur Pflege der Auslandsbeziehungen,9992180.14,Einrichtungen zur Pflege der Auslandsbeziehungen ,4763415.17
118,685210502,Einrichtungen zur Pflege der Auslandsbeziehungen im Forschungs- und Wissenschaftsbereich,8293307.41,Einrichtungen zur Pflege der Auslandsbeziehungen im Forschungs- und Wissenschaftsbereich ,992000.0
119,685250502,Zuschüsse zu Vorhaben zur Förderung des europäischen Gedankens,1572116.57,Zuschüsse zu Vorhaben zur Förderung des europäischen Gedankens ,820717.82
120,687270502,Gesellschafts- und europapolitische Maßnahmen der Politischen Stiftungen,72500000.0,Gesellschaftspolitische Maßnahmen der politischen Stiftungen ,16200000.0
121,119990504,Vermischte Einnahmen,7030368.01,Vermischte Einnahmen ,5217548.61
122,681110504,"Stipendien, Austauschmaßnahmen und Beihilfen für Nachwuchswissenschaftler, Studierende und Hochschulpraktikanten aus dem Ausland sowie Betreuung und Nachbetreuung",33934628.25,"Stipendien, Austauschmaßnahmen und Beihilfen für Nachwuchswissenschaftler, Studierende und Hochschulpraktikanten aus dem Ausland sowie Betreuung und Nachbetreuung ",17071800.0
123,687120504,"Beziehungen zwischen deutschen und ausländischen Wissenschaftlern, Studierenden und Hochschulen einschließlich Gerätespenden an ausländische wissenschaftliche Institutionen",57542.38,"Beziehungen zwischen deutschen und ausländischen Wissenschaftlern, Studierenden und Hochschulen einschließlich Gerätespenden an ausländische wissenschaftliche Institutionen ",3006267.93
124,687130504,Ausbau der Zusammenarbeit mit der Zivilgesellschaft in den Ländern der östlichen Partnerschaft und Russland,22338920.34,"Ausbau der Zusammenarbeit mit der Zivilgesellschaft der Ukraine, Moldawiens, Georgiens und Belarus ",4753359.82
125,687140504,Sonstige Maßnahmen,3062403.21,Sonstige Maßnahmen ,1679651.04
126,687150504,Programmarbeit,26382885.34,Programmarbeit ,18807247.11
127,687160504,Förderung der deutschen Sprache im Ausland sowie kultur- und bildungspolitische Förderung deutscher Minderheiten in MOE und GUS,8716806.07,Förderung der deutschen Sprache im Ausland sowie kultur- und bildungspolitische Förderung deutscher Minderheiten in MOE und GUS ,12778638.21
128,687170504,Internationale Aktivitäten gesellschaftlicher Gruppen und deutsch-ausländischer Kultureinrichtungen im Inland und Ausland,17739382.1,Internationale Aktivitäten gesellschaftlicher Gruppen und deutsch-ausländischer Kultureinrichtungen im Inland und Ausland ,9044899.91
129,687180504,Wissenschaftspartnerschaften in Transformationsländern Nordafrika/Nahost,13924422.6,Wissenschaftspartnerschaften in Transformationsländern Nordafrika/Nahost (Stipendien) ,16489620.1
130,427290504,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",8997628.47,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",7009085.57
131,429210504,Nicht aufteilbare Personalkosten für Fachberaterinnen und Fachberater für Deutsch,689628.64,Nicht aufteilbare Personalkosten für Fachberaterinnen und Fachberater für Deutsch und der Expertinnen und Experten für Unterricht ,374272.94
132,632210504,Erstattungen für Versorgungslasten der Länder,12999983.34,Erstattungen für Versorgungslasten der Länder ,9002286.57
133,687200504,Leistungen an Deutsche Auslandsschulen gemäß §§ 11 und 12 ASchulG,177676018.86,Leistungen an Deutsche Auslandsschulen gemäß §§ 11 und 12 ASchulG ,34325216.3
134,687210504,Aufwendungen für Auslandsdienstlehrkräfte und Programmlehrkräfte,34502032.12,Aufwendungen für Auslandsdienstlehrkräfte und Programmlehrkräfte ,116020734.09
135,687220504,Zuwendungen an Schulen im Ausland,33077964.53,Zuwendungen an Schulen im Ausland ,40228865.98
136,687260504,Zuschuss an das Sekretariat der Ständigen Konferenz der Kultusminister der Länder für den Pädagogischen Austauschdienst - Beratungsstelle für Gruppenreisen ausländischer Schülerinnen und Schüler,1405000.0,Zuschuss an das Sekretariat der Ständigen Konferenz der Kultusminister der Länder für den Pädagogischen Austauschdienst - Beratungsstelle für Gruppenreisen ausländischer Schülerinnen und Schüler ,1134000.0
137,687270504,"Aus- und Fortbildung, Förderung der internationalen Zusammenarbeit und sonstige Ausgaben im schulischen Bereich",12646037.1,"Aus- und Fortbildung, Förderung der internationalen Zusammenarbeit und sonstige Ausgaben im schulischen Bereich ",12684583.85
138,518420504,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,4080000.0,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement ,2506083.6
139,681410504,"Stipendien für Deutsche Kulturakademie Tarabya, Istanbul",217090.13,"Stipendien für Deutsche Kulturakademie Tarabya, Istanbul ",158750.0
140,687400504,"Goethe-Institut e. V., München - Betrieb und operative Mittel",231757257.69,"Goethe-Institut e. V., München - Betrieb und operative Mittel ",196672913.78
141,687460504,"Alexander von Humboldt-Stiftung, Bonn - Betrieb und operative Mittel",54832000.0,"Alexander von Humboldt Stiftung, Bonn - Betrieb und operative Mittel ",33427174.45
142,687470504,Sonstige institutionell geförderte Zuwendungsempfänger - Betrieb,24618095.02,Sonstige institutionell geförderte Zuwendungsempfänger - Betrieb ,9818000.0
143,687480504,"Deutscher Akademischer Austauschdienst e. V., Bonn - Betrieb und operative Mittel",219292000.0,"Deutscher Akademischer Austauschdienst e. V., Bonn - Betrieb und operative Mittel ",162629000.0
144,519310504,Unterhaltung der Grundstücke und baulichen Anlagen,624024.54,Unterhaltung der Grundstücke und baulichen Anlagen ,1598167.76
145,539390504,Vermischte Verwaltungsausgaben,634450.39,Vermischte Verwaltungsausgaben ,305152.49
146,711310504,"Kleine Neu-, Um- und Erweiterungsbauten",1197801.82,"Kleine Neu-, Um- und Erweiterungsbauten ",9093111.14
147,739310504,"Große Neu-, Um- und Erweiterungsbauten",804474.1,"Große Neu-, Um- und Erweiterungsbauten ",28453776.98
148,896310504,Zuschüsse zu Baumaßnahmen,17011778.41,Zuschüsse zu Baumaßnahmen ,8502696.74
149,282090511,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",3040873.52,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen ",2835473.41
150,381070511,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,4802890.55,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben ,135847.88
151,119570511,Vermischte Einnahmen,76705.68,Vermischte Einnahmen ,20017.02
152,232570511,Beteiligung an den Versorgungslasten des Bundes,18773.97,Beteiligung an den Versorgungslasten des Bundes ,518448.28
153,529010511,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,149092.25,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen ,184567.28
154,542010511,Öffentlichkeitsarbeit,600399.26,Öffentlichkeitsarbeit ,770763.47
155,547090511,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",2485846.06,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden ",2869626.4
156,431570511,"Versorgungsbezüge der Bundesminister, der Staatsministerin, der Staatsminister, sonstiger Amtsträger und deren Hinterbliebenen",739033.99,"Versorgungsbezüge der Bundesminister, der Staatsministerin, der Staatsminister, sonstiger Amtsträger und deren Hinterbliebenen ",746007.87
157,432570511,Versorgungsbezüge,137163863.44,Versorgungsbezüge ,106628654.91
158,434570511,Zuführung an die Versorgungsrücklage,6175945.65,Zuführung an die Versorgungsrücklage ,3700234.8
159,443570511,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,288268.53,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften ,167010.25
160,446570511,Beihilfen aufgrund der Beihilfevorschriften,28657092.91,Beihilfen aufgrund der Beihilfevorschriften ,18707247.31
161,632570511,Erstattungen des Bundes für Versorgungslasten,1063140.25,Erstattungen des Bundes für Versorgungslasten ,127852.29
162,424010511,Zuführung an die Versorgungsrücklage,12396302.23,Zuführung an die Versorgungsrücklage ,5424952.82
163,441010511,Beihilfen aufgrund der Beihilfevorschriften,18397545.06,Beihilfen aufgrund der Beihilfevorschriften ,14893259.44
164,443010511,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,6735968.03,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften ,3840409.99
165,452020511,Unfallversicherung Bund und Bahn,998972.19,Unfallkasse des Bundes ,589241.2
166,526010511,Gerichts- und ähnliche Kosten,1111710.74,Gerichts- und ähnliche Kosten ,611831.17
167,526020511,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",425466.21,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen ",387725.79
168,526040511,"Kosten für Dolmetscher, Übersetzer und Sprachsachverständige",200571.59,Dolmetscherkosten ,324660.86
