,id,Zweckbestimmung,Ist 2023,2019 Zweck,Ist 2019
35,532040112,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,1758449.35,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,1395018.48
36,532050112,Kosten für Orden und Ehrenzeichen,205950.22,Kosten für Orden und Ehrenzeichen,31727.23
37,539990112,Vermischte Verwaltungsausgaben,96445.28,Vermischte Verwaltungsausgaben,172871.44
38,711010112,"Kleine Neu-, Um- und Erweiterungsbauten",446028.96,"Kleine Neu-, Um- und Erweiterungsbauten",2321205.5
39,812010112,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",118992.97,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",351976.69
40,812020112,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",496552.21,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",431137.74
41,282090113,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",2500.0,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",2500.0
42,529010113,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,3868.72,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,3281.35
43,422010113,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,514032.92,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,508432.77
44,427090113,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",7674.24,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",20320.24
45,428010113,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1271379.84,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,737071.71
46,441010113,Beihilfen aufgrund der Beihilfevorschriften,18698.57,Beihilfen aufgrund der Beihilfevorschriften,11094.3
47,511010113,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",86360.42,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",90957.98
48,518010113,Mieten und Pachten,11654.8,Mieten und Pachten,319239.38
49,532010113,Aufträge und Dienstleistungen im Bereich Informationstechnik,19836.26,Aufträge und Dienstleistungen im Bereich Informationstechnik,29365.13
50,539990113,Vermischte Verwaltungsausgaben,218645.78,Vermischte Verwaltungsausgaben,121720.14
51,634030113,Zuweisungen an den Versorgungsfonds,105383.36,Zuweisungen an den Versorgungsfonds,64290.52
52,812020113,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",196183.43,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",99875.2
53,232570211,Beteiligung an den Versorgungslasten des Bundes,34318.83,Beteiligung an den Versorgungslasten des Bundes,60352.5
54,529010211,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,227017.21,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,237818.74
55,542010211,Öffentlichkeitsarbeit,2192458.46,Öffentlichkeitsarbeit,9284971.57
56,431570211,Versorgungsbezüge sonstiger Amtsträger und deren Hinterbliebenen,259433.61,Versorgungsbezüge sonstiger Amtsträger und deren Hinterbliebenen,249209.37
57,432570211,Versorgungsbezüge,29702599.71,Versorgungsbezüge,26084082.69
58,434570211,Zuführung an die Versorgungsrücklage,1360454.65,Zuführung an die Versorgungsrücklage,1130606.57
59,443570211,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,2010.0,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,1782.0
60,446570211,Beihilfen aufgrund der Beihilfevorschriften,6201107.3,Beihilfen aufgrund der Beihilfevorschriften,5203243.88
61,632570211,Erstattungen des Bundes für Versorgungslasten,287274.01,Erstattungen des Bundes für Versorgungslasten,205551.4
62,424010211,Zuführung an die Versorgungsrücklage,1962284.96,Zuführung an die Versorgungsrücklage,1726761.67
63,441010211,Beihilfen aufgrund der Beihilfevorschriften,4051899.92,Beihilfen aufgrund der Beihilfevorschriften,3511692.45
64,443010211,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,129984.95,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,147928.93
65,452020211,Unfallversicherung Bund und Bahn,321231.95,Unfallversicherung Bund und Bahn,300358.28
66,526010211,Gerichts- und ähnliche Kosten,263329.72,Gerichts- und ähnliche Kosten,165021.67
67,526020211,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",1991256.33,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",2035018.52
68,527030211,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,4856.01,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,1313.8
69,634030211,Zuweisungen an den Versorgungsfonds,11748328.47,Zuweisungen an den Versorgungsfonds,7946717.57
70,111010212,"Gebühren, sonstige Entgelte",414151.45,"Gebühren, sonstige Entgelte",362218.6
71,119010212,Einnahmen aus Veröffentlichungen,178975.6,Einnahmen aus Veröffentlichungen,172711.52
72,119990212,Vermischte Einnahmen,147042.97,Vermischte Einnahmen,183849.93
73,124010212,"Einnahmen aus Vermietung, Verpachtung und Nutzung",993499.74,"Einnahmen aus Vermietung, Verpachtung und Nutzung",1217297.99
74,132010212,Erlöse aus der Veräußerung von beweglichen Sachen,265244.77,Erlöse aus der Veräußerung von beweglichen Sachen,476031.66
75,411010212,Entschädigungen und Amtszulagen nach § 11 Abgeordnetengesetz,89070847.41,Entschädigungen und Amtszulagen nach § 11 Abgeordnetengesetz,80895450.19
76,411020212,Aufwandsentschädigungen nach § 12 Abs. 2 und 5 Abgeordnetengesetz,40687391.97,Aufwandsentschädigungen nach § 12 Abs. 2 und 5 Abgeordnetengesetz,36664705.57
77,411030212,Aufwendungen für die Beschäftigung von Mitarbeitern nach § 12 Abs. 3 Abgeordnetengesetz,263448991.46,Aufwendungen für die Beschäftigung von Mitarbeitern nach § 12 Abs. 3 Abgeordnetengesetz,224531772.0
78,411040212,"Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz",10232683.33,"Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach §§ 27 und 28 Abgeordnetengesetz",9207399.83
79,411050212,Übergangsgeld für ausgeschiedene Mitglieder des Deutschen Bundestages nach § 18  Abgeordnetengesetz,1512722.21,Übergangsgeld für ausgeschiedene Mitglieder des Deutschen Bundestages nach § 18  Abgeordnetengesetz,992766.27
80,411110212,"Überbrückungsgeld/Sterbegeld an Hinterbliebene sowie Versicherungen nach §§ 24, 26, 35a, 35b, 37, 38 und 41 Abgeordnetengesetz",217332.29,"Überbrückungsgeld/Sterbegeld an Hinterbliebene sowie Versicherungen nach §§ 24, 26, 35a, 35b, 37, 38 und 41 Abgeordnetengesetz",428204.0
81,411120212,"Altersentschädigung an ausgeschiedene Mitglieder des Deutschen Bundestages sowie Hinterbliebenenversorgung nach §§ 19 bis 22, 25, 26, 35, 35a, 35b, 35c, 37 und 38 Abgeordnetengesetz",51442569.16,"Altersentschädigung an ausgeschiedene Mitglieder des Deutschen Bundestages sowie Hinterbliebenenversorgung nach §§ 19 bis 22, 25, 26, 35, 35a, 35b, 35c, 37 und 38 Abgeordnetengesetz",48426874.17
82,411130212,Versorgungsabfindung nach §§ 23 und 40 Abgeordnetengesetz,66766.07,Versorgungsabfindung nach §§ 23 und 40 Abgeordnetengesetz,14916.29
83,411160212,Inlandsdienst- und Mandatsreisen der Abgeordneten nach §§ 16 und 17 Abgeordnetengesetz,5255317.19,Inlandsdienst- und Mandatsreisen der Abgeordneten nach §§ 16 und 17 Abgeordnetengesetz,6914875.1
84,411170212,"Auslandsdienstreisen der Abgeordneten nach § 17  Abgeordnetengesetz, ohne Reisen zu internationalen parlamentarischen Versammlungen",4754323.35,"Auslandsdienstreisen der Abgeordneten nach § 17  Abgeordnetengesetz, ohne Reisen zum Europarat, zur Interparlamentarischen Union, NATO und Parlamentarischen Versammlung der OSZE",5113449.27
85,411180212,Reisen zu internationalen parlamentarischen Versammlungen,713011.52,"Reisen zum Europarat, zur Interparlamentarischen Union, NATO und Parlamentarischen Versammlung der OSZE",416782.23
86,411190212,Aufwendungen zur Nutzung des gemeinsamen Informations- und Kommunikationssystems des Deutschen Bundestages sowie für Geschäftsbedarf nach § 12  Abs. 4 Nrn. 1 und 4 Abgeordnetengesetz,7698483.99,Aufwendungen zur Nutzung des gemeinsamen Informations- und Kommunikationssystems des Deutschen Bundestages sowie für Geschäftsbedarf nach § 12  Abs. 4 Nrn. 1 und 4 Abgeordnetengesetz,6758665.34
87,411200212,Kostenerstattung für die Benutzung der Verkehrsmittel der Deutschen Bahn und der Berliner Verkehrsbetriebe durch die Mitglieder des Deutschen Bundestages,2704702.16,Kostenerstattung für die Benutzung der Verkehrsmittel der Deutschen Bahn und der Berliner Verkehrsbetriebe durch die Mitglieder des Deutschen Bundestages,2742469.63
88,684010212,Geldleistungen an die Fraktionen des Deutschen Bundestages,125173590.17,Geldleistungen an die Fraktionen des Deutschen Bundestages,117401820.0
89,685010212,Zuschuss an Institute zur Technikfolgenabschätzung,2519111.43,Zuschuss an Institute zur Technikfolgenabschätzung,2443567.62
90,685020212,Förderung des Deutschen Instituts für Menschenrechte,5174000.0,Förderung des Deutschen Instituts für Menschenrechte,3068000.0
91,685120212,Förderung von Einrichtungen für parlamentarische Zwecke,4020108.69,Förderung von Einrichtungen für parlamentarische Zwecke,3235343.61
92,687010212,Leistungen an internationale Organisationen/Leistungen im Zusammenhang mit internationalen Mitgliedschaften,1655255.15,Leistungen an internationale Organisationen/Leistungen im Zusammenhang mit internationalen Mitgliedschaften,1331163.33
93,687020212,Förderung des deutsch-amerikanischen Jugendaustausches,5546033.69,Förderung des deutsch-amerikanischen Jugendaustausches,5459865.84
94,981030212,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,1121645.23,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,46370.8
95,422010212,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,75606184.12,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,65466628.76
96,422020212,Bezüge und Nebenleistungen der beamteten Hilfskräfte,365980.54,Bezüge und Nebenleistungen der beamteten Hilfskräfte,264010.14
97,422030212,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,478148.72,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,196089.12
98,427090212,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",7620826.83,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",7873793.84
99,428010212,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,94501388.77,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,79330560.52
100,453010212,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",218766.25,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",343261.37
101,511010212,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",7467847.25,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",7763027.14
102,514010212,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",405907.23,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",484458.38
103,517010212,"Bewirtschaftung der Grundstücke, Gebäude und Räume",65882150.01,"Bewirtschaftung der Grundstücke, Gebäude und Räume",52661303.68
104,518010212,Mieten und Pachten,22144075.96,Mieten und Pachten,16686558.01
105,519010212,Unterhaltung der Grundstücke und baulichen Anlagen,15629471.63,Unterhaltung der Grundstücke und baulichen Anlagen,12621203.21
106,525010212,Aus- und Fortbildung,781471.55,Aus- und Fortbildung,641708.56
107,526030212,Ausgaben für parlamentarische Gremien und Bürgerräte,1560439.06,Ausgaben für parlamentarische Gremien,797037.23
108,527010212,Dienstreisen,1276844.73,Dienstreisen,1223906.9
109,531020212,Besucherdienst,6246259.77,Besucherdienst,6830478.7
110,531050212,"Erinnerungskultur, historische Ausstellung, Veranstaltungen und Festakte",4138691.14,Ausgaben für die historische Ausstellung und weitere Ausstellungen,740198.63
111,532010212,Aufträge und Dienstleistungen im Bereich Informationstechnik,6609055.36,Aufträge und Dienstleistungen im Bereich Informationstechnik,2027599.82
112,532040212,Ausgaben für außeramtliche Übersetzungs- und Dolmetschertätigkeit,1625095.45,Ausgaben für außeramtliche Übersetzungs- und Dolmetschertätigkeit,1515345.56
113,532050212,Ausgaben für das zeitgeschichtliche Archiv des Deutschen Bundestages,621323.47,Ausgaben für das zeitgeschichtliche Archiv des Deutschen Bundestages,7616.0
114,532060212,Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit,1994897.43,Ausgaben zur Förderung der zwischenstaatlichen Zusammenarbeit,1897764.72
115,539990212,Vermischte Verwaltungsausgaben,1676095.37,Vermischte Verwaltungsausgaben,1458882.88
116,711010212,"Kleine Neu-, Um- und Erweiterungsbauten",205470.62,"Kleine Neu-, Um- und Erweiterungsbauten",572319.46
117,712010212,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,3307.74,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,317429.23
118,811010212,Erwerb von Fahrzeugen,337064.17,Erwerb von Fahrzeugen,198904.71
119,812010212,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",2109361.04,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",4924550.89
120,812020212,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",6888388.95,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",1599827.52
121,812030212,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages",3382435.02,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages",956985.79
122,812040212,Erwerb zeitgenössischer Kunstwerke,259098.5,Erwerb zeitgenössischer Kunstwerke,357601.34
123,812060212,"Beschaffung und Einrichtung von Fernmeldeanlagen u. Ä. für Abgeordnete, die Wehrbeauftragte des Deutschen Bundestages sowie den Ständigen Bevollmächtigten des Parlamentarischen Kontrollgremiums",467058.8,"Beschaffung und Einrichtung von Fernmeldeanlagen u. Ä. für Abgeordnete, den Wehrbeauftragten des Deutschen Bundestages sowie den Ständigen Bevollmächtigten des Parlamentarischen Kontrollgremiums",535735.57
124,428910212,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1564546.8,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1391773.95
125,517910212,"Bewirtschaftung der Grundstücke, Gebäude und Räume",188550.08,"Bewirtschaftung der Grundstücke, Gebäude und Räume",173419.58
126,519910212,Unterhaltung der Grundstücke und baulichen Anlagen,38908.52,Unterhaltung der Grundstücke und baulichen Anlagen,86388.99
127,547910212,Nicht aufteilbare sächliche Verwaltungsausgaben,132356.92,Nicht aufteilbare sächliche Verwaltungsausgaben,150961.47
128,427590212,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",145912.84,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",121440.76
129,511560212,"Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung",4087886.77,"Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung",3805253.66
130,525560212,Aus- und Fortbildung,125673.36,Aus- und Fortbildung,144600.28
131,532510212,Aufträge und Dienstleistungen im Bereich Informationstechnik,16130534.74,Aufträge und Dienstleistungen im Bereich Informationstechnik,10952545.47
132,711560212,"Kleine Neu-, Um- und Erweiterungsbauten",551899.07,"Kleine Neu-, Um- und Erweiterungsbauten",1328261.77
133,712560212,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,1372144.12,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,829272.42
134,812520212,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",6906975.11,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",5793657.68
135,132010213,Erlöse aus der Veräußerung von beweglichen Sachen,60124.35,Erlöse aus der Veräußerung von beweglichen Sachen,50895.0
136,421010213,Bezüge der Wehrbeauftragten,194508.16,Bezüge des Wehrbeauftragten,184789.14
137,422010213,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1998017.19,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1788087.97
138,428010213,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1885966.62,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1498190.73
139,517010213,"Bewirtschaftung der Grundstücke, Gebäude und Räume",218173.96,"Bewirtschaftung der Grundstücke, Gebäude und Räume",205008.23
140,519010213,Unterhaltung der Grundstücke und baulichen Anlagen,17209.73,Unterhaltung der Grundstücke und baulichen Anlagen,19209.72
141,527010213,Dienstreisen,126377.58,Dienstreisen,93553.43
142,539990213,Vermischte Verwaltungsausgaben,65627.22,Vermischte Verwaltungsausgaben,62731.03
143,545010213,"Konferenzen, Tagungen, Messen und Ausstellungen",4857.66,"Konferenzen, Tagungen, Messen und Ausstellungen",37012.21
144,811010213,Erwerb von Fahrzeugen,56389.8,Erwerb von Fahrzeugen,51394.95
145,411010215,Entschädigung nach § 9 Europaabgeordnetengesetz,475387.75,Entschädigung nach § 9 Europaabgeordnetengesetz,572784.32
146,411040215,"Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach § 11 Europaabgeordnetengesetz",368958.97,"Zuschuss zu den Kosten in Krankheits-, Pflege- und Geburtsfällen sowie Unterstützungen nach § 11 Europaabgeordnetengesetz",346893.14
147,411120215,Altersentschädigung an ausgeschiedene Mitglieder des Europäischen Parlaments sowie Hinterbliebenenversorgung nach § 10 b Europaabgeordnetengesetz,5905311.7,Altersentschädigung an ausgeschiedene Mitglieder des Europäischen Parlaments sowie Hinterbliebenenversorgung nach § 10 b Europaabgeordnetengesetz,5262241.2
148,411200215,Kostenerstattung an die Deutsche Bahn für die Benutzung ihrer Verkehrsmittel durch die deutschen Mitglieder des Europäischen Parlaments,347280.81,Kostenerstattung an die Deutsche Bahn für die Benutzung ihrer Verkehrsmittel durch die deutschen Mitglieder des Europäischen Parlaments,357637.28
149,422010216,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1508557.83,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1259677.14
150,422020216,Bezüge und Nebenleistungen der beamteten Hilfskräfte,102268.29,Bezüge und Nebenleistungen der beamteten Hilfskräfte,289516.5
151,428010216,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,592776.36,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,381926.72
152,517010216,"Bewirtschaftung der Grundstücke, Gebäude und Räume",103397.67,"Bewirtschaftung der Grundstücke, Gebäude und Räume",17996.5
153,526050216,Ausgaben für die Kommission nach Art. 10 des Grundgesetzes und das Parlamentarische Kontrollgremium,280232.4,Ausgaben für die Kommission nach Art. 10 des Grundgesetzes und das Parlamentarische Kontrollgremium,180049.1
154,527010216,Dienstreisen,53710.98,Dienstreisen,26309.72
155,539990216,Vermischte Verwaltungsausgaben,31384.69,Vermischte Verwaltungsausgaben,11986.91
156,812010216,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",12293.27,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",37809.0
157,232570311,Beteiligung an den Versorgungslasten des Bundes,22805.22,Beteiligung an den Versorgungslasten des Bundes,20865.4
158,529010311,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,19184.49,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,24986.41
159,542010311,Öffentlichkeitsarbeit,603969.55,Öffentlichkeitsarbeit,589441.8
160,432570311,Versorgungsbezüge,2849467.41,Versorgungsbezüge,2371109.83
161,434570311,Zuführung an die Versorgungsrücklage,125130.4,Zuführung an die Versorgungsrücklage,107232.14
162,446570311,Beihilfen aufgrund der Beihilfevorschriften,750596.56,Beihilfen aufgrund der Beihilfevorschriften,645808.96
163,424010311,Zuführung an die Versorgungsrücklage,205164.27,Zuführung an die Versorgungsrücklage,154968.31
164,441010311,Beihilfen aufgrund der Beihilfevorschriften,299986.64,Beihilfen aufgrund der Beihilfevorschriften,377586.99
